timestamp,tag,value,quality
2026-05-29 00:00:00,TIS1.20II0105.PV,245.28,GOOD
2026-05-29 01:00:00,TIS1.20II0105.PV,252.45,GOOD
2026-05-29 02:00:00,TIS1.20II0105.PV,250.07,GOOD
2026-05-29 03:00:00,TIS1.20II0105.PV,244.73,GOOD
2026-05-29 04:00:00,TIS1.20II0105.PV,258.19,GOOD
2026-05-29 05:00:00,TIS1.20II0105.PV,244.96,GOOD
2026-05-29 06:00:00,TIS1.20II0105.PV,250.58,GOOD
2026-05-29 07:00:00,TIS1.20II0105.PV,265.4,GOOD
2026-05-29 08:00:00,TIS1.20II0105.PV,259.26,GOOD
2026-05-29 09:00:00,TIS1.20II0105.PV,265.14,GOOD
2026-05-29 10:00:00,TIS1.20II0105.PV,268.27,GOOD
2026-05-29 11:00:00,TIS1.20II0105.PV,253.16,GOOD
2026-05-29 12:00:00,TIS1.20II0105.PV,259.26,GOOD
2026-05-29 13:00:00,TIS1.20II0105.PV,263.95,GOOD
2026-05-29 14:00:00,TIS1.20II0105.PV,259.52,GOOD
2026-05-29 15:00:00,TIS1.20II0105.PV,262.23,GOOD
2026-05-29 16:00:00,TIS1.20II0105.PV,263.82,GOOD
2026-05-29 17:00:00,TIS1.20II0105.PV,255.22,GOOD
2026-05-29 18:00:00,TIS1.20II0105.PV,256.06,GOOD
2026-05-29 19:00:00,TIS1.20II0105.PV,261.27,GOOD
2026-05-29 20:00:00,TIS1.20II0105.PV,252.63,GOOD
2026-05-29 21:00:00,TIS1.20II0105.PV,251.35,GOOD
2026-05-29 22:00:00,TIS1.20II0105.PV,243.93,GOOD
2026-05-29 23:00:00,TIS1.20II0105.PV,252.28,GOOD
2026-05-29 00:00:00,TIS1.20VI0106.PV,1.07,GOOD
2026-05-29 01:00:00,TIS1.20VI0106.PV,0.98,GOOD
2026-05-29 02:00:00,TIS1.20VI0106.PV,1.25,GOOD
2026-05-29 03:00:00,TIS1.20VI0106.PV,1.25,GOOD
2026-05-29 04:00:00,TIS1.20VI0106.PV,0.97,GOOD
2026-05-29 05:00:00,TIS1.20VI0106.PV,1.16,GOOD
2026-05-29 06:00:00,TIS1.20VI0106.PV,1.36,GOOD
2026-05-29 07:00:00,TIS1.20VI0106.PV,1.3,GOOD
2026-05-29 08:00:00,TIS1.20VI0106.PV,0.99,GOOD
2026-05-29 09:00:00,TIS1.20VI0106.PV,1.45,GOOD
2026-05-29 10:00:00,TIS1.20VI0106.PV,0.88,GOOD
2026-05-29 11:00:00,TIS1.20VI0106.PV,1.01,GOOD
2026-05-29 12:00:00,TIS1.20VI0106.PV,1.28,GOOD
2026-05-29 13:00:00,TIS1.20VI0106.PV,1.32,GOOD
2026-05-29 14:00:00,TIS1.20VI0106.PV,1.15,GOOD
2026-05-29 15:00:00,TIS1.20VI0106.PV,1.51,GOOD
2026-05-29 16:00:00,TIS1.20VI0106.PV,1.1,GOOD
2026-05-29 17:00:00,TIS1.20VI0106.PV,1.21,GOOD
2026-05-29 18:00:00,TIS1.20VI0106.PV,1.0,GOOD
2026-05-29 19:00:00,TIS1.20VI0106.PV,1.24,GOOD
2026-05-29 20:00:00,TIS1.20VI0106.PV,1.45,GOOD
2026-05-29 21:00:00,TIS1.20VI0106.PV,1.42,GOOD
2026-05-29 22:00:00,TIS1.20VI0106.PV,1.59,GOOD
2026-05-29 23:00:00,TIS1.20VI0106.PV,1.01,GOOD
2026-05-29 00:00:00,TIS1.20II0205.PV,243.08,GOOD
2026-05-29 01:00:00,TIS1.20II0205.PV,256.04,GOOD
2026-05-29 02:00:00,TIS1.20II0205.PV,245.68,GOOD
2026-05-29 03:00:00,TIS1.20II0205.PV,263.14,GOOD
2026-05-29 04:00:00,TIS1.20II0205.PV,257.89,GOOD
2026-05-29 05:00:00,TIS1.20II0205.PV,260.51,GOOD
2026-05-29 06:00:00,TIS1.20II0205.PV,267.21,GOOD
2026-05-29 07:00:00,TIS1.20II0205.PV,267.75,GOOD
2026-05-29 08:00:00,TIS1.20II0205.PV,266.83,GOOD
2026-05-29 09:00:00,TIS1.20II0205.PV,265.41,GOOD
2026-05-29 10:00:00,TIS1.20II0205.PV,275.25,GOOD
2026-05-29 11:00:00,TIS1.20II0205.PV,272.98,GOOD
2026-05-29 12:00:00,TIS1.20II0205.PV,269.48,GOOD
2026-05-29 13:00:00,TIS1.20II0205.PV,269.93,GOOD
2026-05-29 14:00:00,TIS1.20II0205.PV,277.9,GOOD
2026-05-29 15:00:00,TIS1.20II0205.PV,273.85,GOOD
