timestamp,tag,value,quality
2026-07-06 00:00:00,TIS1.20II0105.PV,259.64,GOOD
2026-07-06 01:00:00,TIS1.20II0105.PV,270.61,GOOD
2026-07-06 02:00:00,TIS1.20II0105.PV,265.39,GOOD
2026-07-06 03:00:00,TIS1.20II0105.PV,263.31,GOOD
2026-07-06 04:00:00,TIS1.20II0105.PV,266.65,GOOD
2026-07-06 05:00:00,TIS1.20II0105.PV,277.0,GOOD
2026-07-06 06:00:00,TIS1.20II0105.PV,277.7,GOOD
2026-07-06 07:00:00,TIS1.20II0105.PV,284.97,GOOD
2026-07-06 08:00:00,TIS1.20II0105.PV,283.15,GOOD
2026-07-06 09:00:00,TIS1.20II0105.PV,280.37,GOOD
2026-07-06 10:00:00,TIS1.20II0105.PV,283.5,GOOD
2026-07-06 11:00:00,TIS1.20II0105.PV,285.7,GOOD
2026-07-06 12:00:00,TIS1.20II0105.PV,289.04,GOOD
2026-07-06 13:00:00,TIS1.20II0105.PV,296.53,GOOD
2026-07-06 14:00:00,TIS1.20II0105.PV,288.35,GOOD
2026-07-06 15:00:00,TIS1.20II0105.PV,298.33,GOOD
2026-07-06 16:00:00,TIS1.20II0105.PV,284.28,GOOD
2026-07-06 17:00:00,TIS1.20II0105.PV,272.12,GOOD
2026-07-06 18:00:00,TIS1.20II0105.PV,287.16,GOOD
2026-07-06 19:00:00,TIS1.20II0105.PV,275.58,GOOD
2026-07-06 20:00:00,TIS1.20II0105.PV,271.24,GOOD
2026-07-06 21:00:00,TIS1.20II0105.PV,280.35,GOOD
2026-07-06 22:00:00,TIS1.20II0105.PV,275.12,GOOD
2026-07-06 23:00:00,TIS1.20II0105.PV,259.11,GOOD
2026-07-06 00:00:00,TIS1.20VI0106.PV,2.51,GOOD
2026-07-06 01:00:00,TIS1.20VI0106.PV,2.25,GOOD
2026-07-06 02:00:00,TIS1.20VI0106.PV,2.48,GOOD
2026-07-06 03:00:00,TIS1.20VI0106.PV,2.28,GOOD
2026-07-06 04:00:00,TIS1.20VI0106.PV,2.53,GOOD
2026-07-06 05:00:00,TIS1.20VI0106.PV,2.73,GOOD
2026-07-06 06:00:00,TIS1.20VI0106.PV,2.74,GOOD
2026-07-06 07:00:00,TIS1.20VI0106.PV,2.28,GOOD
2026-07-06 08:00:00,TIS1.20VI0106.PV,2.45,GOOD
2026-07-06 09:00:00,TIS1.20VI0106.PV,2.28,GOOD
