timestamp,tag,value,quality
2026-05-27 00:00:00,TIS1.20II0105.PV,253.42,GOOD
2026-05-27 01:00:00,TIS1.20II0105.PV,-9999,BAD
2026-05-27 02:00:00,TIS1.20II0105.PV,263.25,GOOD
2026-05-27 03:00:00,TIS1.20II0105.PV,256.12,GOOD
2026-05-27 04:00:00,TIS1.20II0105.PV,268.6,GOOD
2026-05-27 05:00:00,TIS1.20II0105.PV,260.06,GOOD
2026-05-27 06:00:00,TIS1.20II0105.PV,258.14,GOOD
2026-05-27 07:00:00,TIS1.20II0105.PV,267.8,GOOD
2026-05-27 08:00:00,TIS1.20II0105.PV,275.93,GOOD
2026-05-27 09:00:00,TIS1.20II0105.PV,271.76,GOOD
2026-05-27 10:00:00,TIS1.20II0105.PV,270.76,GOOD
2026-05-27 11:00:00,TIS1.20II0105.PV,278.5,GOOD
2026-05-27 12:00:00,TIS1.20II0105.PV,282.56,GOOD
2026-05-27 13:00:00,TIS1.20II0105.PV,284.11,GOOD
2026-05-27 14:00:00,TIS1.20II0105.PV,269.12,GOOD
2026-05-27 15:00:00,TIS1.20II0105.PV,276.86,GOOD
2026-05-27 16:00:00,TIS1.20II0105.PV,275.33,GOOD
2026-05-27 17:00:00,TIS1.20II0105.PV,269.37,GOOD
2026-05-27 18:00:00,TIS1.20II0105.PV,267.01,GOOD
2026-05-27 19:00:00,TIS1.20II0105.PV,259.23,GOOD
2026-05-27 20:00:00,TIS1.20II0105.PV,256.2,GOOD
2026-05-27 21:00:00,TIS1.20II0105.PV,263.37,GOOD
2026-05-27 22:00:00,TIS1.20II0105.PV,253.45,GOOD
2026-05-27 23:00:00,TIS1.20II0105.PV,261.86,GOOD
2026-05-27 00:00:00,TIS1.20VI0106.PV,1.95,GOOD
2026-05-27 01:00:00,TIS1.20VI0106.PV,1.64,GOOD
2026-05-27 02:00:00,TIS1.20VI0106.PV,1.58,GOOD
2026-05-27 03:00:00,TIS1.20VI0106.PV,1.78,GOOD
2026-05-27 04:00:00,TIS1.20VI0106.PV,1.35,GOOD
2026-05-27 05:00:00,TIS1.20VI0106.PV,1.41,GOOD
2026-05-27 06:00:00,TIS1.20VI0106.PV,1.33,GOOD
