timestamp,tag,value,quality
2026-05-26 00:00:00,TIS1.20II0105.PV,258.15,GOOD
2026-05-26 01:00:00,TIS1.20II0105.PV,258.67,GOOD
2026-05-26 02:00:00,TIS1.20II0105.PV,260.08,GOOD
2026-05-26 03:00:00,TIS1.20II0105.PV,259.24,GOOD
2026-05-26 04:00:00,TIS1.20II0105.PV,267.16,GOOD
2026-05-26 05:00:00,TIS1.20II0105.PV,271.71,GOOD
2026-05-26 06:00:00,TIS1.20II0105.PV,265.54,GOOD
2026-05-26 07:00:00,TIS1.20II0105.PV,271.69,GOOD
2026-05-26 08:00:00,TIS1.20II0105.PV,268.46,GOOD
2026-05-26 09:00:00,TIS1.20II0105.PV,271.63,GOOD
2026-05-26 10:00:00,TIS1.20II0105.PV,269.69,GOOD
2026-05-26 11:00:00,TIS1.20II0105.PV,278.97,GOOD
2026-05-26 12:00:00,TIS1.20II0105.PV,277.6,GOOD
2026-05-26 13:00:00,TIS1.20II0105.PV,283.24,GOOD
2026-05-26 14:00:00,TIS1.20II0105.PV,274.9,GOOD
2026-05-26 15:00:00,TIS1.20II0105.PV,277.1,GOOD
2026-05-26 16:00:00,TIS1.20II0105.PV,277.18,GOOD
2026-05-26 17:00:00,TIS1.20II0105.PV,273.41,GOOD
2026-05-26 18:00:00,TIS1.20II0105.PV,265.86,GOOD
2026-05-26 19:00:00,TIS1.20II0105.PV,263.28,GOOD
2026-05-26 20:00:00,TIS1.20II0105.PV,258.07,GOOD
2026-05-26 21:00:00,TIS1.20II0105.PV,263.78,GOOD
2026-05-26 22:00:00,TIS1.20II0105.PV,248.37,GOOD
2026-05-26 23:00:00,TIS1.20II0105.PV,257.4,GOOD
2026-05-26 00:00:00,TIS1.20VI0106.PV,2.15,GOOD
2026-05-26 01:00:00,TIS1.20VI0106.PV,2.23,GOOD
2026-05-26 02:00:00,TIS1.20VI0106.PV,1.91,GOOD
2026-05-26 03:00:00,TIS1.20VI0106.PV,2.3,GOOD
2026-05-26 04:00:00,TIS1.20VI0106.PV,2.29,GOOD
2026-05-26 05:00:00,TIS1.20VI0106.PV,2.37,GOOD
2026-05-26 06:00:00,TIS1.20VI0106.PV,2.16,GOOD
2026-05-26 07:00:00,TIS1.20VI0106.PV,2.1,GOOD
2026-05-26 08:00:00,TIS1.20VI0106.PV,2.17,GOOD
