timestamp,tag,value,quality
2026-07-13 00:00:00,TIS1.20II0105.PV,307.73,GOOD
2026-07-13 01:00:00,TIS1.20II0105.PV,298.38,GOOD
2026-07-13 02:00:00,TIS1.20II0105.PV,301.08,GOOD
2026-07-13 03:00:00,TIS1.20II0105.PV,315.29,GOOD
2026-07-13 04:00:00,TIS1.20II0105.PV,304.2,GOOD
2026-07-13 05:00:00,TIS1.20II0105.PV,313.09,GOOD
2026-07-13 06:00:00,TIS1.20II0105.PV,318.16,GOOD
2026-07-13 07:00:00,TIS1.20II0105.PV,329.44,GOOD
2026-07-13 08:00:00,TIS1.20II0105.PV,329.14,GOOD
2026-07-13 09:00:00,TIS1.20II0105.PV,328.14,GOOD
2026-07-13 10:00:00,TIS1.20II0105.PV,330.54,GOOD
2026-07-13 11:00:00,TIS1.20II0105.PV,328.23,GOOD
2026-07-13 12:00:00,TIS1.20II0105.PV,325.62,GOOD
2026-07-13 13:00:00,TIS1.20II0105.PV,329.95,GOOD
2026-07-13 14:00:00,TIS1.20II0105.PV,332.57,GOOD
2026-07-13 15:00:00,TIS1.20II0105.PV,329.59,GOOD
2026-07-13 16:00:00,TIS1.20II0105.PV,328.67,GOOD
2026-07-13 17:00:00,TIS1.20II0105.PV,323.72,GOOD
2026-07-13 18:00:00,TIS1.20II0105.PV,316.91,GOOD
2026-07-13 19:00:00,TIS1.20II0105.PV,313.7,GOOD
2026-07-13 20:00:00,TIS1.20II0105.PV,302.74,GOOD
2026-07-13 21:00:00,TIS1.20II0105.PV,315.15,GOOD
2026-07-13 22:00:00,TIS1.20II0105.PV,313.85,GOOD
2026-07-13 23:00:00,TIS1.20II0105.PV,304.15,GOOD
2026-07-13 00:00:00,TIS1.20VI0106.PV,2.74,GOOD
2026-07-13 01:00:00,TIS1.20VI0106.PV,2.93,GOOD
2026-07-13 02:00:00,TIS1.20VI0106.PV,2.62,GOOD
2026-07-13 03:00:00,TIS1.20VI0106.PV,2.4,GOOD
2026-07-13 04:00:00,TIS1.20VI0106.PV,2.4,GOOD
2026-07-13 05:00:00,TIS1.20VI0106.PV,2.93,GOOD
2026-07-13 06:00:00,TIS1.20VI0106.PV,2.77,GOOD
2026-07-13 07:00:00,TIS1.20VI0106.PV,2.63,GOOD
2026-07-13 08:00:00,TIS1.20VI0106.PV,2.54,GOOD
2026-07-13 09:00:00,TIS1.20VI0106.PV,2.61,GOOD
2026-07-13 10:00:00,TIS1.20VI0106.PV,2.68,GOOD
2026-07-13 11:00:00,TIS1.20VI0106.PV,3.09,GOOD
2026-07-13 12:00:00,TIS1.20VI0106.PV,2.58,GOOD
2026-07-13 13:00:00,TIS1.20VI0106.PV,2.62,GOOD
2026-07-13 14:00:00,TIS1.20VI0106.PV,2.84,GOOD
2026-07-13 15:00:00,TIS1.20VI0106.PV,2.94,GOOD
2026-07-13 16:00:00,TIS1.20VI0106.PV,2.89,GOOD
2026-07-13 17:00:00,TIS1.20VI0106.PV,2.94,GOOD
2026-07-13 18:00:00,TIS1.20VI0106.PV,2.83,GOOD
2026-07-13 19:00:00,TIS1.20VI0106.PV,2.67,GOOD
2026-07-13 20:00:00,TIS1.20VI0106.PV,3.05,GOOD
2026-07-13 21:00:00,TIS1.20VI0106.PV,2.64,GOOD
2026-07-13 22:00:00,TIS1.20VI0106.PV,2.5,GOOD
2026-07-13 23:00:00,TIS1.20VI0106.PV,2.49,GOOD
2026-07-13 00:00:00,TIS1.20II0205.PV,293.9,GOOD
2026-07-13 01:00:00,TIS1.20II0205.PV,295.73,GOOD
2026-07-13 02:00:00,TIS1.20II0205.PV,300.97,GOOD
2026-07-13 03:00:00,TIS1.20II0205.PV,302.47,GOOD
2026-07-13 04:00:00,TIS1.20II0205.PV,302.85,GOOD
2026-07-13 05:00:00,TIS1.20II0205.PV,297.51,GOOD
2026-07-13 06:00:00,TIS1.20II0205.PV,309.74,GOOD
2026-07-13 07:00:00,TIS1.20II0205.PV,303.8,GOOD
2026-07-13 08:00:00,TIS1.20II0205.PV,311.18,GOOD
2026-07-13 09:00:00,TIS1.20II0205.PV,311.19,GOOD
2026-07-13 10:00:00,TIS1.20II0205.PV,314.58,GOOD
2026-07-13 11:00:00,TIS1.20II0205.PV,310.19,GOOD
