timestamp,tag,value,quality
2026-05-31 00:00:00,TIS1.20II0105.PV,243.92,GOOD
2026-05-31 01:00:00,TIS1.20II0105.PV,243.26,GOOD
2026-05-31 02:00:00,TIS1.20II0105.PV,247.97,GOOD
2026-05-31 03:00:00,TIS1.20II0105.PV,248.67,GOOD
2026-05-31 04:00:00,TIS1.20II0105.PV,256.36,GOOD
2026-05-31 05:00:00,TIS1.20II0105.PV,255.3,GOOD
2026-05-31 06:00:00,TIS1.20II0105.PV,258.19,GOOD
2026-05-31 07:00:00,TIS1.20II0105.PV,267.72,GOOD
2026-05-31 08:00:00,TIS1.20II0105.PV,261.68,GOOD
2026-05-31 09:00:00,TIS1.20II0105.PV,271.9,GOOD
2026-05-31 10:00:00,TIS1.20II0105.PV,258.56,GOOD
2026-05-31 11:00:00,TIS1.20II0105.PV,257.01,GOOD
2026-05-31 12:00:00,TIS1.20II0105.PV,265.16,GOOD
2026-05-31 13:00:00,TIS1.20II0105.PV,257.84,GOOD
2026-05-31 14:00:00,TIS1.20II0105.PV,268.14,GOOD
2026-05-31 15:00:00,TIS1.20II0105.PV,253.22,GOOD
2026-05-31 16:00:00,TIS1.20II0105.PV,255.59,GOOD
2026-05-31 17:00:00,TIS1.20II0105.PV,255.52,GOOD
2026-05-31 18:00:00,TIS1.20II0105.PV,258.74,GOOD
2026-05-31 19:00:00,TIS1.20II0105.PV,259.41,GOOD
2026-05-31 20:00:00,TIS1.20II0105.PV,260.99,GOOD
2026-05-31 21:00:00,TIS1.20II0105.PV,247.45,GOOD
2026-05-31 22:00:00,TIS1.20II0105.PV,235.96,GOOD
2026-05-31 23:00:00,TIS1.20II0105.PV,238.51,GOOD
2026-05-31 00:00:00,TIS1.20VI0106.PV,2.07,GOOD
2026-05-31 01:00:00,TIS1.20VI0106.PV,1.81,GOOD
2026-05-31 02:00:00,TIS1.20VI0106.PV,1.55,GOOD
2026-05-31 03:00:00,TIS1.20VI0106.PV,1.68,GOOD
2026-05-31 04:00:00,TIS1.20VI0106.PV,1.72,GOOD
2026-05-31 05:00:00,TIS1.20VI0106.PV,1.9,GOOD
2026-05-31 06:00:00,TIS1.20VI0106.PV,1.73,GOOD
2026-05-31 07:00:00,TIS1.20VI0106.PV,1.86,GOOD
2026-05-31 08:00:00,TIS1.20VI0106.PV,1.96,GOOD
2026-05-31 09:00:00,TIS1.20VI0106.PV,2.04,GOOD
2026-05-31 10:00:00,TIS1.20VI0106.PV,1.69,GOOD
2026-05-31 11:00:00,TIS1.20VI0106.PV,2.1,GOOD
2026-05-31 12:00:00,TIS1.20VI0106.PV,2.11,GOOD
2026-05-31 13:00:00,TIS1.20VI0106.PV,1.73,GOOD
2026-05-31 14:00:00,TIS1.20VI0106.PV,1.55,GOOD
2026-05-31 15:00:00,TIS1.20VI0106.PV,1.87,GOOD
2026-05-31 16:00:00,TIS1.20VI0106.PV,1.6,GOOD
2026-05-31 17:00:00,TIS1.20VI0106.PV,-9999,BAD
2026-05-31 18:00:00,TIS1.20VI0106.PV,1.68,GOOD
2026-05-31 19:00:00,TIS1.20VI0106.PV,2.27,GOOD
2026-05-31 20:00:00,TIS1.20VI0106.PV,1.68,GOOD
2026-05-31 21:00:00,TIS1.20VI0106.PV,1.99,GOOD
2026-05-31 22:00:00,TIS1.20VI0106.PV,1.72,GOOD
2026-05-31 23:00:00,TIS1.20VI0106.PV,2.1,GOOD
2026-05-31 00:00:00,TIS1.20II0205.PV,259.18,GOOD
2026-05-31 01:00:00,TIS1.20II0205.PV,266.8,GOOD
2026-05-31 02:00:00,TIS1.20II0205.PV,266.48,GOOD
2026-05-31 03:00:00,TIS1.20II0205.PV,265.99,GOOD
2026-05-31 04:00:00,TIS1.20II0205.PV,276.67,GOOD
2026-05-31 05:00:00,TIS1.20II0205.PV,273.37,GOOD
2026-05-31 06:00:00,TIS1.20II0205.PV,273.1,GOOD
2026-05-31 07:00:00,TIS1.20II0205.PV,276.27,GOOD
2026-05-31 08:00:00,TIS1.20II0205.PV,282.54,GOOD
2026-05-31 09:00:00,TIS1.20II0205.PV,282.15,GOOD
2026-05-31 10:00:00,TIS1.20II0205.PV,280.96,GOOD
2026-05-31 11:00:00,TIS1.20II0205.PV,282.58,GOOD
2026-05-31 12:00:00,TIS1.20II0205.PV,294.11,GOOD
2026-05-31 13:00:00,TIS1.20II0205.PV,283.8,GOOD
2026-05-31 14:00:00,TIS1.20II0205.PV,280.98,GOOD
2026-05-31 15:00:00,TIS1.20II0205.PV,289.82,GOOD
2026-05-31 16:00:00,TIS1.20II0205.PV,275.28,GOOD
2026-05-31 17:00:00,TIS1.20II0205.PV,282.51,GOOD
2026-05-31 18:00:00,TIS1.20II0205.PV,278.98,GOOD
2026-05-31 19:00:00,TIS1.20II0205.PV,264.61,GOOD
2026-05-31 20:00:00,TIS1.20II0205.PV,269.53,GOOD
2026-05-31 21:00:00,TIS1.20II0205.PV,269.35,GOOD
2026-05-31 22:00:00,TIS1.20II0205.PV,267.78,GOOD
2026-05-31 23:00:00,TIS1.20II0205.PV,256.14,GOOD
2026-05-31 00:00:00,TIS1.20VI0206.PV,3.22,GOOD
2026-05-31 01:00:00,TIS1.20VI0206.PV,3.28,GOOD
2026-05-31 02:00:00,TIS1.20VI0206.PV,2.61,GOOD
2026-05-31 03:00:00,TIS1.20VI0206.PV,3.03,GOOD
2026-05-31 04:00:00,TIS1.20VI0206.PV,2.6,GOOD
2026-05-31 05:00:00,TIS1.20VI0206.PV,2.68,GOOD
2026-05-31 06:00:00,TIS1.20VI0206.PV,2.97,GOOD
2026-05-31 07:00:00,TIS1.20VI0206.PV,2.8,GOOD
2026-05-31 08:00:00,TIS1.20VI0206.PV,3.08,GOOD
2026-05-31 09:00:00,TIS1.20VI0206.PV,3.22,GOOD
2026-05-31 10:00:00,TIS1.20VI0206.PV,3.2,GOOD
2026-05-31 11:00:00,TIS1.20VI0206.PV,2.81,GOOD
2026-05-31 12:00:00,TIS1.20VI0206.PV,2.79,GOOD
2026-05-31 13:00:00,TIS1.20VI0206.PV,2.85,GOOD
2026-05-31 14:00:00,TIS1.20VI0206.PV,3.11,GOOD
2026-05-31 15:00:00,TIS1.20VI0206.PV,2.8,GOOD
2026-05-31 16:00:00,TIS1.20VI0206.PV,3.09,GOOD
2026-05-31 17:00:00,TIS1.20VI0206.PV,2.93,GOOD
2026-05-31 18:00:00,TIS1.20VI0206.PV,2.89,GOOD
2026-05-31 19:00:00,TIS1.20VI0206.PV,3.37,GOOD
2026-05-31 20:00:00,TIS1.20VI0206.PV,2.7,GOOD
2026-05-31 21:00:00,TIS1.20VI0206.PV,2.71,GOOD
2026-05-31 22:00:00,TIS1.20VI0206.PV,3.1,GOOD
2026-05-31 23:00:00,TIS1.20VI0206.PV,3.31,GOOD
2026-05-31 00:00:00,TIS1.20II0310.PV,38.09,GOOD
2026-05-31 01:00:00,TIS1.20II0310.PV,39.92,GOOD
2026-05-31 02:00:00,TIS1.20II0310.PV,39.5,GOOD
2026-05-31 03:00:00,TIS1.20II0310.PV,37.75,GOOD
2026-05-31 04:00:00,TIS1.20II0310.PV,40.23,GOOD
2026-05-31 05:00:00,TIS1.20II0310.PV,43.18,GOOD
2026-05-31 06:00:00,TIS1.20II0310.PV,39.24,GOOD
2026-05-31 07:00:00,TIS1.20II0310.PV,41.72,GOOD
2026-05-31 08:00:00,TIS1.20II0310.PV,42.73,GOOD
2026-05-31 09:00:00,TIS1.20II0310.PV,43.75,GOOD
2026-05-31 10:00:00,TIS1.20II0310.PV,40.43,GOOD
2026-05-31 11:00:00,TIS1.20II0310.PV,41.39,GOOD
2026-05-31 12:00:00,TIS1.20II0310.PV,42.34,GOOD
2026-05-31 13:00:00,TIS1.20II0310.PV,43.03,GOOD
2026-05-31 14:00:00,TIS1.20II0310.PV,43.02,GOOD
2026-05-31 15:00:00,TIS1.20II0310.PV,44.24,GOOD
2026-05-31 16:00:00,TIS1.20II0310.PV,41.74,GOOD
2026-05-31 17:00:00,TIS1.20II0310.PV,42.34,GOOD
2026-05-31 18:00:00,TIS1.20II0310.PV,42.94,GOOD
