timestamp,tag,value,quality
2026-06-26 00:00:00,TIS1.20II0105.PV,262.18,GOOD
2026-06-26 01:00:00,TIS1.20II0105.PV,246.69,GOOD
2026-06-26 02:00:00,TIS1.20II0105.PV,253.04,GOOD
2026-06-26 03:00:00,TIS1.20II0105.PV,252.18,GOOD
2026-06-26 04:00:00,TIS1.20II0105.PV,267.51,GOOD
2026-06-26 05:00:00,TIS1.20II0105.PV,267.57,GOOD
2026-06-26 06:00:00,TIS1.20II0105.PV,266.51,GOOD
2026-06-26 07:00:00,TIS1.20II0105.PV,271.45,GOOD
2026-06-26 08:00:00,TIS1.20II0105.PV,279.82,GOOD
2026-06-26 09:00:00,TIS1.20II0105.PV,278.19,GOOD
2026-06-26 10:00:00,TIS1.20II0105.PV,276.97,GOOD
2026-06-26 11:00:00,TIS1.20II0105.PV,286.15,GOOD
2026-06-26 12:00:00,TIS1.20II0105.PV,281.72,GOOD
2026-06-26 13:00:00,TIS1.20II0105.PV,278.15,GOOD
2026-06-26 14:00:00,TIS1.20II0105.PV,288.85,GOOD
2026-06-26 15:00:00,TIS1.20II0105.PV,269.79,GOOD
2026-06-26 16:00:00,TIS1.20II0105.PV,279.11,GOOD
2026-06-26 17:00:00,TIS1.20II0105.PV,262.95,GOOD
2026-06-26 18:00:00,TIS1.20II0105.PV,262.54,GOOD
2026-06-26 19:00:00,TIS1.20II0105.PV,275.02,GOOD
2026-06-26 20:00:00,TIS1.20II0105.PV,265.68,GOOD
2026-06-26 21:00:00,TIS1.20II0105.PV,259.43,GOOD
2026-06-26 22:00:00,TIS1.20II0105.PV,265.4,GOOD
2026-06-26 23:00:00,TIS1.20II0105.PV,255.77,GOOD
2026-06-26 00:00:00,TIS1.20VI0106.PV,2.42,GOOD
2026-06-26 01:00:00,TIS1.20VI0106.PV,2.3,GOOD
2026-06-26 02:00:00,TIS1.20VI0106.PV,2.35,GOOD
2026-06-26 03:00:00,TIS1.20VI0106.PV,2.28,GOOD
2026-06-26 04:00:00,TIS1.20VI0106.PV,2.14,GOOD
2026-06-26 05:00:00,TIS1.20VI0106.PV,2.4,GOOD
2026-06-26 06:00:00,TIS1.20VI0106.PV,2.33,GOOD
2026-06-26 07:00:00,TIS1.20VI0106.PV,2.07,GOOD
2026-06-26 08:00:00,TIS1.20VI0106.PV,2.37,GOOD
2026-06-26 09:00:00,TIS1.20VI0106.PV,2.27,GOOD
2026-06-26 10:00:00,TIS1.20VI0106.PV,2.44,GOOD
2026-06-26 11:00:00,TIS1.20VI0106.PV,2.28,GOOD
2026-06-26 12:00:00,TIS1.20VI0106.PV,2.42,GOOD
2026-06-26 13:00:00,TIS1.20VI0106.PV,2.63,GOOD
2026-06-26 14:00:00,TIS1.20VI0106.PV,2.07,GOOD
2026-06-26 15:00:00,TIS1.20VI0106.PV,2.43,GOOD
2026-06-26 16:00:00,TIS1.20VI0106.PV,2.33,GOOD
2026-06-26 17:00:00,TIS1.20VI0106.PV,2.39,GOOD
2026-06-26 18:00:00,TIS1.20VI0106.PV,2.41,GOOD
2026-06-26 19:00:00,TIS1.20VI0106.PV,2.24,GOOD
2026-06-26 20:00:00,TIS1.20VI0106.PV,2.38,GOOD
2026-06-26 21:00:00,TIS1.20VI0106.PV,2.46,GOOD
2026-06-26 22:00:00,TIS1.20VI0106.PV,2.5,GOOD
2026-06-26 23:00:00,TIS1.20VI0106.PV,2.3,GOOD
2026-06-26 00:00:00,TIS1.20II0205.PV,262.73,GOOD
2026-06-26 01:00:00,TIS1.20II0205.PV,274.32,GOOD
2026-06-26 02:00:00,TIS1.20II0205.PV,265.58,GOOD
2026-06-26 03:00:00,TIS1.20II0205.PV,271.28,GOOD
2026-06-26 04:00:00,TIS1.20II0205.PV,265.74,GOOD
2026-06-26 05:00:00,TIS1.20II0205.PV,282.33,GOOD
2026-06-26 06:00:00,TIS1.20II0205.PV,277.97,GOOD
2026-06-26 07:00:00,TIS1.20II0205.PV,274.46,GOOD
2026-06-26 08:00:00,TIS1.20II0205.PV,288.62,GOOD
2026-06-26 09:00:00,TIS1.20II0205.PV,283.24,GOOD
2026-06-26 10:00:00,TIS1.20II0205.PV,275.98,GOOD
2026-06-26 11:00:00,TIS1.20II0205.PV,292.52,GOOD
