timestamp,tag,value,quality
2026-07-19 00:00:00,TIS1.20II0105.PV,281.86,GOOD
2026-07-19 01:00:00,TIS1.20II0105.PV,296.32,GOOD
2026-07-19 02:00:00,TIS1.20II0105.PV,303.53,GOOD
2026-07-19 03:00:00,TIS1.20II0105.PV,302.16,GOOD
2026-07-19 04:00:00,TIS1.20II0105.PV,293.81,GOOD
2026-07-19 05:00:00,TIS1.20II0105.PV,304.86,GOOD
2026-07-19 06:00:00,TIS1.20II0105.PV,300.16,GOOD
2026-07-19 07:00:00,TIS1.20II0105.PV,305.75,GOOD
2026-07-19 08:00:00,TIS1.20II0105.PV,318.42,GOOD
2026-07-19 09:00:00,TIS1.20II0105.PV,306.76,GOOD
2026-07-19 10:00:00,TIS1.20II0105.PV,321.59,GOOD
2026-07-19 11:00:00,TIS1.20II0105.PV,317.31,GOOD
2026-07-19 12:00:00,TIS1.20II0105.PV,311.58,GOOD
2026-07-19 13:00:00,TIS1.20II0105.PV,323.5,GOOD
2026-07-19 14:00:00,TIS1.20II0105.PV,318.64,GOOD
2026-07-19 15:00:00,TIS1.20II0105.PV,309.67,GOOD
2026-07-19 16:00:00,TIS1.20II0105.PV,308.01,GOOD
2026-07-19 17:00:00,TIS1.20II0105.PV,305.55,GOOD
2026-07-19 18:00:00,TIS1.20II0105.PV,302.61,GOOD
2026-07-19 19:00:00,TIS1.20II0105.PV,287.84,GOOD
2026-07-19 20:00:00,TIS1.20II0105.PV,304.25,GOOD
2026-07-19 21:00:00,TIS1.20II0105.PV,294.64,GOOD
2026-07-19 22:00:00,TIS1.20II0105.PV,303.72,GOOD
2026-07-19 23:00:00,TIS1.20II0105.PV,288.32,GOOD
2026-07-19 00:00:00,TIS1.20VI0106.PV,3.29,GOOD
2026-07-19 01:00:00,TIS1.20VI0106.PV,2.72,GOOD
2026-07-19 02:00:00,TIS1.20VI0106.PV,3.12,GOOD
2026-07-19 03:00:00,TIS1.20VI0106.PV,3.28,GOOD
2026-07-19 04:00:00,TIS1.20VI0106.PV,3.08,GOOD
2026-07-19 05:00:00,TIS1.20VI0106.PV,3.12,GOOD
2026-07-19 06:00:00,TIS1.20VI0106.PV,2.93,GOOD
2026-07-19 07:00:00,TIS1.20VI0106.PV,3.23,GOOD
2026-07-19 08:00:00,TIS1.20VI0106.PV,3.05,GOOD
2026-07-19 09:00:00,TIS1.20VI0106.PV,3.09,GOOD
2026-07-19 10:00:00,TIS1.20VI0106.PV,3.42,GOOD
2026-07-19 11:00:00,TIS1.20VI0106.PV,3.33,GOOD
2026-07-19 12:00:00,TIS1.20VI0106.PV,2.92,GOOD
2026-07-19 13:00:00,TIS1.20VI0106.PV,3.24,GOOD
2026-07-19 14:00:00,TIS1.20VI0106.PV,3.1,GOOD
2026-07-19 15:00:00,TIS1.20VI0106.PV,3.16,GOOD
2026-07-19 16:00:00,TIS1.20VI0106.PV,3.26,GOOD
2026-07-19 17:00:00,TIS1.20VI0106.PV,3.24,GOOD
2026-07-19 18:00:00,TIS1.20VI0106.PV,3.08,GOOD
2026-07-19 19:00:00,TIS1.20VI0106.PV,2.76,GOOD
2026-07-19 20:00:00,TIS1.20VI0106.PV,3.1,GOOD
2026-07-19 21:00:00,TIS1.20VI0106.PV,3.2,GOOD
2026-07-19 22:00:00,TIS1.20VI0106.PV,3.24,GOOD
2026-07-19 23:00:00,TIS1.20VI0106.PV,2.78,GOOD
2026-07-19 00:00:00,TIS1.20II0205.PV,275.37,GOOD
2026-07-19 01:00:00,TIS1.20II0205.PV,268.42,GOOD
2026-07-19 02:00:00,TIS1.20II0205.PV,278.18,GOOD
2026-07-19 03:00:00,TIS1.20II0205.PV,273.46,GOOD
2026-07-19 04:00:00,TIS1.20II0205.PV,264.92,GOOD
2026-07-19 05:00:00,TIS1.20II0205.PV,283.29,GOOD
2026-07-19 06:00:00,TIS1.20II0205.PV,291.19,GOOD
2026-07-19 07:00:00,TIS1.20II0205.PV,282.69,GOOD
2026-07-19 08:00:00,TIS1.20II0205.PV,284.42,GOOD
2026-07-19 09:00:00,TIS1.20II0205.PV,300.53,GOOD
2026-07-19 10:00:00,TIS1.20II0205.PV,289.63,GOOD
2026-07-19 11:00:00,TIS1.20II0205.PV,287.1,GOOD
2026-07-19 12:00:00,TIS1.20II0205.PV,289.42,GOOD
2026-07-19 13:00:00,TIS1.20II0205.PV,281.2,GOOD
2026-07-19 14:00:00,TIS1.20II0205.PV,289.95,GOOD
2026-07-19 15:00:00,TIS1.20II0205.PV,298.51,GOOD
2026-07-19 16:00:00,TIS1.20II0205.PV,283.23,GOOD
2026-07-19 17:00:00,TIS1.20II0205.PV,284.02,GOOD
2026-07-19 18:00:00,TIS1.20II0205.PV,281.98,GOOD
2026-07-19 19:00:00,TIS1.20II0205.PV,273.35,GOOD
2026-07-19 20:00:00,TIS1.20II0205.PV,279.16,GOOD
2026-07-19 21:00:00,TIS1.20II0205.PV,282.67,GOOD
2026-07-19 22:00:00,TIS1.20II0205.PV,275.24,GOOD
2026-07-19 23:00:00,TIS1.20II0205.PV,267.02,GOOD
2026-07-19 00:00:00,TIS1.20VI0206.PV,2.84,GOOD
2026-07-19 01:00:00,TIS1.20VI0206.PV,3.05,GOOD
2026-07-19 02:00:00,TIS1.20VI0206.PV,2.83,GOOD
2026-07-19 03:00:00,TIS1.20VI0206.PV,3.14,GOOD
2026-07-19 04:00:00,TIS1.20VI0206.PV,2.77,GOOD
2026-07-19 05:00:00,TIS1.20VI0206.PV,2.74,GOOD
2026-07-19 06:00:00,TIS1.20VI0206.PV,2.69,GOOD
2026-07-19 07:00:00,TIS1.20VI0206.PV,3.02,GOOD
2026-07-19 08:00:00,TIS1.20VI0206.PV,3.1,GOOD
2026-07-19 09:00:00,TIS1.20VI0206.PV,2.8,GOOD
2026-07-19 10:00:00,TIS1.20VI0206.PV,2.76,GOOD
2026-07-19 11:00:00,TIS1.20VI0206.PV,2.87,GOOD
2026-07-19 12:00:00,TIS1.20VI0206.PV,2.98,GOOD
2026-07-19 13:00:00,TIS1.20VI0206.PV,2.64,GOOD
2026-07-19 14:00:00,TIS1.20VI0206.PV,2.99,GOOD
2026-07-19 15:00:00,TIS1.20VI0206.PV,2.69,GOOD
2026-07-19 16:00:00,TIS1.20VI0206.PV,2.99,GOOD
2026-07-19 17:00:00,TIS1.20VI0206.PV,2.34,GOOD
2026-07-19 18:00:00,TIS1.20VI0206.PV,2.45,GOOD
2026-07-19 19:00:00,TIS1.20VI0206.PV,2.48,GOOD
2026-07-19 20:00:00,TIS1.20VI0206.PV,2.69,GOOD
2026-07-19 21:00:00,TIS1.20VI0206.PV,2.53,GOOD
2026-07-19 22:00:00,TIS1.20VI0206.PV,2.75,GOOD
2026-07-19 23:00:00,TIS1.20VI0206.PV,3.05,GOOD
2026-07-19 00:00:00,TIS1.20II0310.PV,42.26,GOOD
2026-07-19 01:00:00,TIS1.20II0310.PV,40.89,GOOD
2026-07-19 02:00:00,TIS1.20II0310.PV,43.02,GOOD
2026-07-19 03:00:00,TIS1.20II0310.PV,43.12,GOOD
2026-07-19 04:00:00,TIS1.20II0310.PV,42.3,GOOD
2026-07-19 05:00:00,TIS1.20II0310.PV,44.17,GOOD
2026-07-19 06:00:00,TIS1.20II0310.PV,44.55,GOOD
