timestamp,tag,value,quality
2026-05-24 00:00:00,TIS1.20II0105.PV,223.26,GOOD
2026-05-24 01:00:00,TIS1.20II0105.PV,225.28,GOOD
2026-05-24 02:00:00,TIS1.20II0105.PV,233.76,GOOD
2026-05-24 03:00:00,TIS1.20II0105.PV,243.66,GOOD
2026-05-24 04:00:00,TIS1.20II0105.PV,243.38,GOOD
2026-05-24 05:00:00,TIS1.20II0105.PV,244.51,GOOD
2026-05-24 06:00:00,TIS1.20II0105.PV,231.6,GOOD
2026-05-24 07:00:00,TIS1.20II0105.PV,243.14,GOOD
2026-05-24 08:00:00,TIS1.20II0105.PV,240.73,GOOD
2026-05-24 09:00:00,TIS1.20II0105.PV,243.33,GOOD
2026-05-24 10:00:00,TIS1.20II0105.PV,251.07,GOOD
2026-05-24 11:00:00,TIS1.20II0105.PV,246.74,GOOD
2026-05-24 12:00:00,TIS1.20II0105.PV,250.43,GOOD
2026-05-24 13:00:00,TIS1.20II0105.PV,246.92,GOOD
2026-05-24 14:00:00,TIS1.20II0105.PV,247.84,GOOD
2026-05-24 15:00:00,TIS1.20II0105.PV,238.5,GOOD
2026-05-24 16:00:00,TIS1.20II0105.PV,242.34,GOOD
2026-05-24 17:00:00,TIS1.20II0105.PV,246.42,GOOD
2026-05-24 18:00:00,TIS1.20II0105.PV,230.84,GOOD
2026-05-24 19:00:00,TIS1.20II0105.PV,230.19,GOOD
2026-05-24 20:00:00,TIS1.20II0105.PV,238.87,GOOD
2026-05-24 21:00:00,TIS1.20II0105.PV,245.15,GOOD
2026-05-24 22:00:00,TIS1.20II0105.PV,229.42,GOOD
2026-05-24 23:00:00,TIS1.20II0105.PV,225.39,GOOD
2026-05-24 00:00:00,TIS1.20VI0106.PV,1.89,GOOD
2026-05-24 01:00:00,TIS1.20VI0106.PV,2.29,GOOD
2026-05-24 02:00:00,TIS1.20VI0106.PV,2.52,GOOD
2026-05-24 03:00:00,TIS1.20VI0106.PV,2.24,GOOD
