lote,pulper,fecha,inicio,duracion_min,kg_cargados,kwh,material
L-20260526-P1-01,P1,2026-05-26,06:00,45.5,5956,490.2,periodico
L-20260526-P1-02,P1,2026-05-26,06:57,42.7,5667,458.5,periodico
L-20260526-P1-03,P1,2026-05-26,07:48,39.8,6076,454.9,archivo_blanco
L-20260526-P1-04,P1,2026-05-26,08:38,46.6,5568,461.9,periodico
L-20260526-P1-05,P1,2026-05-26,09:34,42.6,6057,478.7,archivo_blanco
L-20260526-P1-06,P1,2026-05-26,10:26,41.3,5777,428.5,archivo_blanco
L-20260526-P1-07,P1,2026-05-26,11:19,45.8,5792,457.3,periodico
L-20260526-P1-08,P1,2026-05-26,12:16,37.5,5742,432.3,archivo_blanco
L-20260526-P1-09,P1,2026-05-26,13:01,40.6,5987,440.0,archivo_blanco
L-20260526-P1-10,P1,2026-05-26,13:48,45.1,5874,459.2,recorte_mixto
L-20260526-P1-11,P1,2026-05-26,14:41,45.5,5922,495.5,periodico
L-20260526-P1-12,P1,2026-05-26,15:37,41.0,5929,461.9,recorte_mixto
L-20260526-P1-13,P1,2026-05-26,16:26,45.0,5678,483.8,periodico
L-20260526-P1-14,P1,2026-05-26,17:20,41.8,5759,456.5,recorte_mixto
L-20260526-P1-15,P1,2026-05-26,18:13,45.2,5964,469.9,recorte_mixto
L-20260526-P1-16,P1,2026-05-26,19:09,46.3,6017,499.3,periodico
L-20260526-P1-17,P1,2026-05-26,20:06,40.9,5441,407.0,archivo_blanco
L-20260526-P1-18,P1,2026-05-26,20:54,43.9,5895,473.2,periodico
L-20260526-P2-01,P2,2026-05-26,06:00,42.6,5989,456.1,archivo_blanco
L-20260526-P2-02,P2,2026-05-26,06:48,49.0,5765,472.5,periodico
L-20260526-P2-03,P2,2026-05-26,07:46,43.8,5691,450.4,recorte_mixto
L-20260526-P2-04,P2,2026-05-26,08:37,39.2,5862,445.2,archivo_blanco
L-20260526-P2-05,P2,2026-05-26,09:27,43.7,5735,455.7,recorte_mixto
L-20260526-P2-06,P2,2026-05-26,10:20,44.4,5549,479.0,periodico
L-20260526-P2-07,P2,2026-05-26,11:15,43.7,6018,503.0,periodico
L-20260526-P2-08,P2,2026-05-26,12:08,45.3,5666,465.3,periodico
L-20260526-P2-09,P2,2026-05-26,13:03,46.5,5975,498.6,periodico
L-20260526-P2-10,P2,2026-05-26,13:57,46.8,5699,468.9,periodico
L-20260526-P2-11,P2,2026-05-26,14:50,45.4,5920,462.3,recorte_mixto
L-20260526-P2-12,P2,2026-05-26,15:44,42.2,5763,433.5,archivo_blanco
L-20260526-P2-13,P2,2026-05-26,16:32,40.2,5464,412.1,archivo_blanco
L-20260526-P2-14,P2,2026-05-26,17:22,47.0,5820,483.9,periodico
L-20260526-P2-15,P2,2026-05-26,18:15,45.9,5762,434.2,archivo_blanco
L-20260526-P2-16,P2,2026-05-26,19:07,40.9,6120,461.3,archivo_blanco
L-20260526-P2-17,P2,2026-05-26,19:54,43.2,5852,427.7,archivo_blanco
L-20260526-P2-18,P2,2026-05-26,20:49,43.6,5672,467.4,periodico
L-20260526-P2-19,P2,2026-05-26,21:39,45.7,5881,473.4,recorte_mixto
L-20260526-P2-20,P2,2026-05-26,22:33,41.7,5906,459.2,archivo_blanco
