lote,pulper,fecha,inicio,duracion_min,kg_cargados,kwh,material
L-20260608-P1-01,P1,2026-06-08,06:00,46.4,5843,469.0,recorte_mixto
L-20260608-P1-02,P1,2026-06-08,06:53,44.9,5882,476.4,recorte_mixto
L-20260608-P1-03,P1,2026-06-08,07:46,46.9,5722,473.8,periodico
L-20260608-P1-04,P1,2026-06-08,08:42,45.6,5474,444.7,periodico
L-20260608-P1-05,P1,2026-06-08,09:33,45.4,5806,470.9,recorte_mixto
L-20260608-P1-06,P1,2026-06-08,10:29,45.8,6187,525.0,periodico
L-20260608-P1-07,P1,2026-06-08,11:26,38.7,5671,430.2,archivo_blanco
L-20260608-P1-08,P1,2026-06-08,12:10,42.6,5742,449.8,recorte_mixto
L-20260608-P1-09,P1,2026-06-08,12:59,44.8,5651,466.5,recorte_mixto
L-20260608-P1-10,P1,2026-06-08,13:53,44.1,5762,488.5,periodico
L-20260608-P1-11,P1,2026-06-08,14:48,39.9,5591,429.4,archivo_blanco
L-20260608-P1-12,P1,2026-06-08,15:38,43.4,6005,486.4,recorte_mixto
L-20260608-P1-13,P1,2026-06-08,16:29,46.1,5708,444.7,recorte_mixto
L-20260608-P1-14,P1,2026-06-08,17:21,42.4,5599,459.9,recorte_mixto
L-20260608-P1-15,P1,2026-06-08,18:12,43.4,5846,445.9,archivo_blanco
L-20260608-P1-16,P1,2026-06-08,19:03,41.6,6139,463.7,archivo_blanco
L-20260608-P1-17,P1,2026-06-08,19:54,46.3,6001,478.2,recorte_mixto
L-20260608-P1-18,P1,2026-06-08,20:49,40.5,5620,414.3,archivo_blanco
L-20260608-P1-19,P1,2026-06-08,21:37,44.1,5545,450.4,recorte_mixto
L-20260608-P2-01,P2,2026-06-08,06:00,44.9,6072,507.1,periodico
L-20260608-P2-02,P2,2026-06-08,06:53,42.8,5524,424.2,archivo_blanco
L-20260608-P2-03,P2,2026-06-08,07:46,47.7,5421,461.0,recorte_mixto
L-20260608-P2-04,P2,2026-06-08,08:44,42.8,5757,436.4,archivo_blanco
L-20260608-P2-05,P2,2026-06-08,09:33,43.4,5713,470.5,periodico
L-20260608-P2-06,P2,2026-06-08,10:22,44.3,5669,460.4,recorte_mixto
L-20260608-P2-07,P2,2026-06-08,11:12,49.8,5601,473.4,periodico
L-20260608-P2-08,P2,2026-06-08,12:08,49.7,5759,490.8,periodico
L-20260608-P2-09,P2,2026-06-08,13:05,39.8,5862,445.1,archivo_blanco
L-20260608-P2-10,P2,2026-06-08,13:57,42.1,5459,420.6,archivo_blanco
L-20260608-P2-11,P2,2026-06-08,14:49,45.2,5621,427.4,archivo_blanco
L-20260608-P2-12,P2,2026-06-08,15:40,44.8,5859,458.9,recorte_mixto
L-20260608-P2-13,P2,2026-06-08,16:33,46.0,6006,517.1,periodico
L-20260608-P2-14,P2,2026-06-08,17:31,41.6,6182,460.6,archivo_blanco
L-20260608-P2-15,P2,2026-06-08,18:21,40.5,5946,454.5,archivo_blanco
L-20260608-P2-16,P2,2026-06-08,19:13,50.8,5893,514.1,periodico
L-20260608-P2-17,P2,2026-06-08,20:16,42.8,5771,445.3,archivo_blanco
L-20260608-P2-18,P2,2026-06-08,21:11,42.0,5942,439.9,archivo_blanco
