lote,pulper,fecha,inicio,duracion_min,kg_cargados,kwh,material
L-20260725-P1-01,P1,2026-07-25,06:00,47.5,5574,440.9,archivo_blanco
L-20260725-P1-02,P1,2026-07-25,06:54,48.4,5814,502.9,recorte_mixto
L-20260725-P1-03,P1,2026-07-25,07:54,53.8,5389,437.5,recorte_mixto
L-20260725-P1-04,P1,2026-07-25,08:55,51.0,6019,489.1,archivo_blanco
L-20260725-P1-05,P1,2026-07-25,09:54,48.7,5856,494.2,recorte_mixto
L-20260725-P1-06,P1,2026-07-25,10:52,46.7,5690,456.9,archivo_blanco
L-20260725-P1-07,P1,2026-07-25,11:45,53.4,5674,482.7,recorte_mixto
L-20260725-P1-08,P1,2026-07-25,12:50,55.6,6046,530.6,periodico
L-20260725-P1-09,P1,2026-07-25,13:53,53.6,6153,526.4,recorte_mixto
L-20260725-P1-10,P1,2026-07-25,14:56,46.0,5882,464.8,archivo_blanco
L-20260725-P1-11,P1,2026-07-25,15:51,52.1,5525,480.4,periodico
L-20260725-P1-12,P1,2026-07-25,16:53,50.6,5912,503.6,recorte_mixto
L-20260725-P1-13,P1,2026-07-25,17:54,50.5,5829,481.1,recorte_mixto
L-20260725-P1-14,P1,2026-07-25,18:53,49.3,6000,505.3,recorte_mixto
L-20260725-P1-15,P1,2026-07-25,19:50,48.3,5917,490.6,recorte_mixto
L-20260725-P1-16,P1,2026-07-25,20:48,51.9,5987,513.6,periodico
L-20260725-P1-17,P1,2026-07-25,21:49,48.0,6089,479.1,archivo_blanco
L-20260725-P1-18,P1,2026-07-25,22:49,48.6,5838,476.7,archivo_blanco
L-20260725-P1-19,P1,2026-07-25,23:49,52.2,5487,470.3,recorte_mixto
L-20260725-P2-01,P2,2026-07-25,06:00,56.3,5702,501.5,periodico
L-20260725-P2-02,P2,2026-07-25,07:08,49.1,5751,486.7,recorte_mixto
L-20260725-P2-03,P2,2026-07-25,08:05,53.9,5708,487.1,recorte_mixto
L-20260725-P2-04,P2,2026-07-25,09:10,46.8,5694,439.7,archivo_blanco
L-20260725-P2-05,P2,2026-07-25,10:06,53.6,5990,513.3,periodico
L-20260725-P2-06,P2,2026-07-25,11:11,50.5,5651,491.8,periodico
L-20260725-P2-07,P2,2026-07-25,12:10,51.7,6008,528.5,periodico
L-20260725-P2-08,P2,2026-07-25,13:07,54.0,6255,550.3,periodico
L-20260725-P2-09,P2,2026-07-25,14:11,51.1,5378,457.0,periodico
L-20260725-P2-10,P2,2026-07-25,15:13,47.2,5944,486.5,archivo_blanco
L-20260725-P2-11,P2,2026-07-25,16:09,47.8,5940,499.7,recorte_mixto
L-20260725-P2-12,P2,2026-07-25,17:09,51.2,5999,506.5,recorte_mixto
L-20260725-P2-13,P2,2026-07-25,18:06,47.0,5479,427.2,archivo_blanco
L-20260725-P2-14,P2,2026-07-25,19:02,49.3,5938,486.3,archivo_blanco
L-20260725-P2-15,P2,2026-07-25,20:01,49.8,5821,477.9,recorte_mixto
L-20260725-P2-16,P2,2026-07-25,21:01,52.6,6203,549.9,periodico
