lote,pulper,fecha,inicio,duracion_min,kg_cargados,kwh,material
L-20260728-P1-01,P1,2026-07-28,06:00,47.7,5703,443.6,archivo_blanco
L-20260728-P1-02,P1,2026-07-28,06:54,46.3,5973,514.6,recorte_mixto
L-20260728-P1-03,P1,2026-07-28,07:53,52.7,5864,514.2,periodico
L-20260728-P1-04,P1,2026-07-28,08:57,53.7,5836,492.2,recorte_mixto
L-20260728-P1-05,P1,2026-07-28,09:58,49.2,5610,468.6,recorte_mixto
L-20260728-P1-06,P1,2026-07-28,10:54,52.5,5571,456.0,recorte_mixto
L-20260728-P1-07,P1,2026-07-28,11:56,48.5,5878,478.4,archivo_blanco
L-20260728-P1-08,P1,2026-07-28,12:50,47.2,5653,461.8,archivo_blanco
L-20260728-P1-09,P1,2026-07-28,13:49,51.4,6077,559.3,periodico
L-20260728-P1-10,P1,2026-07-28,14:50,47.6,5816,472.3,archivo_blanco
L-20260728-P1-11,P1,2026-07-28,15:47,45.1,5695,447.9,archivo_blanco
L-20260728-P1-12,P1,2026-07-28,16:42,51.7,5977,523.7,periodico
L-20260728-P1-13,P1,2026-07-28,17:43,51.4,5446,449.1,recorte_mixto
L-20260728-P1-14,P1,2026-07-28,18:44,55.5,6087,509.4,recorte_mixto
L-20260728-P1-15,P1,2026-07-28,19:47,48.4,5864,483.1,archivo_blanco
L-20260728-P1-16,P1,2026-07-28,20:45,56.0,5766,515.1,periodico
L-20260728-P2-01,P2,2026-07-28,06:00,46.8,5696,486.0,recorte_mixto
L-20260728-P2-02,P2,2026-07-28,06:56,48.1,6011,526.5,periodico
L-20260728-P2-03,P2,2026-07-28,07:53,51.4,5756,511.7,periodico
L-20260728-P2-04,P2,2026-07-28,08:53,47.9,6072,519.8,recorte_mixto
L-20260728-P2-05,P2,2026-07-28,09:51,45.0,5558,455.0,archivo_blanco
L-20260728-P2-06,P2,2026-07-28,10:48,45.8,5920,481.5,archivo_blanco
L-20260728-P2-07,P2,2026-07-28,11:41,50.8,6046,526.8,periodico
L-20260728-P2-08,P2,2026-07-28,12:40,46.5,5651,469.0,archivo_blanco
L-20260728-P2-09,P2,2026-07-28,13:34,53.2,5957,538.3,periodico
L-20260728-P2-10,P2,2026-07-28,14:38,48.0,5672,458.3,archivo_blanco
L-20260728-P2-11,P2,2026-07-28,15:38,51.0,6085,506.8,recorte_mixto
L-20260728-P2-12,P2,2026-07-28,16:36,46.4,5552,434.6,archivo_blanco
L-20260728-P2-13,P2,2026-07-28,17:29,49.7,5539,467.2,recorte_mixto
L-20260728-P2-14,P2,2026-07-28,18:29,50.6,5746,497.6,periodico
L-20260728-P2-15,P2,2026-07-28,19:31,53.9,5703,493.3,periodico
L-20260728-P2-16,P2,2026-07-28,20:35,47.6,6029,465.0,archivo_blanco
L-20260728-P2-17,P2,2026-07-28,21:30,50.0,5406,449.8,recorte_mixto
L-20260728-P2-18,P2,2026-07-28,22:29,49.1,5352,447.6,recorte_mixto
L-20260728-P2-19,P2,2026-07-28,23:28,46.2,6229,501.2,archivo_blanco
