lote,pulper,fecha,inicio,duracion_min,kg_cargados,kwh,material
L-20260720-P1-01,P1,2026-07-20,06:00,48.5,5703,465.5,archivo_blanco
L-20260720-P1-02,P1,2026-07-20,06:57,46.3,5618,482.6,recorte_mixto
L-20260720-P1-03,P1,2026-07-20,07:51,47.3,5980,515.1,periodico
L-20260720-P1-04,P1,2026-07-20,08:50,43.3,5724,452.6,archivo_blanco
L-20260720-P1-05,P1,2026-07-20,09:40,50.2,5812,501.7,periodico
L-20260720-P1-06,P1,2026-07-20,10:42,48.6,6047,515.8,periodico
L-20260720-P1-07,P1,2026-07-20,11:41,50.1,5722,463.1,recorte_mixto
L-20260720-P1-08,P1,2026-07-20,12:37,46.7,5943,458.4,archivo_blanco
L-20260720-P1-09,P1,2026-07-20,13:32,48.7,5814,478.9,recorte_mixto
L-20260720-P1-10,P1,2026-07-20,14:29,47.3,5621,447.1,archivo_blanco
L-20260720-P1-11,P1,2026-07-20,15:24,49.7,5842,478.6,recorte_mixto
L-20260720-P1-12,P1,2026-07-20,16:24,48.8,5911,502.5,recorte_mixto
L-20260720-P1-13,P1,2026-07-20,17:20,50.7,5618,502.8,periodico
L-20260720-P1-14,P1,2026-07-20,18:23,43.7,5584,432.0,archivo_blanco
L-20260720-P1-15,P1,2026-07-20,19:12,53.3,5673,488.4,periodico
L-20260720-P1-16,P1,2026-07-20,20:16,54.3,5595,479.8,periodico
L-20260720-P1-17,P1,2026-07-20,21:19,52.9,5433,464.2,recorte_mixto
L-20260720-P1-18,P1,2026-07-20,22:24,45.8,5872,461.2,archivo_blanco
L-20260720-P1-19,P1,2026-07-20,23:17,48.3,5750,498.2,recorte_mixto
L-20260720-P2-01,P2,2026-07-20,06:00,47.8,5771,442.5,archivo_blanco
L-20260720-P2-02,P2,2026-07-20,06:54,52.6,5855,504.6,periodico
L-20260720-P2-03,P2,2026-07-20,07:56,50.8,5949,495.3,recorte_mixto
L-20260720-P2-04,P2,2026-07-20,08:58,49.7,5709,443.3,archivo_blanco
L-20260720-P2-05,P2,2026-07-20,09:53,48.1,5878,487.1,recorte_mixto
L-20260720-P2-06,P2,2026-07-20,10:51,48.9,6009,499.1,recorte_mixto
L-20260720-P2-07,P2,2026-07-20,11:50,46.9,5666,478.7,recorte_mixto
L-20260720-P2-08,P2,2026-07-20,12:49,49.2,5945,497.0,recorte_mixto
L-20260720-P2-09,P2,2026-07-20,13:51,46.6,5861,475.7,archivo_blanco
L-20260720-P2-10,P2,2026-07-20,14:47,47.6,5674,480.9,recorte_mixto
L-20260720-P2-11,P2,2026-07-20,15:47,46.2,5872,506.2,recorte_mixto
L-20260720-P2-12,P2,2026-07-20,16:40,46.5,6040,458.8,archivo_blanco
L-20260720-P2-13,P2,2026-07-20,17:37,51.5,5966,513.7,recorte_mixto
L-20260720-P2-14,P2,2026-07-20,18:38,49.8,5513,457.4,recorte_mixto
L-20260720-P2-15,P2,2026-07-20,19:35,47.5,5945,487.4,recorte_mixto
L-20260720-P2-16,P2,2026-07-20,20:31,49.7,5756,505.6,periodico
L-20260720-P2-17,P2,2026-07-20,21:31,46.5,5734,463.5,archivo_blanco
