lote,pulper,fecha,inicio,duracion_min,kg_cargados,kwh,material
L-20260610-P1-01,P1,2026-06-10,06:00,48.8,5908,499.4,periodico
L-20260610-P1-02,P1,2026-06-10,06:58,44.0,6057,481.3,recorte_mixto
L-20260610-P1-03,P1,2026-06-10,07:52,45.9,5819,461.7,recorte_mixto
L-20260610-P1-04,P1,2026-06-10,08:46,46.7,5600,475.6,periodico
L-20260610-P1-05,P1,2026-06-10,09:42,41.8,5957,462.5,archivo_blanco
L-20260610-P1-06,P1,2026-06-10,10:35,40.0,5523,428.1,archivo_blanco
L-20260610-P1-07,P1,2026-06-10,11:26,44.4,5693,449.8,recorte_mixto
L-20260610-P1-08,P1,2026-06-10,12:17,44.1,5803,474.7,periodico
L-20260610-P1-09,P1,2026-06-10,13:07,41.3,5935,450.6,archivo_blanco
L-20260610-P1-10,P1,2026-06-10,14:00,44.9,5931,485.0,recorte_mixto
L-20260610-P1-11,P1,2026-06-10,14:55,46.1,5802,454.9,recorte_mixto
L-20260610-P1-12,P1,2026-06-10,15:53,48.8,5871,468.7,recorte_mixto
L-20260610-P1-13,P1,2026-06-10,16:47,42.6,6098,486.2,recorte_mixto
L-20260610-P1-14,P1,2026-06-10,17:42,43.5,5538,442.5,recorte_mixto
L-20260610-P1-15,P1,2026-06-10,18:34,46.1,5906,474.5,recorte_mixto
L-20260610-P1-16,P1,2026-06-10,19:31,46.4,5796,474.7,periodico
L-20260610-P1-17,P1,2026-06-10,20:28,45.6,5970,485.4,recorte_mixto
L-20260610-P2-01,P2,2026-06-10,06:00,48.4,5731,484.9,periodico
L-20260610-P2-02,P2,2026-06-10,06:56,46.9,5789,482.0,periodico
L-20260610-P2-03,P2,2026-06-10,07:54,45.8,5713,477.4,periodico
L-20260610-P2-04,P2,2026-06-10,08:49,45.7,5889,470.1,recorte_mixto
L-20260610-P2-05,P2,2026-06-10,09:41,45.9,5790,474.0,recorte_mixto
L-20260610-P2-06,P2,2026-06-10,10:38,44.0,5977,445.1,archivo_blanco
L-20260610-P2-07,P2,2026-06-10,11:30,44.4,6320,481.0,archivo_blanco
L-20260610-P2-08,P2,2026-06-10,12:22,49.1,5784,495.4,periodico
L-20260610-P2-09,P2,2026-06-10,13:17,42.8,5580,440.2,recorte_mixto
L-20260610-P2-10,P2,2026-06-10,14:10,48.8,5968,498.6,periodico
L-20260610-P2-11,P2,2026-06-10,15:08,47.4,5952,490.4,periodico
L-20260610-P2-12,P2,2026-06-10,16:07,42.4,6122,471.5,archivo_blanco
L-20260610-P2-13,P2,2026-06-10,17:01,40.9,6236,466.0,archivo_blanco
L-20260610-P2-14,P2,2026-06-10,17:53,44.8,5941,466.7,recorte_mixto
L-20260610-P2-15,P2,2026-06-10,18:44,42.5,5511,429.9,archivo_blanco
L-20260610-P2-16,P2,2026-06-10,19:38,48.2,5737,471.3,recorte_mixto
L-20260610-P2-17,P2,2026-06-10,20:34,48.2,5955,520.0,periodico
L-20260610-P2-18,P2,2026-06-10,21:28,40.4,5890,447.3,archivo_blanco
L-20260610-P2-19,P2,2026-06-10,22:15,42.1,5641,425.7,archivo_blanco
