lote,pulper,fecha,inicio,duracion_min,kg_cargados,kwh,material
L-20260527-P1-01,P1,2026-05-27,06:00,44.2,6161,496.6,recorte_mixto
L-20260527-P1-02,P1,2026-05-27,06:50,48.8,5640,471.3,periodico
L-20260527-P1-03,P1,2026-05-27,07:48,41.5,5675,412.8,archivo_blanco
L-20260527-P1-04,P1,2026-05-27,08:38,45.0,5744,452.4,recorte_mixto
L-20260527-P1-05,P1,2026-05-27,09:31,48.3,5706,484.6,periodico
L-20260527-P1-06,P1,2026-05-27,10:31,45.4,5862,477.4,periodico
L-20260527-P1-07,P1,2026-05-27,11:24,40.5,5948,425.3,archivo_blanco
L-20260527-P1-08,P1,2026-05-27,12:10,42.5,6180,492.8,recorte_mixto
L-20260527-P1-09,P1,2026-05-27,13:01,40.2,5557,411.5,archivo_blanco
L-20260527-P1-10,P1,2026-05-27,13:47,41.4,5788,460.5,recorte_mixto
L-20260527-P1-11,P1,2026-05-27,14:35,40.4,6069,488.4,recorte_mixto
L-20260527-P1-12,P1,2026-05-27,15:28,38.9,5882,440.9,archivo_blanco
L-20260527-P1-13,P1,2026-05-27,16:17,45.5,5877,474.1,recorte_mixto
L-20260527-P1-14,P1,2026-05-27,17:13,40.7,5588,412.5,archivo_blanco
L-20260527-P1-15,P1,2026-05-27,18:03,39.7,5958,440.1,archivo_blanco
L-20260527-P1-16,P1,2026-05-27,18:49,40.9,5898,462.9,recorte_mixto
L-20260527-P1-17,P1,2026-05-27,19:36,45.2,5345,424.6,periodico
L-20260527-P1-18,P1,2026-05-27,20:32,45.1,5593,458.3,periodico
L-20260527-P1-19,P1,2026-05-27,21:25,45.4,6056,483.9,recorte_mixto
L-20260527-P2-01,P2,2026-05-27,06:00,49.5,5674,473.5,periodico
L-20260527-P2-02,P2,2026-05-27,06:59,41.9,5532,405.5,archivo_blanco
L-20260527-P2-03,P2,2026-05-27,07:47,47.7,5787,442.6,recorte_mixto
L-20260527-P2-04,P2,2026-05-27,08:47,41.9,5874,434.9,archivo_blanco
L-20260527-P2-05,P2,2026-05-27,09:38,43.0,5841,463.7,recorte_mixto
L-20260527-P2-06,P2,2026-05-27,10:30,48.8,5916,482.3,periodico
L-20260527-P2-07,P2,2026-05-27,11:26,39.5,6131,442.1,archivo_blanco
L-20260527-P2-08,P2,2026-05-27,12:15,45.4,5930,450.4,archivo_blanco
L-20260527-P2-09,P2,2026-05-27,13:08,40.6,5859,439.9,archivo_blanco
L-20260527-P2-10,P2,2026-05-27,13:57,51.1,5792,471.3,periodico
L-20260527-P2-11,P2,2026-05-27,14:55,43.5,5655,438.4,archivo_blanco
L-20260527-P2-12,P2,2026-05-27,15:50,40.6,5918,448.3,archivo_blanco
L-20260527-P2-13,P2,2026-05-27,16:38,41.0,5757,430.6,archivo_blanco
L-20260527-P2-14,P2,2026-05-27,17:25,47.1,5843,493.4,periodico
L-20260527-P2-15,P2,2026-05-27,18:22,49.0,6010,491.5,periodico
L-20260527-P2-16,P2,2026-05-27,19:17,44.2,5677,449.6,recorte_mixto
