lote,pulper,fecha,inicio,duracion_min,kg_cargados,kwh,material
L-20260722-P1-01,P1,2026-07-22,06:00,51.3,6107,530.3,periodico
L-20260722-P1-02,P1,2026-07-22,07:02,49.5,5854,501.4,periodico
L-20260722-P1-03,P1,2026-07-22,07:58,44.1,5846,470.3,archivo_blanco
L-20260722-P1-04,P1,2026-07-22,08:50,53.3,6026,529.2,periodico
L-20260722-P1-05,P1,2026-07-22,09:54,48.4,5765,464.3,archivo_blanco
L-20260722-P1-06,P1,2026-07-22,10:50,50.3,6052,500.7,recorte_mixto
L-20260722-P1-07,P1,2026-07-22,11:50,51.4,5676,499.1,recorte_mixto
L-20260722-P1-08,P1,2026-07-22,12:52,46.8,5892,493.1,recorte_mixto
L-20260722-P1-09,P1,2026-07-22,13:49,47.9,5829,479.7,recorte_mixto
L-20260722-P1-10,P1,2026-07-22,14:46,53.1,5512,476.7,recorte_mixto
L-20260722-P1-11,P1,2026-07-22,15:47,47.7,5697,452.1,archivo_blanco
L-20260722-P1-12,P1,2026-07-22,16:41,51.8,5548,469.5,periodico
L-20260722-P1-13,P1,2026-07-22,17:42,51.9,5986,513.1,recorte_mixto
L-20260722-P1-14,P1,2026-07-22,18:45,46.6,6090,512.4,recorte_mixto
L-20260722-P1-15,P1,2026-07-22,19:40,50.2,5688,447.1,archivo_blanco
L-20260722-P1-16,P1,2026-07-22,20:37,51.2,5704,488.5,periodico
L-20260722-P1-17,P1,2026-07-22,21:36,53.4,5897,496.2,recorte_mixto
L-20260722-P1-18,P1,2026-07-22,22:36,50.4,5754,489.7,recorte_mixto
L-20260722-P1-19,P1,2026-07-22,23:36,51.6,5987,495.9,recorte_mixto
L-20260722-P1-20,P1,2026-07-22,00:35,53.3,5946,523.6,periodico
L-20260722-P2-01,P2,2026-07-22,06:00,53.0,5857,506.5,periodico
L-20260722-P2-02,P2,2026-07-22,07:03,52.3,5829,517.2,periodico
L-20260722-P2-03,P2,2026-07-22,08:05,45.9,5487,440.5,archivo_blanco
L-20260722-P2-04,P2,2026-07-22,09:02,49.0,5648,460.6,recorte_mixto
L-20260722-P2-05,P2,2026-07-22,10:00,50.0,5914,510.7,periodico
L-20260722-P2-06,P2,2026-07-22,11:01,53.1,6065,526.5,periodico
L-20260722-P2-07,P2,2026-07-22,12:05,48.2,5934,499.3,periodico
L-20260722-P2-08,P2,2026-07-22,13:05,48.8,5857,473.4,archivo_blanco
L-20260722-P2-09,P2,2026-07-22,14:02,56.5,5873,505.9,periodico
L-20260722-P2-10,P2,2026-07-22,15:05,51.7,5799,497.4,periodico
L-20260722-P2-11,P2,2026-07-22,16:06,53.9,5497,453.2,recorte_mixto
L-20260722-P2-12,P2,2026-07-22,17:11,49.8,5907,480.7,recorte_mixto
L-20260722-P2-13,P2,2026-07-22,18:09,51.6,6206,544.2,periodico
L-20260722-P2-14,P2,2026-07-22,19:08,52.7,5774,510.1,periodico
L-20260722-P2-15,P2,2026-07-22,20:08,44.7,5607,438.6,archivo_blanco
L-20260722-P2-16,P2,2026-07-22,21:00,56.5,5671,499.6,periodico
