lote,pulper,fecha,inicio,duracion_min,kg_cargados,kwh,material
L-20260531-P1-01,P1,2026-05-31,06:00,46.6,5917,462.9,recorte_mixto
L-20260531-P1-02,P1,2026-05-31,06:54,44.1,5572,428.3,recorte_mixto
L-20260531-P1-03,P1,2026-05-31,07:44,44.7,5624,436.1,recorte_mixto
L-20260531-P1-04,P1,2026-05-31,08:39,42.2,5788,460.3,periodico
L-20260531-P1-05,P1,2026-05-31,09:33,43.3,5954,473.2,recorte_mixto
L-20260531-P1-06,P1,2026-05-31,10:27,40.8,5971,451.6,archivo_blanco
L-20260531-P1-07,P1,2026-05-31,11:14,39.4,5811,462.7,recorte_mixto
L-20260531-P1-08,P1,2026-05-31,12:06,42.0,5913,432.8,archivo_blanco
L-20260531-P1-09,P1,2026-05-31,13:00,44.7,5712,471.2,periodico
L-20260531-P1-10,P1,2026-05-31,13:54,42.6,5762,459.7,recorte_mixto
L-20260531-P1-11,P1,2026-05-31,14:43,40.9,5818,451.4,archivo_blanco
L-20260531-P1-12,P1,2026-05-31,15:35,39.2,5638,430.4,archivo_blanco
L-20260531-P1-13,P1,2026-05-31,16:24,47.4,6074,486.4,recorte_mixto
L-20260531-P1-14,P1,2026-05-31,17:18,48.1,5998,487.6,periodico
L-20260531-P1-15,P1,2026-05-31,18:19,44.3,5676,454.6,recorte_mixto
L-20260531-P1-16,P1,2026-05-31,19:10,42.0,5778,459.2,recorte_mixto
L-20260531-P1-17,P1,2026-05-31,20:00,44.1,5538,414.9,archivo_blanco
L-20260531-P1-18,P1,2026-05-31,20:51,42.9,5976,449.4,archivo_blanco
L-20260531-P1-19,P1,2026-05-31,21:40,41.9,5908,433.3,archivo_blanco
L-20260531-P1-20,P1,2026-05-31,22:34,41.1,5919,486.3,recorte_mixto
L-20260531-P2-01,P2,2026-05-31,06:00,48.7,5936,495.6,periodico
L-20260531-P2-02,P2,2026-05-31,06:57,39.9,5553,424.4,archivo_blanco
L-20260531-P2-03,P2,2026-05-31,07:43,43.6,5611,439.4,recorte_mixto
L-20260531-P2-04,P2,2026-05-31,08:33,41.6,5690,446.1,archivo_blanco
L-20260531-P2-05,P2,2026-05-31,09:26,47.0,5697,463.1,periodico
L-20260531-P2-06,P2,2026-05-31,10:22,46.3,5914,492.9,periodico
L-20260531-P2-07,P2,2026-05-31,11:16,47.0,5994,502.4,periodico
L-20260531-P2-08,P2,2026-05-31,12:14,41.4,5838,444.2,archivo_blanco
L-20260531-P2-09,P2,2026-05-31,13:03,42.9,6021,444.0,archivo_blanco
L-20260531-P2-10,P2,2026-05-31,13:58,46.5,5964,470.2,recorte_mixto
L-20260531-P2-11,P2,2026-05-31,14:55,37.6,5764,419.6,archivo_blanco
L-20260531-P2-12,P2,2026-05-31,15:39,43.0,6075,451.7,archivo_blanco
L-20260531-P2-13,P2,2026-05-31,16:30,46.1,5881,505.5,periodico
L-20260531-P2-14,P2,2026-05-31,17:26,39.1,5843,462.9,archivo_blanco
L-20260531-P2-15,P2,2026-05-31,18:12,45.2,5652,446.6,recorte_mixto
L-20260531-P2-16,P2,2026-05-31,19:03,44.3,5933,484.0,recorte_mixto
L-20260531-P2-17,P2,2026-05-31,19:59,47.6,5968,501.1,periodico
L-20260531-P2-18,P2,2026-05-31,20:55,40.7,5544,406.7,archivo_blanco
L-20260531-P2-19,P2,2026-05-31,21:47,43.2,5554,462.3,recorte_mixto
L-20260531-P2-20,P2,2026-05-31,22:38,40.7,5929,484.2,recorte_mixto
