lote,pulper,fecha,inicio,duracion_min,kg_cargados,kwh,material
L-20260717-P1-01,P1,2026-07-17,06:00,47.4,5416,429.9,archivo_blanco
L-20260717-P1-02,P1,2026-07-17,06:57,48.2,5856,457.3,archivo_blanco
L-20260717-P1-03,P1,2026-07-17,07:57,44.3,5742,462.1,archivo_blanco
L-20260717-P1-04,P1,2026-07-17,08:48,46.5,5845,480.9,recorte_mixto
L-20260717-P1-05,P1,2026-07-17,09:43,50.9,5730,468.8,recorte_mixto
L-20260717-P1-06,P1,2026-07-17,10:42,49.8,5544,456.6,recorte_mixto
L-20260717-P1-07,P1,2026-07-17,11:44,48.1,5842,449.0,archivo_blanco
L-20260717-P1-08,P1,2026-07-17,12:39,49.8,5995,508.9,recorte_mixto
L-20260717-P1-09,P1,2026-07-17,13:40,50.4,5774,489.4,recorte_mixto
L-20260717-P1-10,P1,2026-07-17,14:38,48.7,5805,467.2,archivo_blanco
L-20260717-P1-11,P1,2026-07-17,15:33,52.0,5740,504.8,periodico
L-20260717-P1-12,P1,2026-07-17,16:31,50.2,6025,522.5,periodico
L-20260717-P1-13,P1,2026-07-17,17:28,49.7,5950,513.9,recorte_mixto
L-20260717-P1-14,P1,2026-07-17,18:27,48.7,5799,484.3,recorte_mixto
L-20260717-P1-15,P1,2026-07-17,19:26,48.1,5551,442.1,archivo_blanco
L-20260717-P1-16,P1,2026-07-17,20:20,49.9,5912,461.7,archivo_blanco
L-20260717-P1-17,P1,2026-07-17,21:16,49.4,5465,484.8,periodico
L-20260717-P2-01,P2,2026-07-17,06:00,46.4,5786,464.5,archivo_blanco
L-20260717-P2-02,P2,2026-07-17,06:54,44.9,5866,486.2,recorte_mixto
L-20260717-P2-03,P2,2026-07-17,07:51,50.3,5852,489.4,periodico
L-20260717-P2-04,P2,2026-07-17,08:51,53.9,6139,529.7,periodico
L-20260717-P2-05,P2,2026-07-17,09:55,49.9,5765,494.6,periodico
L-20260717-P2-06,P2,2026-07-17,10:55,50.8,5805,478.3,periodico
L-20260717-P2-07,P2,2026-07-17,11:57,46.4,5779,472.6,recorte_mixto
L-20260717-P2-08,P2,2026-07-17,12:52,53.3,5797,503.3,periodico
L-20260717-P2-09,P2,2026-07-17,13:55,48.4,6273,500.5,archivo_blanco
L-20260717-P2-10,P2,2026-07-17,14:55,45.8,5755,450.2,archivo_blanco
L-20260717-P2-11,P2,2026-07-17,15:48,51.2,5724,469.4,recorte_mixto
L-20260717-P2-12,P2,2026-07-17,16:45,48.8,5737,486.3,recorte_mixto
L-20260717-P2-13,P2,2026-07-17,17:43,51.1,5772,483.2,periodico
L-20260717-P2-14,P2,2026-07-17,18:43,51.6,5558,483.2,periodico
L-20260717-P2-15,P2,2026-07-17,19:43,47.6,5780,452.1,archivo_blanco
L-20260717-P2-16,P2,2026-07-17,20:42,46.2,5723,460.5,archivo_blanco
