lote,pulper,fecha,inicio,duracion_min,kg_cargados,kwh,material
L-20260716-P1-01,P1,2026-07-16,06:00,46.8,5990,472.0,archivo_blanco
L-20260716-P1-02,P1,2026-07-16,06:56,51.7,5894,503.8,periodico
L-20260716-P1-03,P1,2026-07-16,08:00,53.3,5933,502.9,periodico
L-20260716-P1-04,P1,2026-07-16,09:02,48.0,5902,493.0,recorte_mixto
L-20260716-P1-05,P1,2026-07-16,10:02,52.3,5736,486.1,periodico
L-20260716-P1-06,P1,2026-07-16,11:06,45.9,5621,446.1,archivo_blanco
L-20260716-P1-07,P1,2026-07-16,12:03,43.7,5720,441.3,archivo_blanco
L-20260716-P1-08,P1,2026-07-16,12:58,52.4,5711,471.7,recorte_mixto
L-20260716-P1-09,P1,2026-07-16,13:59,47.8,5554,454.3,recorte_mixto
L-20260716-P1-10,P1,2026-07-16,14:56,43.6,5508,438.2,archivo_blanco
L-20260716-P1-11,P1,2026-07-16,15:47,46.9,5805,460.2,archivo_blanco
L-20260716-P1-12,P1,2026-07-16,16:44,49.0,5650,494.1,periodico
L-20260716-P1-13,P1,2026-07-16,17:39,45.7,5552,440.2,archivo_blanco
L-20260716-P1-14,P1,2026-07-16,18:31,48.7,6037,486.1,archivo_blanco
L-20260716-P1-15,P1,2026-07-16,19:27,52.7,5787,508.1,periodico
L-20260716-P1-16,P1,2026-07-16,20:26,42.1,5782,462.6,archivo_blanco
L-20260716-P2-01,P2,2026-07-16,06:00,47.8,5745,505.9,periodico
L-20260716-P2-02,P2,2026-07-16,06:57,47.9,5882,481.9,recorte_mixto
L-20260716-P2-03,P2,2026-07-16,07:52,49.2,5957,527.1,periodico
L-20260716-P2-04,P2,2026-07-16,08:50,46.9,5956,496.0,recorte_mixto
L-20260716-P2-05,P2,2026-07-16,09:46,51.0,6038,535.2,periodico
L-20260716-P2-06,P2,2026-07-16,10:48,49.4,5697,443.5,archivo_blanco
L-20260716-P2-07,P2,2026-07-16,11:46,51.6,5883,481.8,recorte_mixto
L-20260716-P2-08,P2,2026-07-16,12:45,49.5,5972,490.6,recorte_mixto
L-20260716-P2-09,P2,2026-07-16,13:42,44.9,5953,516.2,recorte_mixto
L-20260716-P2-10,P2,2026-07-16,14:36,48.5,5688,473.1,recorte_mixto
L-20260716-P2-11,P2,2026-07-16,15:31,51.7,5956,529.9,periodico
L-20260716-P2-12,P2,2026-07-16,16:33,49.1,5942,514.8,periodico
L-20260716-P2-13,P2,2026-07-16,17:28,51.2,5850,511.5,periodico
L-20260716-P2-14,P2,2026-07-16,18:28,49.2,5862,504.7,periodico
L-20260716-P2-15,P2,2026-07-16,19:29,45.6,5613,424.4,archivo_blanco
L-20260716-P2-16,P2,2026-07-16,20:27,48.4,5714,473.0,recorte_mixto
