lote,pulper,fecha,inicio,duracion_min,kg_cargados,kwh,material
L-20260712-P1-01,P1,2026-07-12,06:00,52.5,5990,506.4,periodico
L-20260712-P1-02,P1,2026-07-12,07:00,47.5,5828,451.2,archivo_blanco
L-20260712-P1-03,P1,2026-07-12,07:55,46.2,5420,430.0,archivo_blanco
L-20260712-P1-04,P1,2026-07-12,08:47,44.7,5895,457.6,archivo_blanco
L-20260712-P1-05,P1,2026-07-12,09:39,48.0,6404,489.9,archivo_blanco
L-20260712-P1-06,P1,2026-07-12,10:38,46.2,5642,428.7,archivo_blanco
L-20260712-P1-07,P1,2026-07-12,11:36,47.5,5796,469.3,recorte_mixto
L-20260712-P1-08,P1,2026-07-12,12:30,52.9,5894,511.7,recorte_mixto
L-20260712-P1-09,P1,2026-07-12,13:33,43.7,5862,439.4,archivo_blanco
L-20260712-P1-10,P1,2026-07-12,14:23,49.9,5692,485.3,periodico
L-20260712-P1-11,P1,2026-07-12,15:23,55.1,5818,490.3,periodico
L-20260712-P1-12,P1,2026-07-12,16:24,52.4,5532,484.3,periodico
L-20260712-P1-13,P1,2026-07-12,17:26,43.4,5954,465.9,archivo_blanco
L-20260712-P1-14,P1,2026-07-12,18:17,51.1,5788,487.6,periodico
L-20260712-P1-15,P1,2026-07-12,19:18,45.9,6009,485.0,archivo_blanco
L-20260712-P1-16,P1,2026-07-12,20:15,51.5,5880,526.8,periodico
L-20260712-P2-01,P2,2026-07-12,06:00,49.3,5903,502.2,periodico
L-20260712-P2-02,P2,2026-07-12,06:56,50.9,5713,507.8,periodico
L-20260712-P2-03,P2,2026-07-12,07:55,43.9,5976,466.6,archivo_blanco
L-20260712-P2-04,P2,2026-07-12,08:45,42.8,5869,472.5,archivo_blanco
L-20260712-P2-05,P2,2026-07-12,09:35,51.6,5683,510.4,periodico
L-20260712-P2-06,P2,2026-07-12,10:33,48.6,6080,501.2,recorte_mixto
L-20260712-P2-07,P2,2026-07-12,11:33,46.6,5718,473.8,recorte_mixto
L-20260712-P2-08,P2,2026-07-12,12:31,48.7,5815,468.9,archivo_blanco
L-20260712-P2-09,P2,2026-07-12,13:28,48.7,5673,465.2,recorte_mixto
L-20260712-P2-10,P2,2026-07-12,14:27,45.2,5620,434.8,archivo_blanco
L-20260712-P2-11,P2,2026-07-12,15:20,46.1,5831,487.2,recorte_mixto
L-20260712-P2-12,P2,2026-07-12,16:15,47.4,5565,474.2,recorte_mixto
L-20260712-P2-13,P2,2026-07-12,17:11,48.4,5657,493.5,periodico
L-20260712-P2-14,P2,2026-07-12,18:09,46.3,5697,477.2,recorte_mixto
L-20260712-P2-15,P2,2026-07-12,19:04,49.8,5774,494.8,periodico
L-20260712-P2-16,P2,2026-07-12,20:03,51.7,5791,497.4,periodico
L-20260712-P2-17,P2,2026-07-12,21:01,49.0,6128,478.6,archivo_blanco
L-20260712-P2-18,P2,2026-07-12,21:59,51.5,5940,520.4,periodico
L-20260712-P2-19,P2,2026-07-12,22:59,50.5,5653,487.9,periodico
