lote,pulper,fecha,inicio,duracion_min,kg_cargados,kwh,material
L-20260618-P1-01,P1,2026-06-18,06:00,45.9,5649,445.6,recorte_mixto
L-20260618-P1-02,P1,2026-06-18,06:52,42.1,5887,441.1,archivo_blanco
L-20260618-P1-03,P1,2026-06-18,07:45,52.4,5929,501.0,periodico
L-20260618-P1-04,P1,2026-06-18,08:48,48.8,6052,511.0,periodico
L-20260618-P1-05,P1,2026-06-18,09:49,47.5,5878,480.7,periodico
L-20260618-P1-06,P1,2026-06-18,10:42,45.1,5668,460.6,periodico
L-20260618-P1-07,P1,2026-06-18,11:36,49.2,6169,532.8,periodico
L-20260618-P1-08,P1,2026-06-18,12:38,44.5,6200,465.4,archivo_blanco
L-20260618-P1-09,P1,2026-06-18,13:31,41.7,5862,454.6,archivo_blanco
L-20260618-P1-10,P1,2026-06-18,14:24,42.4,5816,438.1,archivo_blanco
L-20260618-P1-11,P1,2026-06-18,15:12,43.2,5896,470.5,recorte_mixto
L-20260618-P1-12,P1,2026-06-18,16:03,46.2,5844,487.3,periodico
L-20260618-P1-13,P1,2026-06-18,16:58,48.2,5927,518.7,periodico
L-20260618-P1-14,P1,2026-06-18,17:58,43.7,5705,419.5,archivo_blanco
L-20260618-P1-15,P1,2026-06-18,18:51,45.9,5829,492.0,periodico
L-20260618-P1-16,P1,2026-06-18,19:47,49.2,5850,487.5,periodico
L-20260618-P1-17,P1,2026-06-18,20:44,47.7,5815,499.8,periodico
L-20260618-P1-18,P1,2026-06-18,21:43,44.3,5933,488.4,recorte_mixto
L-20260618-P1-19,P1,2026-06-18,22:35,48.1,5726,455.5,recorte_mixto
L-20260618-P2-01,P2,2026-06-18,06:00,42.9,5974,448.3,archivo_blanco
L-20260618-P2-02,P2,2026-06-18,06:52,48.8,6034,510.8,periodico
L-20260618-P2-03,P2,2026-06-18,07:47,53.9,6168,518.6,periodico
L-20260618-P2-04,P2,2026-06-18,08:49,42.0,5871,439.4,archivo_blanco
L-20260618-P2-05,P2,2026-06-18,09:39,45.2,5737,467.5,recorte_mixto
L-20260618-P2-06,P2,2026-06-18,10:36,50.4,5956,492.2,periodico
L-20260618-P2-07,P2,2026-06-18,11:35,42.3,5616,414.7,archivo_blanco
L-20260618-P2-08,P2,2026-06-18,12:29,45.5,5952,474.5,recorte_mixto
L-20260618-P2-09,P2,2026-06-18,13:24,42.3,5740,430.5,archivo_blanco
L-20260618-P2-10,P2,2026-06-18,14:13,45.1,5772,467.7,recorte_mixto
L-20260618-P2-11,P2,2026-06-18,15:07,43.4,6058,462.6,archivo_blanco
L-20260618-P2-12,P2,2026-06-18,16:00,43.9,5846,466.6,recorte_mixto
L-20260618-P2-13,P2,2026-06-18,16:50,47.8,5880,464.2,recorte_mixto
L-20260618-P2-14,P2,2026-06-18,17:48,43.8,5731,434.1,archivo_blanco
L-20260618-P2-15,P2,2026-06-18,18:39,48.6,5815,487.6,recorte_mixto
L-20260618-P2-16,P2,2026-06-18,19:35,45.7,5857,450.2,archivo_blanco
L-20260618-P2-17,P2,2026-06-18,20:32,43.4,5611,434.9,archivo_blanco
L-20260618-P2-18,P2,2026-06-18,21:22,48.2,5669,459.3,recorte_mixto
