lote,pulper,fecha,inicio,duracion_min,kg_cargados,kwh,material
L-20260607-P1-01,P1,2026-06-07,06:00,42.1,5909,450.7,archivo_blanco
L-20260607-P1-02,P1,2026-06-07,06:52,44.3,5730,438.9,archivo_blanco
L-20260607-P1-03,P1,2026-06-07,07:47,42.5,5774,419.4,archivo_blanco
L-20260607-P1-04,P1,2026-06-07,08:38,41.4,5844,447.9,archivo_blanco
L-20260607-P1-05,P1,2026-06-07,09:32,47.8,5686,477.8,periodico
L-20260607-P1-06,P1,2026-06-07,10:26,39.1,5840,434.1,archivo_blanco
L-20260607-P1-07,P1,2026-06-07,11:15,45.7,5955,496.7,recorte_mixto
L-20260607-P1-08,P1,2026-06-07,12:09,42.2,5874,444.3,archivo_blanco
L-20260607-P1-09,P1,2026-06-07,12:58,47.3,5720,464.8,recorte_mixto
L-20260607-P1-10,P1,2026-06-07,13:56,45.6,5659,438.2,recorte_mixto
L-20260607-P1-11,P1,2026-06-07,14:53,43.9,5984,475.3,recorte_mixto
L-20260607-P1-12,P1,2026-06-07,15:44,44.1,6085,506.8,periodico
L-20260607-P1-13,P1,2026-06-07,16:40,44.7,5968,488.7,periodico
L-20260607-P1-14,P1,2026-06-07,17:34,45.2,5584,408.0,archivo_blanco
L-20260607-P1-15,P1,2026-06-07,18:29,44.3,5609,424.5,recorte_mixto
L-20260607-P1-16,P1,2026-06-07,19:21,41.4,6001,456.7,archivo_blanco
L-20260607-P1-17,P1,2026-06-07,20:09,46.6,5992,497.1,periodico
L-20260607-P1-18,P1,2026-06-07,21:02,41.1,5760,468.9,recorte_mixto
L-20260607-P1-19,P1,2026-06-07,21:52,44.2,5954,500.8,periodico
L-20260607-P2-01,P2,2026-06-07,06:00,48.1,6060,505.4,periodico
L-20260607-P2-02,P2,2026-06-07,06:56,49.1,5672,465.0,periodico
L-20260607-P2-03,P2,2026-06-07,07:57,46.9,5951,508.2,periodico
L-20260607-P2-04,P2,2026-06-07,08:52,47.2,5836,481.2,recorte_mixto
L-20260607-P2-05,P2,2026-06-07,09:51,42.0,6103,450.9,archivo_blanco
L-20260607-P2-06,P2,2026-06-07,10:41,41.5,5715,432.6,archivo_blanco
L-20260607-P2-07,P2,2026-06-07,11:30,47.5,5647,453.6,recorte_mixto
L-20260607-P2-08,P2,2026-06-07,12:28,46.2,5831,447.8,archivo_blanco
L-20260607-P2-09,P2,2026-06-07,13:26,44.8,5989,442.9,archivo_blanco
L-20260607-P2-10,P2,2026-06-07,14:17,50.0,5831,517.6,periodico
L-20260607-P2-11,P2,2026-06-07,15:15,44.2,6010,493.1,recorte_mixto
L-20260607-P2-12,P2,2026-06-07,16:05,40.6,6332,475.9,archivo_blanco
L-20260607-P2-13,P2,2026-06-07,16:54,42.3,5955,452.4,archivo_blanco
L-20260607-P2-14,P2,2026-06-07,17:46,46.0,5734,465.6,recorte_mixto
L-20260607-P2-15,P2,2026-06-07,18:40,44.0,5939,472.3,recorte_mixto
L-20260607-P2-16,P2,2026-06-07,19:34,46.6,5855,477.3,recorte_mixto
