lote,pulper,fecha,inicio,duracion_min,kg_cargados,kwh,material
L-20260620-P1-01,P1,2026-06-20,06:00,43.6,5844,471.0,recorte_mixto
L-20260620-P1-02,P1,2026-06-20,06:49,43.0,5860,455.0,archivo_blanco
L-20260620-P1-03,P1,2026-06-20,07:44,49.2,5729,474.2,periodico
L-20260620-P1-04,P1,2026-06-20,08:42,46.2,5833,504.8,periodico
L-20260620-P1-05,P1,2026-06-20,09:41,46.7,5635,471.1,periodico
L-20260620-P1-06,P1,2026-06-20,10:37,48.8,5653,476.9,recorte_mixto
L-20260620-P1-07,P1,2026-06-20,11:38,42.7,5551,450.5,recorte_mixto
L-20260620-P1-08,P1,2026-06-20,12:28,49.5,5623,474.7,periodico
L-20260620-P1-09,P1,2026-06-20,13:29,45.2,5983,483.4,recorte_mixto
L-20260620-P1-10,P1,2026-06-20,14:24,43.0,5682,456.7,recorte_mixto
L-20260620-P1-11,P1,2026-06-20,15:14,47.1,5755,464.2,recorte_mixto
L-20260620-P1-12,P1,2026-06-20,16:08,43.3,5931,459.4,archivo_blanco
L-20260620-P1-13,P1,2026-06-20,16:59,48.5,5948,498.7,periodico
L-20260620-P1-14,P1,2026-06-20,17:59,48.1,5614,468.4,periodico
L-20260620-P1-15,P1,2026-06-20,18:57,46.6,5816,484.3,periodico
L-20260620-P1-16,P1,2026-06-20,19:55,51.1,5630,480.7,periodico
L-20260620-P2-01,P2,2026-06-20,06:00,46.8,5957,516.1,periodico
L-20260620-P2-02,P2,2026-06-20,06:53,41.5,5821,444.2,archivo_blanco
L-20260620-P2-03,P2,2026-06-20,07:46,44.9,5608,434.3,archivo_blanco
L-20260620-P2-04,P2,2026-06-20,08:38,45.0,5708,429.1,archivo_blanco
L-20260620-P2-05,P2,2026-06-20,09:35,46.0,5758,469.3,recorte_mixto
L-20260620-P2-06,P2,2026-06-20,10:28,45.6,5896,484.5,recorte_mixto
L-20260620-P2-07,P2,2026-06-20,11:24,49.4,5688,475.7,periodico
L-20260620-P2-08,P2,2026-06-20,12:22,44.3,5674,467.0,periodico
L-20260620-P2-09,P2,2026-06-20,13:18,48.1,6050,475.1,recorte_mixto
L-20260620-P2-10,P2,2026-06-20,14:17,44.2,6173,495.2,recorte_mixto
L-20260620-P2-11,P2,2026-06-20,15:12,47.4,6021,470.9,recorte_mixto
L-20260620-P2-12,P2,2026-06-20,16:10,42.5,5793,450.7,archivo_blanco
L-20260620-P2-13,P2,2026-06-20,17:02,49.9,5828,496.7,periodico
L-20260620-P2-14,P2,2026-06-20,18:04,48.7,5780,482.1,periodico
L-20260620-P2-15,P2,2026-06-20,19:03,46.2,6220,493.9,recorte_mixto
L-20260620-P2-16,P2,2026-06-20,20:00,48.9,6046,508.8,periodico
L-20260620-P2-17,P2,2026-06-20,20:58,43.0,5732,447.1,archivo_blanco
L-20260620-P2-18,P2,2026-06-20,21:49,46.6,5859,492.3,periodico
L-20260620-P2-19,P2,2026-06-20,22:42,46.5,5628,481.7,periodico
L-20260620-P2-20,P2,2026-06-20,23:39,48.5,5593,454.5,periodico
