lote,pulper,fecha,inicio,duracion_min,kg_cargados,kwh,material
L-20260605-P1-01,P1,2026-06-05,06:00,39.2,5844,461.5,archivo_blanco
L-20260605-P1-02,P1,2026-06-05,06:49,42.8,5504,392.8,archivo_blanco
L-20260605-P1-03,P1,2026-06-05,07:40,45.9,5841,495.1,periodico
L-20260605-P1-04,P1,2026-06-05,08:32,40.1,5766,431.1,archivo_blanco
L-20260605-P1-05,P1,2026-06-05,09:21,43.8,5824,487.1,periodico
L-20260605-P1-06,P1,2026-06-05,10:11,46.2,6359,531.7,periodico
L-20260605-P1-07,P1,2026-06-05,11:09,37.0,5703,433.6,archivo_blanco
L-20260605-P1-08,P1,2026-06-05,11:56,44.7,5784,473.0,recorte_mixto
L-20260605-P1-09,P1,2026-06-05,12:47,41.1,5716,465.1,recorte_mixto
L-20260605-P1-10,P1,2026-06-05,13:39,49.6,5814,481.3,periodico
L-20260605-P1-11,P1,2026-06-05,14:35,46.1,5937,458.0,recorte_mixto
L-20260605-P1-12,P1,2026-06-05,15:33,41.6,5820,435.3,archivo_blanco
L-20260605-P1-13,P1,2026-06-05,16:26,45.4,5659,431.2,archivo_blanco
L-20260605-P1-14,P1,2026-06-05,17:22,42.7,6193,490.9,recorte_mixto
L-20260605-P1-15,P1,2026-06-05,18:11,39.7,5686,422.8,archivo_blanco
L-20260605-P1-16,P1,2026-06-05,18:56,49.8,5802,492.4,periodico
L-20260605-P1-17,P1,2026-06-05,19:58,45.7,5967,481.7,periodico
L-20260605-P2-01,P2,2026-06-05,06:00,43.9,5747,465.5,periodico
L-20260605-P2-02,P2,2026-06-05,06:50,47.6,5719,462.1,recorte_mixto
L-20260605-P2-03,P2,2026-06-05,07:49,43.5,5832,448.6,archivo_blanco
L-20260605-P2-04,P2,2026-06-05,08:41,44.2,5586,421.8,archivo_blanco
L-20260605-P2-05,P2,2026-06-05,09:33,38.4,5849,438.9,archivo_blanco
L-20260605-P2-06,P2,2026-06-05,10:19,45.9,5759,469.9,recorte_mixto
L-20260605-P2-07,P2,2026-06-05,11:13,51.3,5722,476.6,periodico
L-20260605-P2-08,P2,2026-06-05,12:10,44.4,5874,465.9,recorte_mixto
L-20260605-P2-09,P2,2026-06-05,13:02,46.0,5680,485.6,periodico
L-20260605-P2-10,P2,2026-06-05,13:54,47.1,5870,498.9,periodico
L-20260605-P2-11,P2,2026-06-05,14:51,42.6,5779,460.6,recorte_mixto
L-20260605-P2-12,P2,2026-06-05,15:42,53.3,5872,478.3,periodico
L-20260605-P2-13,P2,2026-06-05,16:43,45.1,5468,439.5,recorte_mixto
L-20260605-P2-14,P2,2026-06-05,17:38,49.1,6115,519.5,periodico
L-20260605-P2-15,P2,2026-06-05,18:39,47.8,5847,461.8,recorte_mixto
L-20260605-P2-16,P2,2026-06-05,19:39,44.1,5847,480.7,recorte_mixto
L-20260605-P2-17,P2,2026-06-05,20:33,40.8,5642,438.5,archivo_blanco
L-20260605-P2-18,P2,2026-06-05,21:26,47.0,5718,452.4,recorte_mixto
L-20260605-P2-19,P2,2026-06-05,22:24,44.1,5553,447.7,recorte_mixto
L-20260605-P2-20,P2,2026-06-05,23:14,48.9,5884,489.9,periodico
