lote,pulper,fecha,inicio,duracion_min,kg_cargados,kwh,material
L-20260613-P1-01,P1,2026-06-13,06:00,43.2,5372,439.4,recorte_mixto
L-20260613-P1-02,P1,2026-06-13,06:49,43.3,5799,430.0,archivo_blanco
L-20260613-P1-03,P1,2026-06-13,07:39,42.2,5663,416.7,archivo_blanco
L-20260613-P1-04,P1,2026-06-13,08:28,46.8,5685,473.4,periodico
L-20260613-P1-05,P1,2026-06-13,09:22,44.7,5713,467.1,periodico
L-20260613-P1-06,P1,2026-06-13,10:14,44.0,5770,434.9,archivo_blanco
L-20260613-P1-07,P1,2026-06-13,11:10,44.9,5736,481.2,periodico
L-20260613-P1-08,P1,2026-06-13,12:01,47.0,5613,454.6,recorte_mixto
L-20260613-P1-09,P1,2026-06-13,12:59,41.9,5590,458.8,recorte_mixto
L-20260613-P1-10,P1,2026-06-13,13:50,43.5,5719,458.9,recorte_mixto
L-20260613-P1-11,P1,2026-06-13,14:44,46.0,5850,452.1,recorte_mixto
L-20260613-P1-12,P1,2026-06-13,15:41,44.3,5702,486.5,periodico
L-20260613-P1-13,P1,2026-06-13,16:33,45.7,5639,463.7,recorte_mixto
L-20260613-P1-14,P1,2026-06-13,17:27,42.7,5763,445.2,recorte_mixto
L-20260613-P1-15,P1,2026-06-13,18:21,44.1,5778,435.7,archivo_blanco
L-20260613-P1-16,P1,2026-06-13,19:11,43.6,5630,421.0,archivo_blanco
L-20260613-P2-01,P2,2026-06-13,06:00,51.5,5735,476.9,periodico
L-20260613-P2-02,P2,2026-06-13,07:02,41.5,5866,463.2,archivo_blanco
L-20260613-P2-03,P2,2026-06-13,07:55,49.1,5820,509.7,periodico
L-20260613-P2-04,P2,2026-06-13,08:50,42.2,5833,455.1,archivo_blanco
L-20260613-P2-05,P2,2026-06-13,09:41,43.8,5639,422.7,archivo_blanco
L-20260613-P2-06,P2,2026-06-13,10:33,42.5,6020,470.5,archivo_blanco
L-20260613-P2-07,P2,2026-06-13,11:24,47.2,5974,497.6,periodico
L-20260613-P2-08,P2,2026-06-13,12:18,49.8,5820,485.6,periodico
L-20260613-P2-09,P2,2026-06-13,13:16,41.9,5800,443.7,archivo_blanco
L-20260613-P2-10,P2,2026-06-13,14:08,45.2,5847,474.4,recorte_mixto
L-20260613-P2-11,P2,2026-06-13,15:03,47.9,5602,440.3,recorte_mixto
L-20260613-P2-12,P2,2026-06-13,15:58,44.9,5696,431.9,archivo_blanco
L-20260613-P2-13,P2,2026-06-13,16:52,43.6,5711,462.4,recorte_mixto
L-20260613-P2-14,P2,2026-06-13,17:42,44.9,5649,449.7,archivo_blanco
L-20260613-P2-15,P2,2026-06-13,18:38,47.5,5831,475.1,recorte_mixto
L-20260613-P2-16,P2,2026-06-13,19:36,47.9,6065,480.3,recorte_mixto
L-20260613-P2-17,P2,2026-06-13,20:35,43.9,5722,444.0,recorte_mixto
L-20260613-P2-18,P2,2026-06-13,21:28,44.9,5934,491.3,recorte_mixto
L-20260613-P2-19,P2,2026-06-13,22:22,43.7,5736,454.7,archivo_blanco
