lote,pulper,fecha,inicio,duracion_min,kg_cargados,kwh,material
L-20260801-P1-01,P1,2026-08-01,06:00,33.5,5621,381.8,archivo_blanco
L-20260801-P1-02,P1,2026-08-01,06:43,32.6,6210,437.8,recorte_mixto
L-20260801-P1-03,P1,2026-08-01,07:26,36.2,5912,437.8,periodico
L-20260801-P1-04,P1,2026-08-01,08:09,34.7,5690,423.6,recorte_mixto
L-20260801-P1-05,P1,2026-08-01,08:52,34.8,5535,432.6,periodico
L-20260801-P1-06,P1,2026-08-01,09:35,31.0,5752,388.4,archivo_blanco
L-20260801-P1-07,P1,2026-08-01,10:14,36.6,5889,443.3,periodico
L-20260801-P1-08,P1,2026-08-01,11:03,33.1,5821,402.3,archivo_blanco
L-20260801-P1-09,P1,2026-08-01,11:46,33.9,5749,423.7,periodico
L-20260801-P1-10,P1,2026-08-01,12:26,32.4,5847,405.6,archivo_blanco
L-20260801-P1-11,P1,2026-08-01,13:06,37.2,5703,429.7,periodico
L-20260801-P1-12,P1,2026-08-01,13:56,35.3,5798,434.7,periodico
L-20260801-P1-13,P1,2026-08-01,14:38,35.8,5777,441.4,periodico
L-20260801-P1-14,P1,2026-08-01,15:24,36.8,5858,444.0,periodico
L-20260801-P1-15,P1,2026-08-01,16:11,32.0,5864,399.2,archivo_blanco
L-20260801-P1-16,P1,2026-08-01,16:51,33.1,6236,417.6,archivo_blanco
L-20260801-P1-17,P1,2026-08-01,17:33,34.8,6374,464.3,recorte_mixto
L-20260801-P1-18,P1,2026-08-01,18:18,33.3,5964,406.3,archivo_blanco
L-20260801-P1-19,P1,2026-08-01,18:58,35.3,6169,431.3,recorte_mixto
L-20260801-P2-01,P2,2026-08-01,06:00,48.0,5753,489.3,recorte_mixto
L-20260801-P2-02,P2,2026-08-01,07:00,45.6,5719,474.6,recorte_mixto
L-20260801-P2-03,P2,2026-08-01,07:56,49.6,6040,507.3,recorte_mixto
L-20260801-P2-04,P2,2026-08-01,08:53,47.5,5733,462.7,archivo_blanco
L-20260801-P2-05,P2,2026-08-01,09:48,47.9,5414,432.3,archivo_blanco
L-20260801-P2-06,P2,2026-08-01,10:44,46.7,5718,446.6,archivo_blanco
L-20260801-P2-07,P2,2026-08-01,11:40,48.7,6453,536.0,archivo_blanco
L-20260801-P2-08,P2,2026-08-01,12:35,45.1,5639,441.2,archivo_blanco
L-20260801-P2-09,P2,2026-08-01,13:32,44.6,5949,464.5,archivo_blanco
L-20260801-P2-10,P2,2026-08-01,14:22,49.0,5803,494.1,recorte_mixto
L-20260801-P2-11,P2,2026-08-01,15:18,48.4,5837,463.0,archivo_blanco
L-20260801-P2-12,P2,2026-08-01,16:17,51.4,5754,518.8,periodico
L-20260801-P2-13,P2,2026-08-01,17:18,53.1,6077,509.1,recorte_mixto
L-20260801-P2-14,P2,2026-08-01,18:17,46.4,5459,443.7,archivo_blanco
L-20260801-P2-15,P2,2026-08-01,19:13,45.4,5925,470.5,archivo_blanco
L-20260801-P2-16,P2,2026-08-01,20:04,46.3,5379,452.4,recorte_mixto
L-20260801-P2-17,P2,2026-08-01,21:00,49.4,5552,473.6,recorte_mixto
