lote,pulper,fecha,inicio,duracion_min,kg_cargados,kwh,material
L-20260709-P1-01,P1,2026-07-09,06:00,47.4,5784,491.2,recorte_mixto
L-20260709-P1-02,P1,2026-07-09,06:53,47.8,5764,513.4,periodico
L-20260709-P1-03,P1,2026-07-09,07:52,52.4,5584,473.6,periodico
L-20260709-P1-04,P1,2026-07-09,08:55,44.6,6003,469.3,archivo_blanco
L-20260709-P1-05,P1,2026-07-09,09:51,45.9,5859,472.6,archivo_blanco
L-20260709-P1-06,P1,2026-07-09,10:43,47.5,5801,471.8,recorte_mixto
L-20260709-P1-07,P1,2026-07-09,11:42,43.5,5738,441.5,archivo_blanco
L-20260709-P1-08,P1,2026-07-09,12:34,45.7,5629,433.5,archivo_blanco
L-20260709-P1-09,P1,2026-07-09,13:30,44.8,5694,441.6,archivo_blanco
L-20260709-P1-10,P1,2026-07-09,14:27,50.8,5798,492.5,periodico
L-20260709-P1-11,P1,2026-07-09,15:28,49.5,5806,507.4,periodico
L-20260709-P1-12,P1,2026-07-09,16:27,44.7,5594,423.1,archivo_blanco
L-20260709-P1-13,P1,2026-07-09,17:22,48.0,5885,486.9,recorte_mixto
L-20260709-P1-14,P1,2026-07-09,18:18,47.3,6045,497.1,recorte_mixto
L-20260709-P1-15,P1,2026-07-09,19:12,50.6,5821,509.9,periodico
L-20260709-P1-16,P1,2026-07-09,20:14,51.9,5469,481.8,periodico
L-20260709-P1-17,P1,2026-07-09,21:14,47.4,5985,493.0,recorte_mixto
L-20260709-P1-18,P1,2026-07-09,22:11,50.2,5878,506.0,periodico
L-20260709-P1-19,P1,2026-07-09,23:12,48.8,5705,481.0,recorte_mixto
L-20260709-P1-20,P1,2026-07-09,00:12,45.6,6188,486.4,recorte_mixto
L-20260709-P2-01,P2,2026-07-09,06:00,49.3,5914,492.3,periodico
L-20260709-P2-02,P2,2026-07-09,06:55,47.1,5704,461.6,recorte_mixto
L-20260709-P2-03,P2,2026-07-09,07:52,49.3,5635,463.0,recorte_mixto
L-20260709-P2-04,P2,2026-07-09,08:52,49.6,5814,517.4,periodico
L-20260709-P2-05,P2,2026-07-09,09:51,51.4,5555,478.5,periodico
L-20260709-P2-06,P2,2026-07-09,10:53,46.1,6012,450.2,archivo_blanco
L-20260709-P2-07,P2,2026-07-09,11:47,46.1,5782,469.8,recorte_mixto
L-20260709-P2-08,P2,2026-07-09,12:41,46.7,5637,441.4,archivo_blanco
L-20260709-P2-09,P2,2026-07-09,13:37,50.2,5961,525.0,periodico
L-20260709-P2-10,P2,2026-07-09,14:38,44.7,6143,481.3,archivo_blanco
L-20260709-P2-11,P2,2026-07-09,15:35,45.6,5872,455.7,archivo_blanco
L-20260709-P2-12,P2,2026-07-09,16:31,45.1,5642,441.5,archivo_blanco
L-20260709-P2-13,P2,2026-07-09,17:26,51.4,6410,548.7,periodico
L-20260709-P2-14,P2,2026-07-09,18:23,47.5,5982,462.2,archivo_blanco
L-20260709-P2-15,P2,2026-07-09,19:23,45.6,5498,429.9,archivo_blanco
L-20260709-P2-16,P2,2026-07-09,20:16,50.9,5798,487.2,periodico
L-20260709-P2-17,P2,2026-07-09,21:18,43.9,5947,478.7,archivo_blanco
L-20260709-P2-18,P2,2026-07-09,22:13,45.9,5657,424.6,archivo_blanco
