lote,pulper,fecha,inicio,duracion_min,kg_cargados,kwh,material
L-20260727-P1-01,P1,2026-07-27,06:00,53.0,5835,502.5,periodico
L-20260727-P1-02,P1,2026-07-27,06:59,52.3,5943,525.3,periodico
L-20260727-P1-03,P1,2026-07-27,07:57,52.6,6386,559.1,periodico
L-20260727-P1-04,P1,2026-07-27,08:57,52.9,5956,515.1,periodico
L-20260727-P1-05,P1,2026-07-27,10:01,51.4,5636,486.5,periodico
L-20260727-P1-06,P1,2026-07-27,11:05,52.5,5710,500.8,periodico
L-20260727-P1-07,P1,2026-07-27,12:05,54.0,5660,509.0,periodico
L-20260727-P1-08,P1,2026-07-27,13:07,51.1,5827,503.5,recorte_mixto
L-20260727-P1-09,P1,2026-07-27,14:07,54.0,5774,496.7,recorte_mixto
L-20260727-P1-10,P1,2026-07-27,15:10,51.3,5970,508.7,recorte_mixto
L-20260727-P1-11,P1,2026-07-27,16:14,45.7,5766,469.0,archivo_blanco
L-20260727-P1-12,P1,2026-07-27,17:07,49.2,5715,482.8,recorte_mixto
L-20260727-P1-13,P1,2026-07-27,18:08,50.6,6030,515.7,recorte_mixto
L-20260727-P1-14,P1,2026-07-27,19:06,51.5,5578,479.8,periodico
L-20260727-P1-15,P1,2026-07-27,20:09,51.3,5870,491.9,recorte_mixto
L-20260727-P1-16,P1,2026-07-27,21:07,51.3,5585,482.3,periodico
L-20260727-P1-17,P1,2026-07-27,22:05,51.1,5804,513.2,periodico
L-20260727-P1-18,P1,2026-07-27,23:06,48.6,5853,475.0,archivo_blanco
L-20260727-P1-19,P1,2026-07-27,00:04,43.2,5777,455.6,archivo_blanco
L-20260727-P2-01,P2,2026-07-27,06:00,47.7,5352,439.1,recorte_mixto
L-20260727-P2-02,P2,2026-07-27,06:57,48.5,6003,523.0,periodico
L-20260727-P2-03,P2,2026-07-27,07:57,51.7,6029,507.9,periodico
L-20260727-P2-04,P2,2026-07-27,08:56,48.0,5876,459.1,archivo_blanco
L-20260727-P2-05,P2,2026-07-27,09:52,51.7,5769,467.5,recorte_mixto
L-20260727-P2-06,P2,2026-07-27,10:50,45.4,5826,461.5,archivo_blanco
L-20260727-P2-07,P2,2026-07-27,11:47,48.7,5751,456.5,archivo_blanco
L-20260727-P2-08,P2,2026-07-27,12:41,48.4,5960,470.2,archivo_blanco
L-20260727-P2-09,P2,2026-07-27,13:42,47.6,5676,507.0,periodico
L-20260727-P2-10,P2,2026-07-27,14:39,46.1,5681,486.3,recorte_mixto
L-20260727-P2-11,P2,2026-07-27,15:34,50.5,5798,518.7,periodico
L-20260727-P2-12,P2,2026-07-27,16:37,48.4,5869,461.7,archivo_blanco
L-20260727-P2-13,P2,2026-07-27,17:37,55.4,5631,491.4,periodico
L-20260727-P2-14,P2,2026-07-27,18:39,48.1,5584,467.2,periodico
L-20260727-P2-15,P2,2026-07-27,19:35,45.9,5876,474.5,archivo_blanco
L-20260727-P2-16,P2,2026-07-27,20:30,53.0,5935,514.2,recorte_mixto
L-20260727-P2-17,P2,2026-07-27,21:32,48.4,5766,471.6,archivo_blanco
L-20260727-P2-18,P2,2026-07-27,22:27,49.3,5865,488.1,recorte_mixto
L-20260727-P2-19,P2,2026-07-27,23:26,50.0,5839,470.6,archivo_blanco
L-20260727-P2-20,P2,2026-07-27,00:24,47.2,5746,455.1,archivo_blanco
