lote,pulper,fecha,inicio,duracion_min,kg_cargados,kwh,material
L-20260523-P1-01,P1,2026-05-23,06:00,43.7,5971,491.1,periodico
L-20260523-P1-02,P1,2026-05-23,06:51,42.9,5561,413.3,archivo_blanco
L-20260523-P1-03,P1,2026-05-23,07:43,46.0,5702,458.2,periodico
L-20260523-P1-04,P1,2026-05-23,08:40,45.7,5799,457.5,periodico
L-20260523-P1-05,P1,2026-05-23,09:34,42.2,5703,451.5,recorte_mixto
L-20260523-P1-06,P1,2026-05-23,10:27,43.8,5840,457.2,recorte_mixto
L-20260523-P1-07,P1,2026-05-23,11:23,45.5,5737,486.3,periodico
L-20260523-P1-08,P1,2026-05-23,12:16,42.7,5479,429.3,recorte_mixto
L-20260523-P1-09,P1,2026-05-23,13:11,46.2,5682,463.9,periodico
L-20260523-P1-10,P1,2026-05-23,14:08,45.8,5643,463.2,periodico
L-20260523-P1-11,P1,2026-05-23,15:06,39.9,5933,437.8,archivo_blanco
L-20260523-P1-12,P1,2026-05-23,15:56,42.0,6054,464.2,recorte_mixto
L-20260523-P1-13,P1,2026-05-23,16:46,38.3,5892,443.3,archivo_blanco
L-20260523-P1-14,P1,2026-05-23,17:32,46.7,5809,469.4,periodico
L-20260523-P1-15,P1,2026-05-23,18:28,41.0,5631,437.1,recorte_mixto
L-20260523-P1-16,P1,2026-05-23,19:17,41.6,6081,439.5,archivo_blanco
L-20260523-P2-01,P2,2026-05-23,06:00,38.6,5931,439.3,archivo_blanco
L-20260523-P2-02,P2,2026-05-23,06:45,47.1,5715,477.0,periodico
L-20260523-P2-03,P2,2026-05-23,07:41,44.1,6038,498.6,periodico
L-20260523-P2-04,P2,2026-05-23,08:34,43.6,5936,446.0,archivo_blanco
L-20260523-P2-05,P2,2026-05-23,09:24,43.6,5793,464.8,recorte_mixto
L-20260523-P2-06,P2,2026-05-23,10:20,42.7,5696,430.0,archivo_blanco
L-20260523-P2-07,P2,2026-05-23,11:13,41.0,5954,451.2,archivo_blanco
L-20260523-P2-08,P2,2026-05-23,12:01,46.1,5983,468.4,recorte_mixto
L-20260523-P2-09,P2,2026-05-23,12:59,43.1,5281,423.1,recorte_mixto
L-20260523-P2-10,P2,2026-05-23,13:50,40.2,6185,457.0,archivo_blanco
L-20260523-P2-11,P2,2026-05-23,14:40,41.6,5635,453.5,recorte_mixto
L-20260523-P2-12,P2,2026-05-23,15:32,45.2,5750,472.7,periodico
L-20260523-P2-13,P2,2026-05-23,16:23,43.9,5801,452.2,recorte_mixto
L-20260523-P2-14,P2,2026-05-23,17:17,47.0,5507,461.3,periodico
L-20260523-P2-15,P2,2026-05-23,18:13,39.5,5861,437.1,archivo_blanco
L-20260523-P2-16,P2,2026-05-23,18:59,39.3,5873,435.2,archivo_blanco
L-20260523-P2-17,P2,2026-05-23,19:48,49.2,5638,470.2,periodico
L-20260523-P2-18,P2,2026-05-23,20:45,44.5,5770,439.5,recorte_mixto
L-20260523-P2-19,P2,2026-05-23,21:41,43.1,5558,414.6,archivo_blanco
L-20260523-P2-20,P2,2026-05-23,22:34,44.7,5557,437.7,recorte_mixto
