lote,pulper,fecha,inicio,duracion_min,kg_cargados,kwh,material
L-20260525-P1-01,P1,2026-05-25,06:00,41.6,6058,487.0,recorte_mixto
L-20260525-P1-02,P1,2026-05-25,06:52,40.0,5628,424.9,archivo_blanco
L-20260525-P1-03,P1,2026-05-25,07:43,44.2,5728,448.8,recorte_mixto
L-20260525-P1-04,P1,2026-05-25,08:36,41.2,5586,418.6,archivo_blanco
L-20260525-P1-05,P1,2026-05-25,09:25,40.0,5540,421.1,archivo_blanco
L-20260525-P1-06,P1,2026-05-25,10:14,40.1,5903,426.5,archivo_blanco
L-20260525-P1-07,P1,2026-05-25,11:05,38.4,5492,405.2,archivo_blanco
L-20260525-P1-08,P1,2026-05-25,11:51,41.1,5812,432.5,archivo_blanco
L-20260525-P1-09,P1,2026-05-25,12:40,44.3,5515,444.8,periodico
L-20260525-P1-10,P1,2026-05-25,13:36,43.1,6014,466.2,recorte_mixto
L-20260525-P1-11,P1,2026-05-25,14:27,43.6,5477,436.3,recorte_mixto
L-20260525-P1-12,P1,2026-05-25,15:19,40.3,5697,427.7,archivo_blanco
L-20260525-P1-13,P1,2026-05-25,16:08,41.1,5832,436.0,archivo_blanco
L-20260525-P1-14,P1,2026-05-25,17:00,45.8,6000,461.7,recorte_mixto
L-20260525-P1-15,P1,2026-05-25,17:53,39.7,5790,426.0,archivo_blanco
L-20260525-P1-16,P1,2026-05-25,18:44,43.9,5689,434.9,recorte_mixto
L-20260525-P2-01,P2,2026-05-25,06:00,46.3,5984,484.2,periodico
L-20260525-P2-02,P2,2026-05-25,06:52,44.6,6062,507.0,periodico
L-20260525-P2-03,P2,2026-05-25,07:42,46.2,5980,492.2,recorte_mixto
L-20260525-P2-04,P2,2026-05-25,08:40,44.6,5548,453.4,recorte_mixto
L-20260525-P2-05,P2,2026-05-25,09:34,45.5,5988,497.6,recorte_mixto
L-20260525-P2-06,P2,2026-05-25,10:28,44.5,5694,475.1,periodico
L-20260525-P2-07,P2,2026-05-25,11:20,44.1,5611,436.0,recorte_mixto
L-20260525-P2-08,P2,2026-05-25,12:13,47.5,5906,468.9,periodico
L-20260525-P2-09,P2,2026-05-25,13:11,44.0,5696,436.3,recorte_mixto
L-20260525-P2-10,P2,2026-05-25,14:06,46.7,5892,485.6,periodico
L-20260525-P2-11,P2,2026-05-25,15:01,48.8,5738,481.6,periodico
L-20260525-P2-12,P2,2026-05-25,15:57,45.3,5972,475.5,periodico
L-20260525-P2-13,P2,2026-05-25,16:52,43.2,5618,446.4,recorte_mixto
L-20260525-P2-14,P2,2026-05-25,17:41,43.2,5864,474.8,periodico
L-20260525-P2-15,P2,2026-05-25,18:34,38.3,5658,438.0,archivo_blanco
L-20260525-P2-16,P2,2026-05-25,19:20,46.7,5802,488.2,periodico
L-20260525-P2-17,P2,2026-05-25,20:17,40.0,5871,445.9,archivo_blanco
L-20260525-P2-18,P2,2026-05-25,21:05,43.0,5841,506.2,periodico
L-20260525-P2-19,P2,2026-05-25,21:58,45.5,5604,453.8,recorte_mixto
L-20260525-P2-20,P2,2026-05-25,22:55,41.1,5864,451.9,archivo_blanco
