lote,pulper,fecha,inicio,duracion_min,kg_cargados,kwh,material
L-20260714-P1-01,P1,2026-07-14,06:00,43.8,5513,428.6,archivo_blanco
L-20260714-P1-02,P1,2026-07-14,06:50,43.2,5611,445.2,archivo_blanco
L-20260714-P1-03,P1,2026-07-14,07:43,49.0,5777,486.7,recorte_mixto
L-20260714-P1-04,P1,2026-07-14,08:39,43.3,6190,506.1,recorte_mixto
L-20260714-P1-05,P1,2026-07-14,09:32,49.3,5805,506.0,periodico
L-20260714-P1-06,P1,2026-07-14,10:32,51.6,5422,430.6,archivo_blanco
L-20260714-P1-07,P1,2026-07-14,11:31,49.4,5809,501.3,periodico
L-20260714-P1-08,P1,2026-07-14,12:29,46.9,5445,416.5,archivo_blanco
L-20260714-P1-09,P1,2026-07-14,13:24,45.7,5931,467.9,archivo_blanco
L-20260714-P1-10,P1,2026-07-14,14:22,46.7,5678,455.1,archivo_blanco
L-20260714-P1-11,P1,2026-07-14,15:18,46.0,5688,491.2,recorte_mixto
L-20260714-P1-12,P1,2026-07-14,16:13,50.0,5473,476.0,periodico
L-20260714-P1-13,P1,2026-07-14,17:12,47.9,5769,472.9,recorte_mixto
L-20260714-P1-14,P1,2026-07-14,18:09,50.7,5786,510.4,periodico
L-20260714-P1-15,P1,2026-07-14,19:06,51.9,6076,534.7,periodico
L-20260714-P1-16,P1,2026-07-14,20:05,44.2,5643,429.1,archivo_blanco
L-20260714-P2-01,P2,2026-07-14,06:00,47.3,5716,433.1,archivo_blanco
L-20260714-P2-02,P2,2026-07-14,06:57,47.0,5623,483.0,recorte_mixto
L-20260714-P2-03,P2,2026-07-14,07:54,47.5,6071,484.1,recorte_mixto
L-20260714-P2-04,P2,2026-07-14,08:47,51.1,5899,513.2,periodico
L-20260714-P2-05,P2,2026-07-14,09:49,45.5,5635,440.7,archivo_blanco
L-20260714-P2-06,P2,2026-07-14,10:46,48.5,5967,536.4,periodico
L-20260714-P2-07,P2,2026-07-14,11:41,52.9,5875,512.7,periodico
L-20260714-P2-08,P2,2026-07-14,12:41,43.2,5784,447.2,archivo_blanco
L-20260714-P2-09,P2,2026-07-14,13:36,47.9,5667,461.1,archivo_blanco
L-20260714-P2-10,P2,2026-07-14,14:29,47.2,5633,500.4,periodico
L-20260714-P2-11,P2,2026-07-14,15:28,50.6,5592,472.9,recorte_mixto
L-20260714-P2-12,P2,2026-07-14,16:26,53.7,5978,536.2,periodico
L-20260714-P2-13,P2,2026-07-14,17:29,44.8,5767,456.1,archivo_blanco
L-20260714-P2-14,P2,2026-07-14,18:22,51.5,5631,491.9,periodico
L-20260714-P2-15,P2,2026-07-14,19:20,42.3,5870,463.3,archivo_blanco
L-20260714-P2-16,P2,2026-07-14,20:13,48.0,5682,485.6,recorte_mixto
L-20260714-P2-17,P2,2026-07-14,21:12,46.5,5820,459.4,archivo_blanco
L-20260714-P2-18,P2,2026-07-14,22:06,49.3,5829,533.5,periodico
L-20260714-P2-19,P2,2026-07-14,23:04,48.7,5680,461.7,recorte_mixto
