lote,pulper,fecha,inicio,duracion_min,kg_cargados,kwh,material
L-20260711-P1-01,P1,2026-07-11,06:00,54.2,5978,497.0,periodico
L-20260711-P1-02,P1,2026-07-11,07:02,49.4,5809,472.3,recorte_mixto
L-20260711-P1-03,P1,2026-07-11,08:03,48.4,5530,456.3,recorte_mixto
L-20260711-P1-04,P1,2026-07-11,09:03,44.2,5990,457.4,archivo_blanco
L-20260711-P1-05,P1,2026-07-11,09:59,45.4,5490,454.9,recorte_mixto
L-20260711-P1-06,P1,2026-07-11,10:56,50.2,6029,538.9,periodico
L-20260711-P1-07,P1,2026-07-11,11:58,51.1,6052,536.8,periodico
L-20260711-P1-08,P1,2026-07-11,12:57,48.9,5601,470.7,periodico
L-20260711-P1-09,P1,2026-07-11,13:56,45.3,6133,475.9,archivo_blanco
L-20260711-P1-10,P1,2026-07-11,14:51,50.2,5853,509.4,periodico
L-20260711-P1-11,P1,2026-07-11,15:48,50.4,5862,506.0,periodico
L-20260711-P1-12,P1,2026-07-11,16:44,49.2,5791,507.5,periodico
L-20260711-P1-13,P1,2026-07-11,17:42,46.8,5652,470.5,recorte_mixto
L-20260711-P1-14,P1,2026-07-11,18:36,49.7,5833,479.2,recorte_mixto
L-20260711-P1-15,P1,2026-07-11,19:35,44.2,5967,452.6,archivo_blanco
L-20260711-P1-16,P1,2026-07-11,20:27,47.8,5719,490.6,recorte_mixto
L-20260711-P1-17,P1,2026-07-11,21:27,46.2,5901,462.0,archivo_blanco
L-20260711-P1-18,P1,2026-07-11,22:19,44.4,5642,449.8,archivo_blanco
L-20260711-P1-19,P1,2026-07-11,23:13,45.8,5985,471.5,archivo_blanco
L-20260711-P2-01,P2,2026-07-11,06:00,46.2,5504,430.1,archivo_blanco
L-20260711-P2-02,P2,2026-07-11,06:55,47.9,5683,455.6,archivo_blanco
L-20260711-P2-03,P2,2026-07-11,07:55,49.6,5804,476.7,recorte_mixto
L-20260711-P2-04,P2,2026-07-11,08:52,49.5,5618,466.4,recorte_mixto
L-20260711-P2-05,P2,2026-07-11,09:49,47.8,6079,493.9,recorte_mixto
L-20260711-P2-06,P2,2026-07-11,10:46,50.2,5710,474.0,recorte_mixto
L-20260711-P2-07,P2,2026-07-11,11:45,48.9,5818,478.4,recorte_mixto
L-20260711-P2-08,P2,2026-07-11,12:42,50.3,5694,499.3,periodico
L-20260711-P2-09,P2,2026-07-11,13:42,47.5,5984,496.7,recorte_mixto
L-20260711-P2-10,P2,2026-07-11,14:35,41.7,5771,440.3,archivo_blanco
L-20260711-P2-11,P2,2026-07-11,15:24,48.8,5842,454.9,archivo_blanco
L-20260711-P2-12,P2,2026-07-11,16:21,48.5,5801,496.8,periodico
L-20260711-P2-13,P2,2026-07-11,17:18,44.6,5799,459.8,archivo_blanco
L-20260711-P2-14,P2,2026-07-11,18:13,50.4,5906,500.7,periodico
L-20260711-P2-15,P2,2026-07-11,19:15,47.5,5630,448.8,archivo_blanco
L-20260711-P2-16,P2,2026-07-11,20:11,47.6,5428,447.6,recorte_mixto
L-20260711-P2-17,P2,2026-07-11,21:11,48.2,5678,469.3,recorte_mixto
L-20260711-P2-18,P2,2026-07-11,22:11,46.3,5783,445.8,archivo_blanco
L-20260711-P2-19,P2,2026-07-11,23:03,54.2,5807,522.9,periodico
L-20260711-P2-20,P2,2026-07-11,00:05,47.5,6090,477.0,archivo_blanco
