lote,pulper,fecha,inicio,duracion_min,kg_cargados,kwh,material
L-20260524-P1-01,P1,2026-05-24,06:00,44.6,5669,461.9,recorte_mixto
L-20260524-P1-02,P1,2026-05-24,06:56,47.4,5871,468.4,periodico
L-20260524-P1-03,P1,2026-05-24,07:52,43.6,5826,425.2,archivo_blanco
L-20260524-P1-04,P1,2026-05-24,08:44,44.5,5634,453.1,recorte_mixto
L-20260524-P1-05,P1,2026-05-24,09:37,38.9,5607,414.3,archivo_blanco
L-20260524-P1-06,P1,2026-05-24,10:28,47.5,5851,484.1,periodico
L-20260524-P1-07,P1,2026-05-24,11:25,41.2,5953,458.9,archivo_blanco
L-20260524-P1-08,P1,2026-05-24,12:12,43.4,5634,436.4,recorte_mixto
L-20260524-P1-09,P1,2026-05-24,13:03,41.9,5806,424.0,archivo_blanco
L-20260524-P1-10,P1,2026-05-24,13:57,44.1,5613,442.5,recorte_mixto
L-20260524-P1-11,P1,2026-05-24,14:48,41.8,5646,442.3,recorte_mixto
L-20260524-P1-12,P1,2026-05-24,15:36,43.4,5599,442.5,recorte_mixto
L-20260524-P1-13,P1,2026-05-24,16:29,41.7,5760,432.1,archivo_blanco
L-20260524-P1-14,P1,2026-05-24,17:17,47.2,6085,497.8,periodico
L-20260524-P1-15,P1,2026-05-24,18:12,46.9,5882,481.1,periodico
L-20260524-P1-16,P1,2026-05-24,19:07,44.7,5449,446.1,periodico
L-20260524-P1-17,P1,2026-05-24,20:02,46.1,5614,447.0,recorte_mixto
L-20260524-P1-18,P1,2026-05-24,20:57,42.7,5594,426.9,recorte_mixto
L-20260524-P1-19,P1,2026-05-24,21:49,42.7,5980,427.6,archivo_blanco
L-20260524-P1-20,P1,2026-05-24,22:40,46.2,6035,495.5,periodico
L-20260524-P2-01,P2,2026-05-24,06:00,47.4,5742,483.4,periodico
L-20260524-P2-02,P2,2026-05-24,06:53,44.8,5733,421.1,archivo_blanco
L-20260524-P2-03,P2,2026-05-24,07:50,44.8,5657,480.4,periodico
L-20260524-P2-04,P2,2026-05-24,08:41,43.4,5936,469.6,recorte_mixto
L-20260524-P2-05,P2,2026-05-24,09:35,42.0,5764,435.8,archivo_blanco
L-20260524-P2-06,P2,2026-05-24,10:23,47.5,5779,468.8,periodico
L-20260524-P2-07,P2,2026-05-24,11:20,45.8,5584,471.0,periodico
L-20260524-P2-08,P2,2026-05-24,12:12,47.9,5718,476.1,periodico
L-20260524-P2-09,P2,2026-05-24,13:12,42.9,5829,449.4,recorte_mixto
L-20260524-P2-10,P2,2026-05-24,14:05,43.8,5775,460.2,recorte_mixto
L-20260524-P2-11,P2,2026-05-24,14:59,41.7,5746,438.5,archivo_blanco
L-20260524-P2-12,P2,2026-05-24,15:49,41.2,5968,487.5,recorte_mixto
L-20260524-P2-13,P2,2026-05-24,16:41,46.7,5851,469.3,periodico
L-20260524-P2-14,P2,2026-05-24,17:39,46.3,5660,481.8,periodico
L-20260524-P2-15,P2,2026-05-24,18:35,41.5,5704,421.4,archivo_blanco
L-20260524-P2-16,P2,2026-05-24,19:27,42.3,5869,457.4,recorte_mixto
L-20260524-P2-17,P2,2026-05-24,20:19,38.4,6104,447.9,archivo_blanco
L-20260524-P2-18,P2,2026-05-24,21:09,39.9,6075,446.7,archivo_blanco
L-20260524-P2-19,P2,2026-05-24,21:56,43.4,5396,426.3,recorte_mixto
L-20260524-P2-20,P2,2026-05-24,22:49,44.2,5576,482.6,periodico
