lote,pulper,fecha,inicio,duracion_min,kg_cargados,kwh,material
L-20260718-P1-01,P1,2026-07-18,06:00,50.1,5662,467.9,recorte_mixto
L-20260718-P1-02,P1,2026-07-18,07:02,55.1,5588,486.0,periodico
L-20260718-P1-03,P1,2026-07-18,08:04,49.5,5611,460.5,recorte_mixto
L-20260718-P1-04,P1,2026-07-18,09:00,50.2,5899,486.5,recorte_mixto
L-20260718-P1-05,P1,2026-07-18,10:00,51.7,5980,516.9,periodico
L-20260718-P1-06,P1,2026-07-18,10:59,47.5,5861,506.5,periodico
L-20260718-P1-07,P1,2026-07-18,11:57,54.3,6132,535.8,periodico
L-20260718-P1-08,P1,2026-07-18,12:57,53.2,5803,519.4,periodico
L-20260718-P1-09,P1,2026-07-18,14:02,53.8,5813,510.1,periodico
L-20260718-P1-10,P1,2026-07-18,15:04,45.5,6044,493.8,archivo_blanco
L-20260718-P1-11,P1,2026-07-18,16:00,51.0,5943,490.2,recorte_mixto
L-20260718-P1-12,P1,2026-07-18,17:01,46.8,5815,446.4,archivo_blanco
L-20260718-P1-13,P1,2026-07-18,17:58,44.9,6196,516.6,recorte_mixto
L-20260718-P1-14,P1,2026-07-18,18:54,45.6,5317,441.0,recorte_mixto
L-20260718-P1-15,P1,2026-07-18,19:49,50.1,5555,484.4,periodico
L-20260718-P1-16,P1,2026-07-18,20:45,51.5,5621,480.6,recorte_mixto
L-20260718-P1-17,P1,2026-07-18,21:46,45.3,5891,453.9,archivo_blanco
L-20260718-P1-18,P1,2026-07-18,22:44,53.1,5504,495.0,periodico
L-20260718-P1-19,P1,2026-07-18,23:48,47.3,6002,475.4,archivo_blanco
L-20260718-P2-01,P2,2026-07-18,06:00,43.4,5770,443.0,archivo_blanco
L-20260718-P2-02,P2,2026-07-18,06:51,51.2,5847,526.4,periodico
L-20260718-P2-03,P2,2026-07-18,07:53,50.0,5991,507.4,recorte_mixto
L-20260718-P2-04,P2,2026-07-18,08:55,48.0,5915,446.4,archivo_blanco
L-20260718-P2-05,P2,2026-07-18,09:52,49.5,5822,482.3,recorte_mixto
L-20260718-P2-06,P2,2026-07-18,10:50,46.1,5878,452.6,archivo_blanco
L-20260718-P2-07,P2,2026-07-18,11:44,47.6,5678,457.1,archivo_blanco
L-20260718-P2-08,P2,2026-07-18,12:37,49.9,5724,499.2,periodico
L-20260718-P2-09,P2,2026-07-18,13:38,50.6,6155,527.6,recorte_mixto
L-20260718-P2-10,P2,2026-07-18,14:39,48.6,5679,486.8,periodico
L-20260718-P2-11,P2,2026-07-18,15:36,53.0,6126,534.1,periodico
L-20260718-P2-12,P2,2026-07-18,16:39,50.6,5859,480.4,recorte_mixto
L-20260718-P2-13,P2,2026-07-18,17:41,52.1,5970,487.3,periodico
L-20260718-P2-14,P2,2026-07-18,18:42,47.5,5948,459.3,archivo_blanco
L-20260718-P2-15,P2,2026-07-18,19:40,48.2,6197,493.1,recorte_mixto
L-20260718-P2-16,P2,2026-07-18,20:40,45.2,5906,466.2,archivo_blanco
L-20260718-P2-17,P2,2026-07-18,21:36,45.9,5706,444.0,archivo_blanco
