lote,pulper,fecha,inicio,duracion_min,kg_cargados,kwh,material
L-20260601-P1-01,P1,2026-06-01,06:00,43.5,5632,446.8,recorte_mixto
L-20260601-P1-02,P1,2026-06-01,06:53,42.0,5818,460.8,recorte_mixto
L-20260601-P1-03,P1,2026-06-01,07:45,39.2,5795,427.1,archivo_blanco
L-20260601-P1-04,P1,2026-06-01,08:30,42.4,5913,475.7,recorte_mixto
L-20260601-P1-05,P1,2026-06-01,09:23,41.1,6007,443.7,archivo_blanco
L-20260601-P1-06,P1,2026-06-01,10:15,47.8,5761,465.9,periodico
L-20260601-P1-07,P1,2026-06-01,11:12,40.2,5805,444.9,archivo_blanco
L-20260601-P1-08,P1,2026-06-01,11:58,43.0,5943,478.9,recorte_mixto
L-20260601-P1-09,P1,2026-06-01,12:50,41.7,6008,447.1,archivo_blanco
L-20260601-P1-10,P1,2026-06-01,13:37,45.7,5931,493.8,periodico
L-20260601-P1-11,P1,2026-06-01,14:33,41.4,5719,446.8,recorte_mixto
L-20260601-P1-12,P1,2026-06-01,15:27,41.7,5715,424.9,archivo_blanco
L-20260601-P1-13,P1,2026-06-01,16:18,44.5,5716,456.1,recorte_mixto
L-20260601-P1-14,P1,2026-06-01,17:15,42.0,5699,458.0,recorte_mixto
L-20260601-P1-15,P1,2026-06-01,18:09,45.4,5723,457.7,recorte_mixto
L-20260601-P1-16,P1,2026-06-01,19:04,42.6,5789,435.8,recorte_mixto
L-20260601-P1-17,P1,2026-06-01,19:59,45.1,5712,467.0,periodico
L-20260601-P1-18,P1,2026-06-01,20:55,44.0,5523,429.9,archivo_blanco
L-20260601-P2-01,P2,2026-06-01,06:00,42.3,5549,438.7,archivo_blanco
L-20260601-P2-02,P2,2026-06-01,06:53,45.6,6147,493.4,recorte_mixto
L-20260601-P2-03,P2,2026-06-01,07:50,50.5,5732,482.2,periodico
L-20260601-P2-04,P2,2026-06-01,08:48,40.5,5864,443.6,archivo_blanco
L-20260601-P2-05,P2,2026-06-01,09:39,43.4,5748,458.9,recorte_mixto
L-20260601-P2-06,P2,2026-06-01,10:33,44.6,5942,442.5,archivo_blanco
L-20260601-P2-07,P2,2026-06-01,11:25,47.4,5773,487.1,periodico
L-20260601-P2-08,P2,2026-06-01,12:23,41.7,5936,449.8,archivo_blanco
L-20260601-P2-09,P2,2026-06-01,13:14,39.1,5534,414.3,archivo_blanco
L-20260601-P2-10,P2,2026-06-01,14:00,45.0,5606,449.8,recorte_mixto
L-20260601-P2-11,P2,2026-06-01,14:56,44.4,5652,450.1,recorte_mixto
L-20260601-P2-12,P2,2026-06-01,15:49,43.9,5654,410.1,archivo_blanco
L-20260601-P2-13,P2,2026-06-01,16:40,43.9,6042,486.9,recorte_mixto
L-20260601-P2-14,P2,2026-06-01,17:31,44.7,5628,458.3,recorte_mixto
L-20260601-P2-15,P2,2026-06-01,18:24,44.5,5730,467.5,recorte_mixto
L-20260601-P2-16,P2,2026-06-01,19:20,44.7,5704,451.8,recorte_mixto
L-20260601-P2-17,P2,2026-06-01,20:14,42.5,5771,427.6,archivo_blanco
L-20260601-P2-18,P2,2026-06-01,21:07,42.9,5811,490.2,periodico
