lote,pulper,fecha,inicio,duracion_min,kg_cargados,kwh,material
L-20260627-P1-01,P1,2026-06-27,06:00,47.1,5835,486.8,recorte_mixto
L-20260627-P1-02,P1,2026-06-27,06:54,47.2,5517,437.0,recorte_mixto
L-20260627-P1-03,P1,2026-06-27,07:51,48.8,5749,487.0,periodico
L-20260627-P1-04,P1,2026-06-27,08:52,50.6,5933,503.4,periodico
L-20260627-P1-05,P1,2026-06-27,09:48,45.8,5866,455.2,archivo_blanco
L-20260627-P1-06,P1,2026-06-27,10:40,45.0,5865,488.7,recorte_mixto
L-20260627-P1-07,P1,2026-06-27,11:35,43.4,5820,443.7,archivo_blanco
L-20260627-P1-08,P1,2026-06-27,12:29,51.7,5850,514.2,periodico
L-20260627-P1-09,P1,2026-06-27,13:29,52.3,6004,507.8,periodico
L-20260627-P1-10,P1,2026-06-27,14:30,45.6,5900,488.1,recorte_mixto
L-20260627-P1-11,P1,2026-06-27,15:25,49.8,5667,471.0,periodico
L-20260627-P1-12,P1,2026-06-27,16:21,50.3,5586,475.4,periodico
L-20260627-P1-13,P1,2026-06-27,17:18,46.2,6010,474.1,archivo_blanco
L-20260627-P1-14,P1,2026-06-27,18:13,45.5,5776,447.9,archivo_blanco
L-20260627-P1-15,P1,2026-06-27,19:08,47.4,5946,488.7,recorte_mixto
L-20260627-P1-16,P1,2026-06-27,20:06,49.4,5774,480.5,periodico
L-20260627-P1-17,P1,2026-06-27,21:06,53.0,5658,493.9,periodico
L-20260627-P1-18,P1,2026-06-27,22:10,44.7,5605,432.1,archivo_blanco
L-20260627-P1-19,P1,2026-06-27,23:02,46.2,5812,502.0,periodico
L-20260627-P1-20,P1,2026-06-27,23:57,46.2,5602,439.6,recorte_mixto
L-20260627-P2-01,P2,2026-06-27,06:00,47.6,5675,464.4,recorte_mixto
L-20260627-P2-02,P2,2026-06-27,06:54,48.4,5827,463.9,recorte_mixto
L-20260627-P2-03,P2,2026-06-27,07:49,45.7,5532,453.5,recorte_mixto
L-20260627-P2-04,P2,2026-06-27,08:44,48.0,5595,435.1,archivo_blanco
L-20260627-P2-05,P2,2026-06-27,09:44,45.8,5880,448.3,archivo_blanco
L-20260627-P2-06,P2,2026-06-27,10:37,41.2,6067,479.7,archivo_blanco
L-20260627-P2-07,P2,2026-06-27,11:26,44.5,5725,491.6,recorte_mixto
L-20260627-P2-08,P2,2026-06-27,12:20,40.5,5560,428.8,archivo_blanco
L-20260627-P2-09,P2,2026-06-27,13:12,46.8,5322,434.3,recorte_mixto
L-20260627-P2-10,P2,2026-06-27,14:07,45.7,6058,521.1,periodico
L-20260627-P2-11,P2,2026-06-27,15:02,46.9,5665,493.3,periodico
L-20260627-P2-12,P2,2026-06-27,15:58,51.2,5715,496.6,periodico
L-20260627-P2-13,P2,2026-06-27,16:57,43.2,5961,457.6,archivo_blanco
L-20260627-P2-14,P2,2026-06-27,17:47,44.0,5914,459.7,archivo_blanco
L-20260627-P2-15,P2,2026-06-27,18:37,48.6,5816,480.4,recorte_mixto
L-20260627-P2-16,P2,2026-06-27,19:37,42.0,5538,433.1,archivo_blanco
L-20260627-P2-17,P2,2026-06-27,20:25,48.0,5767,490.1,recorte_mixto
L-20260627-P2-18,P2,2026-06-27,21:20,45.5,5919,498.1,periodico
L-20260627-P2-19,P2,2026-06-27,22:13,47.4,6037,509.2,periodico
