lote,pulper,fecha,inicio,duracion_min,kg_cargados,kwh,material
L-20260704-P1-01,P1,2026-07-04,06:00,46.5,5288,441.2,recorte_mixto
L-20260704-P1-02,P1,2026-07-04,06:54,46.5,5988,509.6,recorte_mixto
L-20260704-P1-03,P1,2026-07-04,07:51,47.7,5779,453.6,archivo_blanco
L-20260704-P1-04,P1,2026-07-04,08:44,45.2,6071,478.7,archivo_blanco
L-20260704-P1-05,P1,2026-07-04,09:36,46.2,5579,460.0,recorte_mixto
L-20260704-P1-06,P1,2026-07-04,10:29,50.1,5647,484.3,periodico
L-20260704-P1-07,P1,2026-07-04,11:28,45.1,5428,410.4,archivo_blanco
L-20260704-P1-08,P1,2026-07-04,12:24,48.6,5951,485.4,recorte_mixto
L-20260704-P1-09,P1,2026-07-04,13:23,54.1,6105,499.6,periodico
L-20260704-P1-10,P1,2026-07-04,14:30,48.5,6049,505.8,recorte_mixto
L-20260704-P1-11,P1,2026-07-04,15:30,50.1,6027,490.3,recorte_mixto
L-20260704-P1-12,P1,2026-07-04,16:27,52.4,5699,486.7,periodico
L-20260704-P1-13,P1,2026-07-04,17:27,51.1,5645,483.5,periodico
L-20260704-P1-14,P1,2026-07-04,18:24,42.3,5713,478.7,recorte_mixto
L-20260704-P1-15,P1,2026-07-04,19:14,44.7,5848,466.6,archivo_blanco
L-20260704-P1-16,P1,2026-07-04,20:09,54.8,5848,504.6,periodico
L-20260704-P1-17,P1,2026-07-04,21:12,43.4,5985,461.0,archivo_blanco
L-20260704-P1-18,P1,2026-07-04,22:08,44.5,5440,407.7,archivo_blanco
L-20260704-P1-19,P1,2026-07-04,22:58,53.0,5749,497.1,periodico
L-20260704-P2-01,P2,2026-07-04,06:00,50.0,6000,491.9,recorte_mixto
L-20260704-P2-02,P2,2026-07-04,06:58,47.6,5702,498.2,periodico
L-20260704-P2-03,P2,2026-07-04,07:52,46.5,5802,467.8,recorte_mixto
L-20260704-P2-04,P2,2026-07-04,08:45,47.5,5888,493.3,recorte_mixto
L-20260704-P2-05,P2,2026-07-04,09:39,46.8,5802,510.4,periodico
L-20260704-P2-06,P2,2026-07-04,10:32,47.6,5644,459.3,recorte_mixto
L-20260704-P2-07,P2,2026-07-04,11:26,47.2,5783,468.1,recorte_mixto
L-20260704-P2-08,P2,2026-07-04,12:19,42.7,5767,449.3,archivo_blanco
L-20260704-P2-09,P2,2026-07-04,13:12,48.6,6196,520.0,periodico
L-20260704-P2-10,P2,2026-07-04,14:07,49.0,5563,493.3,periodico
L-20260704-P2-11,P2,2026-07-04,15:04,44.8,5535,409.4,archivo_blanco
L-20260704-P2-12,P2,2026-07-04,15:59,46.8,5856,447.7,archivo_blanco
L-20260704-P2-13,P2,2026-07-04,16:52,44.3,5651,445.0,archivo_blanco
L-20260704-P2-14,P2,2026-07-04,17:44,44.7,5678,435.4,archivo_blanco
L-20260704-P2-15,P2,2026-07-04,18:38,50.9,5794,471.5,recorte_mixto
L-20260704-P2-16,P2,2026-07-04,19:39,45.3,5784,464.8,recorte_mixto
