lote,pulper,fecha,inicio,duracion_min,kg_cargados,kwh,material
L-20260731-P1-01,P1,2026-07-31,06:00,54.7,5548,462.6,recorte_mixto
L-20260731-P1-02,P1,2026-07-31,07:03,50.6,5906,529.7,recorte_mixto
L-20260731-P1-03,P1,2026-07-31,08:01,48.2,5869,487.9,archivo_blanco
L-20260731-P1-04,P1,2026-07-31,09:00,51.1,5882,505.8,recorte_mixto
L-20260731-P1-05,P1,2026-07-31,09:57,54.6,5959,489.0,recorte_mixto
L-20260731-P1-06,P1,2026-07-31,11:01,55.1,5988,518.3,recorte_mixto
L-20260731-P1-07,P1,2026-07-31,12:06,52.0,5925,543.6,periodico
L-20260731-P1-08,P1,2026-07-31,13:05,50.5,6325,511.0,archivo_blanco
L-20260731-P1-09,P1,2026-07-31,14:01,50.1,5696,487.5,recorte_mixto
L-20260731-P1-10,P1,2026-07-31,15:03,47.9,5972,491.1,archivo_blanco
L-20260731-P1-11,P1,2026-07-31,16:01,49.2,6027,476.4,archivo_blanco
L-20260731-P1-12,P1,2026-07-31,16:57,47.9,6014,491.9,archivo_blanco
L-20260731-P1-13,P1,2026-07-31,17:51,51.8,5762,507.6,periodico
L-20260731-P1-14,P1,2026-07-31,18:51,54.9,5836,518.8,periodico
L-20260731-P1-15,P1,2026-07-31,19:54,46.2,5774,460.9,archivo_blanco
L-20260731-P1-16,P1,2026-07-31,20:52,51.8,5484,460.0,recorte_mixto
L-20260731-P1-17,P1,2026-07-31,21:52,47.0,5438,431.5,archivo_blanco
L-20260731-P1-18,P1,2026-07-31,22:46,55.1,5504,472.1,recorte_mixto
L-20260731-P2-01,P2,2026-07-31,06:00,49.2,6174,502.2,archivo_blanco
L-20260731-P2-02,P2,2026-07-31,06:56,47.8,5825,480.5,archivo_blanco
L-20260731-P2-03,P2,2026-07-31,07:55,51.5,5598,493.1,periodico
L-20260731-P2-04,P2,2026-07-31,08:53,43.0,5786,465.4,archivo_blanco
L-20260731-P2-05,P2,2026-07-31,09:43,50.2,5932,494.2,recorte_mixto
L-20260731-P2-06,P2,2026-07-31,10:43,50.3,5657,480.3,recorte_mixto
L-20260731-P2-07,P2,2026-07-31,11:44,47.8,5744,480.7,recorte_mixto
L-20260731-P2-08,P2,2026-07-31,12:39,50.9,5992,526.7,periodico
L-20260731-P2-09,P2,2026-07-31,13:38,48.9,6122,479.9,archivo_blanco
L-20260731-P2-10,P2,2026-07-31,14:37,50.6,5380,472.7,periodico
L-20260731-P2-11,P2,2026-07-31,15:38,45.1,5805,473.3,archivo_blanco
L-20260731-P2-12,P2,2026-07-31,16:31,54.0,6243,548.7,periodico
L-20260731-P2-13,P2,2026-07-31,17:31,48.8,6029,521.6,recorte_mixto
L-20260731-P2-14,P2,2026-07-31,18:30,54.1,5933,478.5,recorte_mixto
L-20260731-P2-15,P2,2026-07-31,19:32,51.7,6270,521.6,recorte_mixto
L-20260731-P2-16,P2,2026-07-31,20:32,53.0,5742,464.9,recorte_mixto
L-20260731-P2-17,P2,2026-07-31,21:37,50.3,5722,522.3,periodico
