lote,pulper,fecha,inicio,duracion_min,kg_cargados,kwh,material
L-20260802-P1-01,P1,2026-08-02,06:00,32.7,5719,412.9,recorte_mixto
L-20260802-P1-02,P1,2026-08-02,06:43,32.9,5520,378.9,archivo_blanco
L-20260802-P1-03,P1,2026-08-02,07:23,36.8,5647,417.2,periodico
L-20260802-P1-04,P1,2026-08-02,08:12,36.4,5612,427.6,periodico
L-20260802-P1-05,P1,2026-08-02,08:59,35.6,5746,411.8,recorte_mixto
L-20260802-P1-06,P1,2026-08-02,09:46,32.9,5669,410.8,recorte_mixto
L-20260802-P1-07,P1,2026-08-02,10:25,33.7,5793,420.1,recorte_mixto
L-20260802-P1-08,P1,2026-08-02,11:07,33.5,5726,416.6,recorte_mixto
L-20260802-P1-09,P1,2026-08-02,11:51,32.8,5890,425.0,recorte_mixto
L-20260802-P1-10,P1,2026-08-02,12:34,31.6,5808,397.0,archivo_blanco
L-20260802-P1-11,P1,2026-08-02,13:11,33.6,5618,398.7,recorte_mixto
L-20260802-P1-12,P1,2026-08-02,13:57,32.4,5916,404.4,archivo_blanco
L-20260802-P1-13,P1,2026-08-02,14:41,31.7,5801,409.5,archivo_blanco
L-20260802-P1-14,P1,2026-08-02,15:24,35.9,5781,440.9,periodico
L-20260802-P1-15,P1,2026-08-02,16:08,36.6,5583,390.5,recorte_mixto
L-20260802-P1-16,P1,2026-08-02,16:56,36.5,5747,436.0,periodico
L-20260802-P1-17,P1,2026-08-02,17:39,34.2,6136,444.6,recorte_mixto
L-20260802-P2-01,P2,2026-08-02,06:00,48.0,5886,480.5,archivo_blanco
L-20260802-P2-02,P2,2026-08-02,06:57,55.9,5684,512.3,periodico
L-20260802-P2-03,P2,2026-08-02,07:59,50.4,5500,458.5,recorte_mixto
L-20260802-P2-04,P2,2026-08-02,09:01,46.5,5572,432.9,archivo_blanco
L-20260802-P2-05,P2,2026-08-02,09:58,54.0,5746,491.7,periodico
L-20260802-P2-06,P2,2026-08-02,11:02,46.6,5522,440.1,archivo_blanco
L-20260802-P2-07,P2,2026-08-02,11:56,53.8,5614,486.0,periodico
L-20260802-P2-08,P2,2026-08-02,12:57,51.1,5885,444.0,archivo_blanco
L-20260802-P2-09,P2,2026-08-02,13:59,49.9,6045,507.1,recorte_mixto
L-20260802-P2-10,P2,2026-08-02,14:58,55.2,5788,515.0,periodico
L-20260802-P2-11,P2,2026-08-02,16:00,49.9,5928,479.3,recorte_mixto
L-20260802-P2-12,P2,2026-08-02,16:58,48.3,5887,507.5,recorte_mixto
L-20260802-P2-13,P2,2026-08-02,17:57,51.1,6277,546.9,periodico
L-20260802-P2-14,P2,2026-08-02,18:57,52.5,5443,466.0,periodico
L-20260802-P2-15,P2,2026-08-02,19:56,47.5,5726,446.5,archivo_blanco
L-20260802-P2-16,P2,2026-08-02,20:53,49.7,5478,438.7,archivo_blanco
L-20260802-P2-17,P2,2026-08-02,21:49,53.7,5944,510.4,recorte_mixto
L-20260802-P2-18,P2,2026-08-02,22:52,47.3,5970,457.4,archivo_blanco
L-20260802-P2-19,P2,2026-08-02,23:50,49.5,5758,465.8,archivo_blanco
L-20260802-P2-20,P2,2026-08-02,00:48,49.3,5532,473.0,recorte_mixto
