lote,pulper,fecha,inicio,duracion_min,kg_cargados,kwh,material
L-20260724-P1-01,P1,2026-07-24,06:00,49.3,5453,471.5,recorte_mixto
L-20260724-P1-02,P1,2026-07-24,06:57,47.7,5868,463.6,archivo_blanco
L-20260724-P1-03,P1,2026-07-24,07:55,42.6,5647,434.7,archivo_blanco
L-20260724-P1-04,P1,2026-07-24,08:44,53.5,5790,509.4,periodico
L-20260724-P1-05,P1,2026-07-24,09:48,52.3,5831,513.9,periodico
L-20260724-P1-06,P1,2026-07-24,10:49,50.6,6058,469.3,archivo_blanco
L-20260724-P1-07,P1,2026-07-24,11:52,44.1,5777,459.2,archivo_blanco
L-20260724-P1-08,P1,2026-07-24,12:43,53.8,5767,489.2,periodico
L-20260724-P1-09,P1,2026-07-24,13:43,49.5,5867,511.2,periodico
L-20260724-P1-10,P1,2026-07-24,14:44,47.0,5704,452.6,archivo_blanco
L-20260724-P1-11,P1,2026-07-24,15:40,52.7,5585,475.9,periodico
L-20260724-P1-12,P1,2026-07-24,16:45,46.7,5618,456.9,archivo_blanco
L-20260724-P1-13,P1,2026-07-24,17:39,52.0,5640,481.8,recorte_mixto
L-20260724-P1-14,P1,2026-07-24,18:40,54.1,5944,499.6,periodico
L-20260724-P1-15,P1,2026-07-24,19:44,51.4,6009,509.7,recorte_mixto
L-20260724-P1-16,P1,2026-07-24,20:48,45.4,5870,466.0,archivo_blanco
L-20260724-P1-17,P1,2026-07-24,21:40,45.8,6126,524.3,recorte_mixto
L-20260724-P2-01,P2,2026-07-24,06:00,48.4,5593,460.4,recorte_mixto
L-20260724-P2-02,P2,2026-07-24,06:57,51.1,5723,491.9,recorte_mixto
L-20260724-P2-03,P2,2026-07-24,07:59,54.9,6204,518.2,recorte_mixto
L-20260724-P2-04,P2,2026-07-24,09:04,44.8,6061,477.2,archivo_blanco
L-20260724-P2-05,P2,2026-07-24,09:57,49.9,5731,470.2,recorte_mixto
L-20260724-P2-06,P2,2026-07-24,10:59,48.3,5703,506.2,recorte_mixto
L-20260724-P2-07,P2,2026-07-24,11:56,52.0,5675,500.3,periodico
L-20260724-P2-08,P2,2026-07-24,12:56,48.8,5821,511.0,periodico
L-20260724-P2-09,P2,2026-07-24,13:57,55.8,5886,523.6,periodico
L-20260724-P2-10,P2,2026-07-24,15:05,52.0,5620,459.6,recorte_mixto
L-20260724-P2-11,P2,2026-07-24,16:05,51.8,5714,497.2,periodico
L-20260724-P2-12,P2,2026-07-24,17:07,48.6,5749,493.1,recorte_mixto
L-20260724-P2-13,P2,2026-07-24,18:02,53.0,5731,510.7,periodico
L-20260724-P2-14,P2,2026-07-24,19:05,56.0,5664,479.8,periodico
L-20260724-P2-15,P2,2026-07-24,20:11,53.1,5616,482.0,periodico
L-20260724-P2-16,P2,2026-07-24,21:16,42.1,5646,453.6,archivo_blanco
L-20260724-P2-17,P2,2026-07-24,22:07,48.6,5918,475.5,archivo_blanco
L-20260724-P2-18,P2,2026-07-24,23:04,50.4,5988,523.3,periodico
L-20260724-P2-19,P2,2026-07-24,00:06,48.0,5788,444.5,archivo_blanco
