lote,pulper,fecha,inicio,duracion_min,kg_cargados,kwh,material
L-20260529-P1-01,P1,2026-05-29,06:00,41.4,5738,429.8,archivo_blanco
L-20260529-P1-02,P1,2026-05-29,06:51,44.6,5699,450.4,recorte_mixto
L-20260529-P1-03,P1,2026-05-29,07:47,43.4,5878,482.2,periodico
L-20260529-P1-04,P1,2026-05-29,08:42,45.6,5779,444.8,recorte_mixto
L-20260529-P1-05,P1,2026-05-29,09:40,38.6,5823,436.9,archivo_blanco
L-20260529-P1-06,P1,2026-05-29,10:28,43.5,5841,481.5,periodico
L-20260529-P1-07,P1,2026-05-29,11:22,44.2,5487,446.5,recorte_mixto
L-20260529-P1-08,P1,2026-05-29,12:17,42.4,5644,423.5,archivo_blanco
L-20260529-P1-09,P1,2026-05-29,13:11,46.4,5659,472.3,periodico
L-20260529-P1-10,P1,2026-05-29,14:07,45.0,5541,440.6,recorte_mixto
L-20260529-P1-11,P1,2026-05-29,15:03,44.3,5710,462.1,recorte_mixto
L-20260529-P1-12,P1,2026-05-29,15:57,41.7,5829,424.4,archivo_blanco
L-20260529-P1-13,P1,2026-05-29,16:47,41.9,5576,432.7,recorte_mixto
L-20260529-P1-14,P1,2026-05-29,17:37,46.3,5892,503.7,periodico
L-20260529-P1-15,P1,2026-05-29,18:34,39.0,5920,453.3,archivo_blanco
L-20260529-P1-16,P1,2026-05-29,19:21,45.8,5901,488.1,periodico
L-20260529-P1-17,P1,2026-05-29,20:19,47.1,5822,483.6,periodico
L-20260529-P1-18,P1,2026-05-29,21:18,43.2,5668,467.2,periodico
L-20260529-P1-19,P1,2026-05-29,22:09,44.8,6063,450.1,recorte_mixto
L-20260529-P1-20,P1,2026-05-29,23:06,41.9,5875,455.6,archivo_blanco
L-20260529-P2-01,P2,2026-05-29,06:00,42.6,5782,433.2,archivo_blanco
L-20260529-P2-02,P2,2026-05-29,06:53,42.9,5923,462.1,archivo_blanco
L-20260529-P2-03,P2,2026-05-29,07:46,43.1,5668,451.1,periodico
L-20260529-P2-04,P2,2026-05-29,08:35,43.8,5980,480.7,recorte_mixto
L-20260529-P2-05,P2,2026-05-29,09:30,43.5,5877,435.7,archivo_blanco
L-20260529-P2-06,P2,2026-05-29,10:22,42.0,5803,424.9,archivo_blanco
L-20260529-P2-07,P2,2026-05-29,11:13,43.2,5622,414.7,archivo_blanco
L-20260529-P2-08,P2,2026-05-29,12:08,41.8,5558,442.4,recorte_mixto
L-20260529-P2-09,P2,2026-05-29,12:56,46.9,5818,473.5,periodico
L-20260529-P2-10,P2,2026-05-29,13:50,41.3,5842,442.2,archivo_blanco
L-20260529-P2-11,P2,2026-05-29,14:40,44.5,5586,438.2,recorte_mixto
L-20260529-P2-12,P2,2026-05-29,15:33,47.2,5841,451.0,recorte_mixto
L-20260529-P2-13,P2,2026-05-29,16:31,46.2,5946,493.5,periodico
L-20260529-P2-14,P2,2026-05-29,17:27,41.4,5757,423.9,archivo_blanco
L-20260529-P2-15,P2,2026-05-29,18:17,42.7,5701,452.3,recorte_mixto
L-20260529-P2-16,P2,2026-05-29,19:10,48.7,6007,489.6,periodico
L-20260529-P2-17,P2,2026-05-29,20:09,43.5,5850,470.0,recorte_mixto
L-20260529-P2-18,P2,2026-05-29,21:01,38.5,5603,432.7,archivo_blanco
L-20260529-P2-19,P2,2026-05-29,21:51,44.4,5792,481.6,recorte_mixto
L-20260529-P2-20,P2,2026-05-29,22:45,41.3,5610,455.1,recorte_mixto
