lote,pulper,fecha,inicio,duracion_min,kg_cargados,kwh,material
L-20260530-P1-01,P1,2026-05-30,06:00,46.7,6184,515.1,periodico
L-20260530-P1-02,P1,2026-05-30,06:54,45.7,5960,479.1,periodico
L-20260530-P1-03,P1,2026-05-30,07:52,47.2,5969,488.0,periodico
L-20260530-P1-04,P1,2026-05-30,08:46,42.9,5673,479.8,periodico
L-20260530-P1-05,P1,2026-05-30,09:40,40.2,5765,439.3,archivo_blanco
L-20260530-P1-06,P1,2026-05-30,10:30,41.7,6106,484.6,recorte_mixto
L-20260530-P1-07,P1,2026-05-30,11:19,43.1,5969,463.4,recorte_mixto
L-20260530-P1-08,P1,2026-05-30,12:09,44.3,5792,472.9,recorte_mixto
L-20260530-P1-09,P1,2026-05-30,13:01,44.5,5861,472.5,recorte_mixto
L-20260530-P1-10,P1,2026-05-30,13:57,47.2,6000,489.9,periodico
L-20260530-P1-11,P1,2026-05-30,14:52,43.1,5502,417.3,archivo_blanco
L-20260530-P1-12,P1,2026-05-30,15:45,40.6,5852,475.6,recorte_mixto
L-20260530-P1-13,P1,2026-05-30,16:34,42.6,5980,503.4,periodico
L-20260530-P1-14,P1,2026-05-30,17:27,42.8,5624,441.3,recorte_mixto
L-20260530-P1-15,P1,2026-05-30,18:18,40.1,5801,415.7,archivo_blanco
L-20260530-P1-16,P1,2026-05-30,19:08,46.1,5550,438.1,recorte_mixto
L-20260530-P1-17,P1,2026-05-30,20:03,40.8,5646,436.8,archivo_blanco
L-20260530-P1-18,P1,2026-05-30,20:56,42.8,5616,434.0,recorte_mixto
L-20260530-P1-19,P1,2026-05-30,21:51,49.1,5854,473.1,periodico
L-20260530-P1-20,P1,2026-05-30,22:52,42.2,5737,453.9,recorte_mixto
L-20260530-P2-01,P2,2026-05-30,06:00,42.9,5727,432.5,archivo_blanco
L-20260530-P2-02,P2,2026-05-30,06:51,46.4,5897,504.0,periodico
L-20260530-P2-03,P2,2026-05-30,07:49,42.5,5766,467.0,recorte_mixto
L-20260530-P2-04,P2,2026-05-30,08:43,49.3,6080,497.8,periodico
L-20260530-P2-05,P2,2026-05-30,09:42,43.7,5880,431.6,archivo_blanco
L-20260530-P2-06,P2,2026-05-30,10:36,41.1,6067,459.2,archivo_blanco
L-20260530-P2-07,P2,2026-05-30,11:29,46.3,5753,458.2,recorte_mixto
L-20260530-P2-08,P2,2026-05-30,12:23,47.6,5671,477.2,periodico
L-20260530-P2-09,P2,2026-05-30,13:18,43.1,6050,496.7,recorte_mixto
L-20260530-P2-10,P2,2026-05-30,14:10,47.4,5976,500.2,periodico
L-20260530-P2-11,P2,2026-05-30,15:04,41.7,5697,454.1,recorte_mixto
L-20260530-P2-12,P2,2026-05-30,15:53,46.2,5502,441.8,recorte_mixto
L-20260530-P2-13,P2,2026-05-30,16:45,43.5,5830,438.7,archivo_blanco
L-20260530-P2-14,P2,2026-05-30,17:39,46.7,5570,464.2,periodico
L-20260530-P2-15,P2,2026-05-30,18:34,48.8,5700,478.3,periodico
L-20260530-P2-16,P2,2026-05-30,19:31,42.1,5839,450.9,archivo_blanco
L-20260530-P2-17,P2,2026-05-30,20:23,44.2,5576,458.1,recorte_mixto
L-20260530-P2-18,P2,2026-05-30,21:14,47.1,5525,460.6,periodico
L-20260530-P2-19,P2,2026-05-30,22:13,41.4,5672,426.5,archivo_blanco
