lote,pulper,fecha,inicio,duracion_min,kg_cargados,kwh,material
L-20260715-P1-01,P1,2026-07-15,06:00,48.8,5717,458.5,archivo_blanco
L-20260715-P1-02,P1,2026-07-15,06:59,45.7,5655,453.7,archivo_blanco
L-20260715-P1-03,P1,2026-07-15,07:54,50.2,5581,457.7,recorte_mixto
L-20260715-P1-04,P1,2026-07-15,08:51,49.4,5901,511.1,periodico
L-20260715-P1-05,P1,2026-07-15,09:47,43.3,5913,448.3,archivo_blanco
L-20260715-P1-06,P1,2026-07-15,10:42,49.5,5952,484.5,recorte_mixto
L-20260715-P1-07,P1,2026-07-15,11:43,49.3,5968,512.4,recorte_mixto
L-20260715-P1-08,P1,2026-07-15,12:40,46.4,5650,451.5,archivo_blanco
L-20260715-P1-09,P1,2026-07-15,13:38,50.7,5883,513.0,periodico
L-20260715-P1-10,P1,2026-07-15,14:35,51.1,5755,486.0,periodico
L-20260715-P1-11,P1,2026-07-15,15:38,50.8,5793,474.4,recorte_mixto
L-20260715-P1-12,P1,2026-07-15,16:41,56.9,5680,499.5,periodico
L-20260715-P1-13,P1,2026-07-15,17:50,49.5,5855,472.5,recorte_mixto
L-20260715-P1-14,P1,2026-07-15,18:49,46.7,5904,462.5,archivo_blanco
L-20260715-P1-15,P1,2026-07-15,19:44,50.9,5805,481.5,recorte_mixto
L-20260715-P1-16,P1,2026-07-15,20:42,51.0,5743,478.6,periodico
L-20260715-P1-17,P1,2026-07-15,21:44,48.5,5622,465.1,recorte_mixto
L-20260715-P1-18,P1,2026-07-15,22:43,46.9,5837,477.1,recorte_mixto
L-20260715-P1-19,P1,2026-07-15,23:36,51.4,6090,492.0,recorte_mixto
L-20260715-P2-01,P2,2026-07-15,06:00,51.2,5681,490.1,periodico
L-20260715-P2-02,P2,2026-07-15,07:00,52.7,5908,512.6,periodico
L-20260715-P2-03,P2,2026-07-15,07:58,45.6,6128,515.5,recorte_mixto
L-20260715-P2-04,P2,2026-07-15,08:54,51.6,6006,535.1,periodico
L-20260715-P2-05,P2,2026-07-15,09:57,51.9,5972,534.5,periodico
L-20260715-P2-06,P2,2026-07-15,11:00,50.6,5671,480.7,recorte_mixto
L-20260715-P2-07,P2,2026-07-15,11:58,44.3,5800,456.8,archivo_blanco
L-20260715-P2-08,P2,2026-07-15,12:48,52.2,5916,508.7,periodico
L-20260715-P2-09,P2,2026-07-15,13:47,51.0,5693,464.8,recorte_mixto
L-20260715-P2-10,P2,2026-07-15,14:45,47.2,5999,531.7,periodico
L-20260715-P2-11,P2,2026-07-15,15:44,46.7,5732,444.8,archivo_blanco
L-20260715-P2-12,P2,2026-07-15,16:43,53.0,5800,503.0,periodico
L-20260715-P2-13,P2,2026-07-15,17:47,54.1,5958,522.6,periodico
L-20260715-P2-14,P2,2026-07-15,18:49,47.1,5790,487.4,recorte_mixto
L-20260715-P2-15,P2,2026-07-15,19:48,51.6,5835,491.6,periodico
L-20260715-P2-16,P2,2026-07-15,20:51,48.1,5818,510.2,periodico
L-20260715-P2-17,P2,2026-07-15,21:46,48.8,5964,515.1,periodico
L-20260715-P2-18,P2,2026-07-15,22:46,48.4,5899,473.2,archivo_blanco
L-20260715-P2-19,P2,2026-07-15,23:42,44.2,5566,444.5,archivo_blanco
