lote,pulper,fecha,inicio,duracion_min,kg_cargados,kwh,material
L-20260621-P1-01,P1,2026-06-21,06:00,44.0,5690,426.1,archivo_blanco
L-20260621-P1-02,P1,2026-06-21,06:52,49.7,5467,445.0,recorte_mixto
L-20260621-P1-03,P1,2026-06-21,07:52,46.3,5497,449.4,recorte_mixto
L-20260621-P1-04,P1,2026-06-21,08:47,45.9,5624,444.3,recorte_mixto
L-20260621-P1-05,P1,2026-06-21,09:41,46.5,5948,515.0,periodico
L-20260621-P1-06,P1,2026-06-21,10:39,41.8,6059,465.7,archivo_blanco
L-20260621-P1-07,P1,2026-06-21,11:33,44.3,5841,464.7,recorte_mixto
L-20260621-P1-08,P1,2026-06-21,12:27,49.4,5613,474.4,periodico
L-20260621-P1-09,P1,2026-06-21,13:23,44.8,5704,464.3,recorte_mixto
L-20260621-P1-10,P1,2026-06-21,14:18,50.1,5476,458.8,periodico
L-20260621-P1-11,P1,2026-06-21,15:19,47.6,5810,472.0,recorte_mixto
L-20260621-P1-12,P1,2026-06-21,16:16,51.6,5838,498.7,periodico
L-20260621-P1-13,P1,2026-06-21,17:16,46.1,6068,499.4,recorte_mixto
L-20260621-P1-14,P1,2026-06-21,18:11,53.3,5664,489.0,periodico
L-20260621-P1-15,P1,2026-06-21,19:10,50.1,5710,467.8,periodico
L-20260621-P1-16,P1,2026-06-21,20:08,46.0,5589,463.9,periodico
L-20260621-P2-01,P2,2026-06-21,06:00,46.6,5670,469.0,periodico
L-20260621-P2-02,P2,2026-06-21,06:56,47.5,5824,475.1,recorte_mixto
L-20260621-P2-03,P2,2026-06-21,07:55,49.6,5507,473.5,periodico
L-20260621-P2-04,P2,2026-06-21,08:50,45.3,5881,455.8,archivo_blanco
L-20260621-P2-05,P2,2026-06-21,09:45,45.0,6035,501.6,recorte_mixto
L-20260621-P2-06,P2,2026-06-21,10:40,44.9,5544,428.6,archivo_blanco
L-20260621-P2-07,P2,2026-06-21,11:34,43.3,5877,460.2,archivo_blanco
L-20260621-P2-08,P2,2026-06-21,12:27,46.6,6128,517.0,recorte_mixto
L-20260621-P2-09,P2,2026-06-21,13:19,46.5,5807,465.2,recorte_mixto
L-20260621-P2-10,P2,2026-06-21,14:16,47.8,5896,477.5,recorte_mixto
L-20260621-P2-11,P2,2026-06-21,15:10,42.8,5444,416.4,archivo_blanco
L-20260621-P2-12,P2,2026-06-21,16:00,52.1,5660,471.0,periodico
L-20260621-P2-13,P2,2026-06-21,17:05,48.2,5992,505.2,periodico
L-20260621-P2-14,P2,2026-06-21,18:02,46.7,5621,422.6,archivo_blanco
L-20260621-P2-15,P2,2026-06-21,18:57,46.2,5941,478.2,recorte_mixto
L-20260621-P2-16,P2,2026-06-21,19:55,45.4,5721,467.1,recorte_mixto
L-20260621-P2-17,P2,2026-06-21,20:47,48.7,5991,479.0,recorte_mixto
L-20260621-P2-18,P2,2026-06-21,21:42,50.2,6051,514.5,periodico
L-20260621-P2-19,P2,2026-06-21,22:40,48.7,5453,470.5,periodico
