lote,pulper,fecha,inicio,duracion_min,kg_cargados,kwh,material
L-20260521-P1-01,P1,2026-05-21,06:00,39.2,5981,438.1,archivo_blanco
L-20260521-P1-02,P1,2026-05-21,06:47,43.8,5617,442.3,recorte_mixto
L-20260521-P1-03,P1,2026-05-21,07:40,49.6,5551,461.0,periodico
L-20260521-P1-04,P1,2026-05-21,08:40,42.0,5719,411.7,archivo_blanco
L-20260521-P1-05,P1,2026-05-21,09:29,43.6,5721,444.3,recorte_mixto
L-20260521-P1-06,P1,2026-05-21,10:21,44.0,5714,465.3,recorte_mixto
L-20260521-P1-07,P1,2026-05-21,11:12,45.1,5579,447.7,periodico
L-20260521-P1-08,P1,2026-05-21,12:09,42.0,5631,441.8,recorte_mixto
L-20260521-P1-09,P1,2026-05-21,12:58,45.6,5940,477.7,periodico
L-20260521-P1-10,P1,2026-05-21,13:49,41.4,5725,449.9,recorte_mixto
L-20260521-P1-11,P1,2026-05-21,14:41,40.9,5410,405.8,archivo_blanco
L-20260521-P1-12,P1,2026-05-21,15:30,41.9,5551,403.6,archivo_blanco
L-20260521-P1-13,P1,2026-05-21,16:19,44.0,5885,455.1,recorte_mixto
L-20260521-P1-14,P1,2026-05-21,17:14,39.3,5651,418.5,recorte_mixto
L-20260521-P1-15,P1,2026-05-21,18:03,42.8,5877,429.6,archivo_blanco
L-20260521-P1-16,P1,2026-05-21,18:57,43.5,5977,489.8,periodico
L-20260521-P1-17,P1,2026-05-21,19:48,40.2,5864,452.6,recorte_mixto
L-20260521-P1-18,P1,2026-05-21,20:40,41.6,5765,431.6,archivo_blanco
L-20260521-P1-19,P1,2026-05-21,21:29,44.8,6022,481.6,recorte_mixto
L-20260521-P1-20,P1,2026-05-21,22:24,40.5,5514,445.8,recorte_mixto
L-20260521-P2-01,P2,2026-05-21,06:00,46.9,5711,479.4,periodico
L-20260521-P2-02,P2,2026-05-21,06:53,42.9,5885,439.7,archivo_blanco
L-20260521-P2-03,P2,2026-05-21,07:46,41.6,5897,456.1,recorte_mixto
L-20260521-P2-04,P2,2026-05-21,08:39,44.6,5656,473.9,periodico
L-20260521-P2-05,P2,2026-05-21,09:34,45.0,5790,469.1,periodico
L-20260521-P2-06,P2,2026-05-21,10:29,40.4,5515,416.0,archivo_blanco
L-20260521-P2-07,P2,2026-05-21,11:16,40.4,5794,433.2,archivo_blanco
L-20260521-P2-08,P2,2026-05-21,12:04,45.6,5608,476.6,periodico
L-20260521-P2-09,P2,2026-05-21,12:56,43.3,5737,441.1,archivo_blanco
L-20260521-P2-10,P2,2026-05-21,13:46,43.7,5600,440.4,recorte_mixto
L-20260521-P2-11,P2,2026-05-21,14:38,39.8,5632,421.7,archivo_blanco
L-20260521-P2-12,P2,2026-05-21,15:24,43.7,5993,479.8,recorte_mixto
L-20260521-P2-13,P2,2026-05-21,16:18,43.9,5785,462.4,recorte_mixto
L-20260521-P2-14,P2,2026-05-21,17:14,44.4,5854,477.4,periodico
L-20260521-P2-15,P2,2026-05-21,18:11,43.7,6155,478.6,recorte_mixto
L-20260521-P2-16,P2,2026-05-21,19:02,39.1,5355,396.5,archivo_blanco
L-20260521-P2-17,P2,2026-05-21,19:54,42.1,5825,446.7,archivo_blanco
L-20260521-P2-18,P2,2026-05-21,20:46,41.0,5738,441.9,archivo_blanco
