lote,pulper,fecha,inicio,duracion_min,kg_cargados,kwh,material
L-20260721-P1-01,P1,2026-07-21,06:00,58.4,5711,482.8,periodico
L-20260721-P1-02,P1,2026-07-21,07:08,47.4,5598,487.9,recorte_mixto
L-20260721-P1-03,P1,2026-07-21,08:05,54.1,5487,476.7,periodico
L-20260721-P1-04,P1,2026-07-21,09:07,47.5,6077,480.1,archivo_blanco
L-20260721-P1-05,P1,2026-07-21,10:02,44.0,5679,447.6,archivo_blanco
L-20260721-P1-06,P1,2026-07-21,10:58,54.1,6230,539.1,periodico
L-20260721-P1-07,P1,2026-07-21,12:01,51.8,5748,481.6,recorte_mixto
L-20260721-P1-08,P1,2026-07-21,13:04,51.5,5916,504.8,recorte_mixto
L-20260721-P1-09,P1,2026-07-21,14:05,48.8,5566,443.9,archivo_blanco
L-20260721-P1-10,P1,2026-07-21,15:06,50.5,5749,472.6,recorte_mixto
L-20260721-P1-11,P1,2026-07-21,16:07,54.9,5684,477.6,periodico
L-20260721-P1-12,P1,2026-07-21,17:10,48.0,5508,444.0,archivo_blanco
L-20260721-P1-13,P1,2026-07-21,18:05,52.8,5585,476.5,recorte_mixto
L-20260721-P1-14,P1,2026-07-21,19:06,53.1,5951,480.4,recorte_mixto
L-20260721-P1-15,P1,2026-07-21,20:11,48.2,5904,453.4,archivo_blanco
L-20260721-P1-16,P1,2026-07-21,21:12,46.3,5885,460.9,archivo_blanco
L-20260721-P1-17,P1,2026-07-21,22:05,45.9,6129,481.6,archivo_blanco
L-20260721-P1-18,P1,2026-07-21,22:57,50.0,6016,509.8,recorte_mixto
L-20260721-P1-19,P1,2026-07-21,23:56,48.8,5996,519.8,recorte_mixto
L-20260721-P1-20,P1,2026-07-21,00:51,45.9,5851,471.9,archivo_blanco
L-20260721-P2-01,P2,2026-07-21,06:00,51.2,6056,540.2,periodico
L-20260721-P2-02,P2,2026-07-21,06:58,51.7,5584,454.4,recorte_mixto
L-20260721-P2-03,P2,2026-07-21,07:58,48.8,5677,449.1,archivo_blanco
L-20260721-P2-04,P2,2026-07-21,08:53,50.9,5939,496.2,recorte_mixto
L-20260721-P2-05,P2,2026-07-21,09:52,46.8,5667,478.7,recorte_mixto
L-20260721-P2-06,P2,2026-07-21,10:47,48.3,5790,489.7,recorte_mixto
L-20260721-P2-07,P2,2026-07-21,11:44,48.0,5849,492.8,recorte_mixto
L-20260721-P2-08,P2,2026-07-21,12:40,52.4,5969,508.7,periodico
L-20260721-P2-09,P2,2026-07-21,13:44,51.3,5832,521.6,periodico
L-20260721-P2-10,P2,2026-07-21,14:41,47.8,5715,443.6,archivo_blanco
L-20260721-P2-11,P2,2026-07-21,15:41,52.4,5786,514.4,periodico
L-20260721-P2-12,P2,2026-07-21,16:45,44.6,5791,455.7,archivo_blanco
L-20260721-P2-13,P2,2026-07-21,17:41,47.5,6233,511.3,recorte_mixto
L-20260721-P2-14,P2,2026-07-21,18:38,47.6,5936,459.3,archivo_blanco
L-20260721-P2-15,P2,2026-07-21,19:36,51.7,5746,493.2,periodico
L-20260721-P2-16,P2,2026-07-21,20:34,51.4,5679,474.9,recorte_mixto
L-20260721-P2-17,P2,2026-07-21,21:34,48.9,5967,502.3,recorte_mixto
L-20260721-P2-18,P2,2026-07-21,22:34,55.3,6043,517.8,periodico
L-20260721-P2-19,P2,2026-07-21,23:37,51.6,5846,502.1,recorte_mixto
L-20260721-P2-20,P2,2026-07-21,00:39,45.1,5536,443.1,archivo_blanco
