lote,pulper,fecha,inicio,duracion_min,kg_cargados,kwh,material
L-20260626-P1-01,P1,2026-06-26,06:00,47.2,5992,469.0,recorte_mixto
L-20260626-P1-02,P1,2026-06-26,06:57,49.1,5602,461.6,periodico
L-20260626-P1-03,P1,2026-06-26,07:57,44.9,5870,455.9,archivo_blanco
L-20260626-P1-04,P1,2026-06-26,08:51,47.6,5814,470.3,recorte_mixto
L-20260626-P1-05,P1,2026-06-26,09:44,52.4,5897,479.6,periodico
L-20260626-P1-06,P1,2026-06-26,10:43,50.6,5802,495.4,periodico
L-20260626-P1-07,P1,2026-06-26,11:45,49.4,6014,494.2,recorte_mixto
L-20260626-P1-08,P1,2026-06-26,12:41,47.1,5826,471.8,recorte_mixto
L-20260626-P1-09,P1,2026-06-26,13:38,44.9,5777,451.0,archivo_blanco
L-20260626-P1-10,P1,2026-06-26,14:34,41.2,6417,502.7,archivo_blanco
L-20260626-P1-11,P1,2026-06-26,15:25,46.9,5638,453.4,recorte_mixto
L-20260626-P1-12,P1,2026-06-26,16:24,50.1,5521,481.4,periodico
L-20260626-P1-13,P1,2026-06-26,17:22,42.4,5367,418.0,archivo_blanco
L-20260626-P1-14,P1,2026-06-26,18:15,45.1,5816,460.3,archivo_blanco
L-20260626-P1-15,P1,2026-06-26,19:11,44.7,5849,465.0,recorte_mixto
L-20260626-P1-16,P1,2026-06-26,20:05,46.9,5795,449.3,archivo_blanco
L-20260626-P2-01,P2,2026-06-26,06:00,43.7,5421,422.5,archivo_blanco
L-20260626-P2-02,P2,2026-06-26,06:49,47.6,5916,504.6,recorte_mixto
L-20260626-P2-03,P2,2026-06-26,07:47,43.1,6103,465.8,archivo_blanco
L-20260626-P2-04,P2,2026-06-26,08:38,45.7,5758,436.4,archivo_blanco
L-20260626-P2-05,P2,2026-06-26,09:30,49.7,5826,495.5,periodico
L-20260626-P2-06,P2,2026-06-26,10:26,49.0,6019,489.8,recorte_mixto
L-20260626-P2-07,P2,2026-06-26,11:21,51.8,5783,498.3,periodico
L-20260626-P2-08,P2,2026-06-26,12:24,46.9,5958,490.1,recorte_mixto
L-20260626-P2-09,P2,2026-06-26,13:23,43.0,5785,435.0,archivo_blanco
L-20260626-P2-10,P2,2026-06-26,14:16,48.9,5868,496.7,periodico
L-20260626-P2-11,P2,2026-06-26,15:14,46.5,5468,449.4,recorte_mixto
L-20260626-P2-12,P2,2026-06-26,16:12,51.8,5874,513.8,periodico
L-20260626-P2-13,P2,2026-06-26,17:13,48.7,5564,476.5,periodico
L-20260626-P2-14,P2,2026-06-26,18:08,43.4,5946,488.4,recorte_mixto
L-20260626-P2-15,P2,2026-06-26,19:02,43.1,5778,450.6,archivo_blanco
L-20260626-P2-16,P2,2026-06-26,19:52,44.3,5802,448.6,archivo_blanco
L-20260626-P2-17,P2,2026-06-26,20:48,45.5,5930,483.8,recorte_mixto
L-20260626-P2-18,P2,2026-06-26,21:43,46.2,6020,476.4,archivo_blanco
