lote,pulper,fecha,inicio,duracion_min,kg_cargados,kwh,material
L-20260701-P1-01,P1,2026-07-01,06:00,41.9,5762,449.1,archivo_blanco
L-20260701-P1-02,P1,2026-07-01,06:52,50.8,5735,493.3,periodico
L-20260701-P1-03,P1,2026-07-01,07:51,45.0,5548,440.1,archivo_blanco
L-20260701-P1-04,P1,2026-07-01,08:46,50.9,5818,481.6,periodico
L-20260701-P1-05,P1,2026-07-01,09:46,44.8,5833,454.2,archivo_blanco
L-20260701-P1-06,P1,2026-07-01,10:37,46.9,5557,473.0,periodico
L-20260701-P1-07,P1,2026-07-01,11:34,49.1,5507,446.8,recorte_mixto
L-20260701-P1-08,P1,2026-07-01,12:31,44.5,5763,458.0,archivo_blanco
L-20260701-P1-09,P1,2026-07-01,13:27,44.6,5778,472.5,recorte_mixto
L-20260701-P1-10,P1,2026-07-01,14:21,48.8,5728,489.6,periodico
L-20260701-P1-11,P1,2026-07-01,15:19,47.4,5699,436.8,archivo_blanco
L-20260701-P1-12,P1,2026-07-01,16:13,47.9,5677,497.4,periodico
L-20260701-P1-13,P1,2026-07-01,17:10,48.0,5989,496.8,recorte_mixto
L-20260701-P1-14,P1,2026-07-01,18:10,49.5,5945,497.5,periodico
L-20260701-P1-15,P1,2026-07-01,19:11,45.2,6130,456.2,archivo_blanco
L-20260701-P1-16,P1,2026-07-01,20:06,43.6,5895,482.7,recorte_mixto
L-20260701-P2-01,P2,2026-07-01,06:00,46.3,6069,518.5,recorte_mixto
L-20260701-P2-02,P2,2026-07-01,06:55,45.2,5687,426.5,archivo_blanco
L-20260701-P2-03,P2,2026-07-01,07:47,47.0,6066,496.1,periodico
L-20260701-P2-04,P2,2026-07-01,08:43,51.4,5886,486.1,periodico
L-20260701-P2-05,P2,2026-07-01,09:43,43.9,5697,448.6,archivo_blanco
L-20260701-P2-06,P2,2026-07-01,10:39,50.9,5855,488.6,periodico
L-20260701-P2-07,P2,2026-07-01,11:37,48.0,5803,504.3,periodico
L-20260701-P2-08,P2,2026-07-01,12:37,43.2,5671,470.8,recorte_mixto
L-20260701-P2-09,P2,2026-07-01,13:32,48.1,5744,479.5,recorte_mixto
L-20260701-P2-10,P2,2026-07-01,14:31,46.2,5542,426.2,archivo_blanco
L-20260701-P2-11,P2,2026-07-01,15:24,49.0,6063,508.9,periodico
L-20260701-P2-12,P2,2026-07-01,16:23,46.4,5827,436.7,archivo_blanco
L-20260701-P2-13,P2,2026-07-01,17:17,45.4,5999,509.4,recorte_mixto
L-20260701-P2-14,P2,2026-07-01,18:13,49.5,5723,489.2,periodico
L-20260701-P2-15,P2,2026-07-01,19:11,45.9,5875,490.4,recorte_mixto
L-20260701-P2-16,P2,2026-07-01,20:06,45.4,5810,464.3,archivo_blanco
