lote,pulper,fecha,inicio,duracion_min,kg_cargados,kwh,material
L-20260708-P1-01,P1,2026-07-08,06:00,46.1,5938,459.4,archivo_blanco
L-20260708-P1-02,P1,2026-07-08,06:58,43.7,5445,422.8,archivo_blanco
L-20260708-P1-03,P1,2026-07-08,07:52,45.7,5710,442.6,archivo_blanco
L-20260708-P1-04,P1,2026-07-08,08:44,48.7,5837,478.3,recorte_mixto
L-20260708-P1-05,P1,2026-07-08,09:40,48.0,5684,477.0,recorte_mixto
L-20260708-P1-06,P1,2026-07-08,10:38,47.3,6079,475.8,archivo_blanco
L-20260708-P1-07,P1,2026-07-08,11:34,46.9,6030,506.6,recorte_mixto
L-20260708-P1-08,P1,2026-07-08,12:29,46.3,5697,471.9,recorte_mixto
L-20260708-P1-09,P1,2026-07-08,13:22,45.5,5690,445.3,archivo_blanco
L-20260708-P1-10,P1,2026-07-08,14:19,47.3,5788,476.0,recorte_mixto
L-20260708-P1-11,P1,2026-07-08,15:14,48.9,5663,451.5,recorte_mixto
L-20260708-P1-12,P1,2026-07-08,16:09,49.4,5625,465.9,recorte_mixto
L-20260708-P1-13,P1,2026-07-08,17:05,49.4,5755,491.4,periodico
L-20260708-P1-14,P1,2026-07-08,18:03,48.2,5566,463.9,recorte_mixto
L-20260708-P1-15,P1,2026-07-08,19:03,49.5,5772,477.8,recorte_mixto
L-20260708-P1-16,P1,2026-07-08,20:04,49.4,5459,468.6,periodico
L-20260708-P2-01,P2,2026-07-08,06:00,47.8,6124,507.1,recorte_mixto
L-20260708-P2-02,P2,2026-07-08,06:58,44.6,5854,462.8,archivo_blanco
L-20260708-P2-03,P2,2026-07-08,07:53,47.7,5784,472.3,recorte_mixto
L-20260708-P2-04,P2,2026-07-08,08:48,42.3,5966,491.0,archivo_blanco
L-20260708-P2-05,P2,2026-07-08,09:38,44.4,5831,442.5,archivo_blanco
L-20260708-P2-06,P2,2026-07-08,10:30,49.2,5859,495.1,recorte_mixto
L-20260708-P2-07,P2,2026-07-08,11:28,49.1,5538,457.2,recorte_mixto
L-20260708-P2-08,P2,2026-07-08,12:25,52.8,5697,487.7,periodico
L-20260708-P2-09,P2,2026-07-08,13:28,51.6,5880,505.7,periodico
L-20260708-P2-10,P2,2026-07-08,14:31,46.6,5423,459.3,periodico
L-20260708-P2-11,P2,2026-07-08,15:26,47.7,5968,485.5,archivo_blanco
L-20260708-P2-12,P2,2026-07-08,16:20,50.6,6020,516.1,periodico
L-20260708-P2-13,P2,2026-07-08,17:20,54.4,5899,514.9,periodico
L-20260708-P2-14,P2,2026-07-08,18:22,40.2,5875,462.4,archivo_blanco
L-20260708-P2-15,P2,2026-07-08,19:11,43.8,5952,455.2,archivo_blanco
L-20260708-P2-16,P2,2026-07-08,20:03,49.2,5482,477.3,recorte_mixto
L-20260708-P2-17,P2,2026-07-08,21:01,44.0,5565,434.0,archivo_blanco
L-20260708-P2-18,P2,2026-07-08,21:52,47.8,5953,442.2,archivo_blanco
L-20260708-P2-19,P2,2026-07-08,22:47,42.0,5795,459.6,archivo_blanco
