lote,pulper,fecha,inicio,duracion_min,kg_cargados,kwh,material
L-20260713-P1-01,P1,2026-07-13,06:00,44.6,5649,442.9,archivo_blanco
L-20260713-P1-02,P1,2026-07-13,06:56,47.5,6228,526.7,recorte_mixto
L-20260713-P1-03,P1,2026-07-13,07:53,49.0,5792,495.9,recorte_mixto
L-20260713-P1-04,P1,2026-07-13,08:48,48.2,5944,507.9,periodico
L-20260713-P1-05,P1,2026-07-13,09:47,51.7,5600,477.4,periodico
L-20260713-P1-06,P1,2026-07-13,10:47,53.8,5473,472.3,periodico
L-20260713-P1-07,P1,2026-07-13,11:51,47.6,5571,498.7,periodico
L-20260713-P1-08,P1,2026-07-13,12:45,47.8,5684,471.1,recorte_mixto
L-20260713-P1-09,P1,2026-07-13,13:39,46.4,5608,464.1,recorte_mixto
L-20260713-P1-10,P1,2026-07-13,14:31,49.4,5745,492.4,periodico
L-20260713-P1-11,P1,2026-07-13,15:28,47.8,5827,448.8,archivo_blanco
L-20260713-P1-12,P1,2026-07-13,16:24,54.3,6062,521.7,periodico
L-20260713-P1-13,P1,2026-07-13,17:27,49.8,5544,479.8,periodico
L-20260713-P1-14,P1,2026-07-13,18:22,48.9,5885,479.1,recorte_mixto
L-20260713-P1-15,P1,2026-07-13,19:21,50.6,5593,474.1,recorte_mixto
L-20260713-P1-16,P1,2026-07-13,20:24,51.3,5850,517.6,periodico
L-20260713-P2-01,P2,2026-07-13,06:00,46.1,5767,460.2,archivo_blanco
L-20260713-P2-02,P2,2026-07-13,06:55,49.8,5893,512.9,periodico
L-20260713-P2-03,P2,2026-07-13,07:54,47.6,5908,459.8,archivo_blanco
L-20260713-P2-04,P2,2026-07-13,08:52,51.9,5946,507.9,periodico
L-20260713-P2-05,P2,2026-07-13,09:51,53.2,5887,498.6,periodico
L-20260713-P2-06,P2,2026-07-13,10:56,49.7,5914,495.7,recorte_mixto
L-20260713-P2-07,P2,2026-07-13,11:58,45.5,6113,470.9,archivo_blanco
L-20260713-P2-08,P2,2026-07-13,12:51,47.9,5551,447.7,recorte_mixto
L-20260713-P2-09,P2,2026-07-13,13:51,43.3,5678,457.3,archivo_blanco
L-20260713-P2-10,P2,2026-07-13,14:44,46.4,5653,479.8,recorte_mixto
L-20260713-P2-11,P2,2026-07-13,15:37,47.0,6141,511.3,recorte_mixto
L-20260713-P2-12,P2,2026-07-13,16:33,45.1,5640,456.9,archivo_blanco
L-20260713-P2-13,P2,2026-07-13,17:24,47.8,5669,454.2,archivo_blanco
L-20260713-P2-14,P2,2026-07-13,18:20,47.5,5424,443.2,recorte_mixto
L-20260713-P2-15,P2,2026-07-13,19:14,49.6,5675,480.9,periodico
L-20260713-P2-16,P2,2026-07-13,20:12,48.6,5588,468.3,recorte_mixto
