lote,pulper,fecha,inicio,duracion_min,kg_cargados,kwh,material
L-20260604-P1-01,P1,2026-06-04,06:00,43.2,5370,420.9,recorte_mixto
L-20260604-P1-02,P1,2026-06-04,06:52,45.5,5530,451.5,periodico
L-20260604-P1-03,P1,2026-06-04,07:49,49.9,6082,495.4,periodico
L-20260604-P1-04,P1,2026-06-04,08:47,46.0,5943,505.5,periodico
L-20260604-P1-05,P1,2026-06-04,09:42,47.3,6014,507.9,periodico
L-20260604-P1-06,P1,2026-06-04,10:40,45.1,5705,462.8,periodico
L-20260604-P1-07,P1,2026-06-04,11:37,48.3,5848,472.7,periodico
L-20260604-P1-08,P1,2026-06-04,12:37,40.7,5599,417.7,archivo_blanco
L-20260604-P1-09,P1,2026-06-04,13:27,40.2,5757,429.6,archivo_blanco
L-20260604-P1-10,P1,2026-06-04,14:19,44.7,5772,455.0,recorte_mixto
L-20260604-P1-11,P1,2026-06-04,15:10,36.3,5642,434.2,archivo_blanco
L-20260604-P1-12,P1,2026-06-04,15:59,43.1,5668,477.3,periodico
L-20260604-P1-13,P1,2026-06-04,16:49,45.8,5807,498.1,periodico
L-20260604-P1-14,P1,2026-06-04,17:43,42.5,6326,471.2,archivo_blanco
L-20260604-P1-15,P1,2026-06-04,18:35,45.6,5934,497.7,periodico
L-20260604-P1-16,P1,2026-06-04,19:32,44.8,5684,453.9,recorte_mixto
L-20260604-P1-17,P1,2026-06-04,20:27,42.3,5974,438.2,archivo_blanco
L-20260604-P1-18,P1,2026-06-04,21:15,48.0,5808,488.9,periodico
L-20260604-P2-01,P2,2026-06-04,06:00,46.4,5881,492.7,periodico
L-20260604-P2-02,P2,2026-06-04,06:52,44.1,5613,429.7,archivo_blanco
L-20260604-P2-03,P2,2026-06-04,07:45,49.3,6040,493.5,periodico
L-20260604-P2-04,P2,2026-06-04,08:46,44.1,6098,468.5,archivo_blanco
L-20260604-P2-05,P2,2026-06-04,09:40,46.1,5692,457.5,recorte_mixto
L-20260604-P2-06,P2,2026-06-04,10:36,40.8,6044,475.9,recorte_mixto
L-20260604-P2-07,P2,2026-06-04,11:28,43.8,5764,465.9,recorte_mixto
L-20260604-P2-08,P2,2026-06-04,12:19,42.0,5839,439.8,archivo_blanco
L-20260604-P2-09,P2,2026-06-04,13:08,46.8,5727,473.8,periodico
L-20260604-P2-10,P2,2026-06-04,14:04,48.3,5959,510.9,periodico
L-20260604-P2-11,P2,2026-06-04,14:58,41.4,5799,443.0,archivo_blanco
L-20260604-P2-12,P2,2026-06-04,15:52,50.3,5954,513.8,periodico
L-20260604-P2-13,P2,2026-06-04,16:49,49.1,5598,474.1,periodico
L-20260604-P2-14,P2,2026-06-04,17:49,46.2,5912,484.1,recorte_mixto
L-20260604-P2-15,P2,2026-06-04,18:45,45.0,6026,451.6,archivo_blanco
L-20260604-P2-16,P2,2026-06-04,19:40,46.8,6115,498.0,recorte_mixto
L-20260604-P2-17,P2,2026-06-04,20:39,44.4,6034,490.9,periodico
L-20260604-P2-18,P2,2026-06-04,21:30,44.6,5819,460.2,recorte_mixto
