lote,pulper,fecha,inicio,duracion_min,kg_cargados,kwh,material
L-20260706-P1-01,P1,2026-07-06,06:00,46.0,5961,476.7,recorte_mixto
L-20260706-P1-02,P1,2026-07-06,06:53,52.4,5604,470.9,periodico
L-20260706-P1-03,P1,2026-07-06,07:53,48.6,5483,468.9,periodico
L-20260706-P1-04,P1,2026-07-06,08:52,43.8,5588,424.5,archivo_blanco
L-20260706-P1-05,P1,2026-07-06,09:43,51.6,5655,461.3,recorte_mixto
L-20260706-P1-06,P1,2026-07-06,10:44,49.4,5728,451.8,recorte_mixto
L-20260706-P1-07,P1,2026-07-06,11:45,51.2,6062,536.4,periodico
L-20260706-P1-08,P1,2026-07-06,12:49,50.1,5763,468.6,recorte_mixto
L-20260706-P1-09,P1,2026-07-06,13:50,47.9,5945,501.7,periodico
L-20260706-P1-10,P1,2026-07-06,14:45,44.1,6019,500.5,recorte_mixto
L-20260706-P1-11,P1,2026-07-06,15:41,43.7,5589,448.2,archivo_blanco
L-20260706-P1-12,P1,2026-07-06,16:35,45.6,5859,447.0,archivo_blanco
L-20260706-P1-13,P1,2026-07-06,17:33,46.9,5693,479.5,periodico
L-20260706-P1-14,P1,2026-07-06,18:32,51.2,6045,529.3,periodico
L-20260706-P1-15,P1,2026-07-06,19:29,51.1,5770,485.5,periodico
L-20260706-P1-16,P1,2026-07-06,20:26,50.1,6331,518.7,recorte_mixto
L-20260706-P1-17,P1,2026-07-06,21:28,42.7,5542,417.2,archivo_blanco
L-20260706-P1-18,P1,2026-07-06,22:21,44.9,5569,434.0,archivo_blanco
L-20260706-P1-19,P1,2026-07-06,23:18,49.8,5705,484.6,periodico
L-20260706-P1-20,P1,2026-07-06,00:14,54.0,5729,485.7,periodico
L-20260706-P2-01,P2,2026-07-06,06:00,49.7,5788,500.1,periodico
L-20260706-P2-02,P2,2026-07-06,06:57,50.4,5700,470.3,recorte_mixto
L-20260706-P2-03,P2,2026-07-06,08:00,40.6,5691,440.5,archivo_blanco
L-20260706-P2-04,P2,2026-07-06,08:50,46.7,5789,459.0,archivo_blanco
L-20260706-P2-05,P2,2026-07-06,09:45,49.0,5794,484.0,recorte_mixto
L-20260706-P2-06,P2,2026-07-06,10:40,49.1,6252,522.8,recorte_mixto
L-20260706-P2-07,P2,2026-07-06,11:35,50.2,5659,499.4,periodico
L-20260706-P2-08,P2,2026-07-06,12:36,42.5,5745,439.1,archivo_blanco
L-20260706-P2-09,P2,2026-07-06,13:26,49.5,6038,502.3,recorte_mixto
L-20260706-P2-10,P2,2026-07-06,14:22,49.2,5946,484.9,recorte_mixto
L-20260706-P2-11,P2,2026-07-06,15:20,48.4,5838,445.6,archivo_blanco
L-20260706-P2-12,P2,2026-07-06,16:18,47.7,6132,485.7,recorte_mixto
L-20260706-P2-13,P2,2026-07-06,17:12,44.9,5822,448.1,archivo_blanco
L-20260706-P2-14,P2,2026-07-06,18:03,46.1,6158,512.6,recorte_mixto
L-20260706-P2-15,P2,2026-07-06,19:01,47.0,5716,476.6,recorte_mixto
L-20260706-P2-16,P2,2026-07-06,19:56,50.2,5732,465.1,recorte_mixto
L-20260706-P2-17,P2,2026-07-06,20:57,45.3,5741,452.4,archivo_blanco
L-20260706-P2-18,P2,2026-07-06,21:51,44.3,5779,477.0,recorte_mixto
L-20260706-P2-19,P2,2026-07-06,22:43,46.0,5907,467.3,recorte_mixto
