lote,pulper,fecha,inicio,duracion_min,kg_cargados,kwh,material
L-20260624-P1-01,P1,2026-06-24,06:00,47.2,5816,502.8,periodico
L-20260624-P1-02,P1,2026-06-24,06:54,47.3,5741,498.4,periodico
L-20260624-P1-03,P1,2026-06-24,07:48,48.5,5751,457.9,recorte_mixto
L-20260624-P1-04,P1,2026-06-24,08:48,44.2,5855,446.5,archivo_blanco
L-20260624-P1-05,P1,2026-06-24,09:40,42.6,5937,468.4,archivo_blanco
L-20260624-P1-06,P1,2026-06-24,10:34,40.8,5920,460.2,archivo_blanco
L-20260624-P1-07,P1,2026-06-24,11:23,48.3,5902,487.7,periodico
L-20260624-P1-08,P1,2026-06-24,12:18,41.8,5694,447.7,archivo_blanco
L-20260624-P1-09,P1,2026-06-24,13:11,44.8,5790,437.4,archivo_blanco
L-20260624-P1-10,P1,2026-06-24,14:04,40.9,5628,430.1,archivo_blanco
L-20260624-P1-11,P1,2026-06-24,14:54,43.2,5752,449.7,archivo_blanco
L-20260624-P1-12,P1,2026-06-24,15:47,48.9,5676,501.0,periodico
L-20260624-P1-13,P1,2026-06-24,16:42,45.3,6060,475.2,archivo_blanco
L-20260624-P1-14,P1,2026-06-24,17:38,46.8,5741,438.7,archivo_blanco
L-20260624-P1-15,P1,2026-06-24,18:36,44.5,5771,436.6,archivo_blanco
L-20260624-P1-16,P1,2026-06-24,19:30,42.9,5706,460.6,recorte_mixto
L-20260624-P1-17,P1,2026-06-24,20:21,47.5,5833,470.9,recorte_mixto
L-20260624-P1-18,P1,2026-06-24,21:18,46.4,5871,463.7,archivo_blanco
L-20260624-P2-01,P2,2026-06-24,06:00,43.4,5757,460.8,archivo_blanco
L-20260624-P2-02,P2,2026-06-24,06:51,47.2,5882,492.7,periodico
L-20260624-P2-03,P2,2026-06-24,07:46,45.1,5767,491.7,periodico
L-20260624-P2-04,P2,2026-06-24,08:38,46.1,5624,464.8,recorte_mixto
L-20260624-P2-05,P2,2026-06-24,09:35,47.9,5892,471.9,recorte_mixto
L-20260624-P2-06,P2,2026-06-24,10:34,47.6,5869,517.0,periodico
L-20260624-P2-07,P2,2026-06-24,11:33,50.2,6017,512.8,periodico
L-20260624-P2-08,P2,2026-06-24,12:35,44.5,5730,432.7,archivo_blanco
L-20260624-P2-09,P2,2026-06-24,13:29,46.6,6099,543.8,periodico
L-20260624-P2-10,P2,2026-06-24,14:23,47.3,5769,473.8,recorte_mixto
L-20260624-P2-11,P2,2026-06-24,15:19,44.9,5786,437.4,archivo_blanco
L-20260624-P2-12,P2,2026-06-24,16:16,50.8,6113,522.7,periodico
L-20260624-P2-13,P2,2026-06-24,17:17,41.7,5632,444.9,archivo_blanco
L-20260624-P2-14,P2,2026-06-24,18:07,49.5,5943,521.3,periodico
L-20260624-P2-15,P2,2026-06-24,19:03,50.5,5774,502.0,periodico
L-20260624-P2-16,P2,2026-06-24,20:02,46.4,5736,453.0,recorte_mixto
L-20260624-P2-17,P2,2026-06-24,20:54,43.5,5833,441.3,archivo_blanco
L-20260624-P2-18,P2,2026-06-24,21:50,48.5,5594,477.1,periodico
L-20260624-P2-19,P2,2026-06-24,22:46,49.3,5696,480.5,periodico
