lote,pulper,fecha,inicio,duracion_min,kg_cargados,kwh,material
L-20260729-P1-01,P1,2026-07-29,06:00,52.3,5945,532.6,periodico
L-20260729-P1-02,P1,2026-07-29,07:00,52.4,5940,521.0,periodico
L-20260729-P1-03,P1,2026-07-29,08:02,53.5,5539,495.5,periodico
L-20260729-P1-04,P1,2026-07-29,09:06,56.1,5858,516.9,periodico
L-20260729-P1-05,P1,2026-07-29,10:09,51.0,5514,471.9,recorte_mixto
L-20260729-P1-06,P1,2026-07-29,11:10,48.6,5948,488.5,archivo_blanco
L-20260729-P1-07,P1,2026-07-29,12:06,53.8,6121,537.1,periodico
L-20260729-P1-08,P1,2026-07-29,13:11,47.3,5606,456.0,archivo_blanco
L-20260729-P1-09,P1,2026-07-29,14:09,50.5,6171,492.6,archivo_blanco
L-20260729-P1-10,P1,2026-07-29,15:08,46.6,5562,453.5,archivo_blanco
L-20260729-P1-11,P1,2026-07-29,16:01,56.0,5667,516.2,periodico
L-20260729-P1-12,P1,2026-07-29,17:06,48.2,6008,460.4,archivo_blanco
L-20260729-P1-13,P1,2026-07-29,18:06,54.0,5851,507.8,periodico
L-20260729-P1-14,P1,2026-07-29,19:06,50.8,6210,526.5,recorte_mixto
L-20260729-P1-15,P1,2026-07-29,20:08,47.9,6031,501.8,recorte_mixto
L-20260729-P1-16,P1,2026-07-29,21:04,54.6,5372,472.4,periodico
L-20260729-P1-17,P1,2026-07-29,22:05,53.6,6057,523.6,periodico
L-20260729-P1-18,P1,2026-07-29,23:06,49.5,5647,448.6,archivo_blanco
L-20260729-P1-19,P1,2026-07-29,00:07,51.0,5859,489.7,recorte_mixto
L-20260729-P1-20,P1,2026-07-29,01:07,48.9,5741,515.5,periodico
L-20260729-P2-01,P2,2026-07-29,06:00,48.5,5894,496.4,recorte_mixto
L-20260729-P2-02,P2,2026-07-29,06:56,46.0,5694,444.2,archivo_blanco
L-20260729-P2-03,P2,2026-07-29,07:48,51.6,6034,525.3,periodico
L-20260729-P2-04,P2,2026-07-29,08:51,47.1,5855,467.1,archivo_blanco
L-20260729-P2-05,P2,2026-07-29,09:46,54.1,6099,549.9,periodico
L-20260729-P2-06,P2,2026-07-29,10:47,51.3,5736,513.1,periodico
L-20260729-P2-07,P2,2026-07-29,11:46,55.4,5854,535.8,periodico
L-20260729-P2-08,P2,2026-07-29,12:50,48.9,6102,505.4,recorte_mixto
L-20260729-P2-09,P2,2026-07-29,13:48,52.9,5745,490.6,periodico
L-20260729-P2-10,P2,2026-07-29,14:53,46.3,5932,507.2,recorte_mixto
L-20260729-P2-11,P2,2026-07-29,15:46,43.3,5804,448.7,archivo_blanco
L-20260729-P2-12,P2,2026-07-29,16:36,50.4,5763,495.6,periodico
L-20260729-P2-13,P2,2026-07-29,17:37,50.8,5601,487.6,recorte_mixto
L-20260729-P2-14,P2,2026-07-29,18:37,50.4,5866,489.1,recorte_mixto
L-20260729-P2-15,P2,2026-07-29,19:39,48.7,5532,435.3,archivo_blanco
L-20260729-P2-16,P2,2026-07-29,20:36,50.0,5863,518.3,periodico
L-20260729-P2-17,P2,2026-07-29,21:34,45.9,5678,487.1,recorte_mixto
L-20260729-P2-18,P2,2026-07-29,22:29,47.1,6096,506.7,recorte_mixto
