lote,pulper,fecha,inicio,duracion_min,kg_cargados,kwh,material
L-20260726-P1-01,P1,2026-07-26,06:00,56.3,5288,470.6,periodico
L-20260726-P1-02,P1,2026-07-26,07:08,48.5,5953,469.8,archivo_blanco
L-20260726-P1-03,P1,2026-07-26,08:02,48.9,5527,455.8,recorte_mixto
L-20260726-P1-04,P1,2026-07-26,08:57,48.9,5885,470.6,archivo_blanco
L-20260726-P1-05,P1,2026-07-26,09:56,52.6,5552,476.5,periodico
L-20260726-P1-06,P1,2026-07-26,11:01,52.6,5675,491.5,periodico
L-20260726-P1-07,P1,2026-07-26,12:01,48.5,5829,441.9,archivo_blanco
L-20260726-P1-08,P1,2026-07-26,12:56,48.8,5887,466.0,archivo_blanco
L-20260726-P1-09,P1,2026-07-26,13:55,56.1,6170,530.8,periodico
L-20260726-P1-10,P1,2026-07-26,15:00,45.2,6146,508.5,archivo_blanco
L-20260726-P1-11,P1,2026-07-26,15:52,54.0,5785,507.1,periodico
L-20260726-P1-12,P1,2026-07-26,16:54,50.9,6096,521.7,recorte_mixto
L-20260726-P1-13,P1,2026-07-26,17:54,52.8,5805,492.1,recorte_mixto
L-20260726-P1-14,P1,2026-07-26,18:58,45.3,5861,453.8,archivo_blanco
L-20260726-P1-15,P1,2026-07-26,19:54,49.0,5667,518.2,periodico
L-20260726-P1-16,P1,2026-07-26,20:53,54.4,6054,535.2,periodico
L-20260726-P2-01,P2,2026-07-26,06:00,44.6,6050,482.7,archivo_blanco
L-20260726-P2-02,P2,2026-07-26,06:56,53.0,6051,528.9,periodico
L-20260726-P2-03,P2,2026-07-26,07:55,47.8,5536,482.5,recorte_mixto
L-20260726-P2-04,P2,2026-07-26,08:49,52.3,5847,525.6,periodico
L-20260726-P2-05,P2,2026-07-26,09:53,51.4,5939,512.0,periodico
L-20260726-P2-06,P2,2026-07-26,10:54,50.3,5863,473.3,archivo_blanco
L-20260726-P2-07,P2,2026-07-26,11:51,46.9,5694,463.9,archivo_blanco
L-20260726-P2-08,P2,2026-07-26,12:48,46.7,6059,511.0,recorte_mixto
L-20260726-P2-09,P2,2026-07-26,13:46,45.2,5611,449.1,archivo_blanco
L-20260726-P2-10,P2,2026-07-26,14:40,48.5,5806,447.3,archivo_blanco
L-20260726-P2-11,P2,2026-07-26,15:40,44.9,5756,442.2,archivo_blanco
L-20260726-P2-12,P2,2026-07-26,16:32,55.6,5754,495.3,periodico
L-20260726-P2-13,P2,2026-07-26,17:40,45.4,5709,457.9,archivo_blanco
L-20260726-P2-14,P2,2026-07-26,18:31,49.9,5663,500.7,periodico
L-20260726-P2-15,P2,2026-07-26,19:27,48.8,5960,505.3,recorte_mixto
L-20260726-P2-16,P2,2026-07-26,20:25,45.1,6091,495.7,archivo_blanco
