lote,pulper,fecha,inicio,duracion_min,kg_cargados,kwh,material
L-20260803-P1-01,P1,2026-08-03,06:00,31.0,5827,389.5,archivo_blanco
L-20260803-P1-02,P1,2026-08-03,06:37,33.4,5859,390.8,archivo_blanco
L-20260803-P1-03,P1,2026-08-03,07:22,31.7,5346,384.2,recorte_mixto
L-20260803-P1-04,P1,2026-08-03,08:04,38.1,5796,437.8,periodico
L-20260803-P1-05,P1,2026-08-03,08:52,32.0,5745,384.4,archivo_blanco
L-20260803-P1-06,P1,2026-08-03,09:36,35.2,6117,461.5,periodico
L-20260803-P1-07,P1,2026-08-03,10:21,32.8,5535,373.1,archivo_blanco
L-20260803-P1-08,P1,2026-08-03,11:00,32.1,5721,419.8,recorte_mixto
L-20260803-P1-09,P1,2026-08-03,11:39,34.1,5839,427.1,recorte_mixto
L-20260803-P1-10,P1,2026-08-03,12:21,35.0,5622,420.1,periodico
L-20260803-P1-11,P1,2026-08-03,13:08,33.9,6093,431.3,recorte_mixto
L-20260803-P1-12,P1,2026-08-03,13:54,33.2,5810,400.2,archivo_blanco
L-20260803-P1-13,P1,2026-08-03,14:37,34.0,5700,439.1,periodico
L-20260803-P1-14,P1,2026-08-03,15:21,32.0,5805,392.0,archivo_blanco
L-20260803-P1-15,P1,2026-08-03,16:03,30.2,5835,385.1,archivo_blanco
L-20260803-P1-16,P1,2026-08-03,16:45,33.6,5508,401.1,recorte_mixto
L-20260803-P1-17,P1,2026-08-03,17:30,34.0,5489,394.6,recorte_mixto
L-20260803-P1-18,P1,2026-08-03,18:13,30.1,5757,382.6,archivo_blanco
L-20260803-P2-01,P2,2026-08-03,06:00,49.6,5780,488.0,recorte_mixto
L-20260803-P2-02,P2,2026-08-03,06:56,52.9,5916,519.8,recorte_mixto
L-20260803-P2-03,P2,2026-08-03,08:01,47.9,5376,438.6,archivo_blanco
L-20260803-P2-04,P2,2026-08-03,08:58,54.1,5508,476.8,periodico
L-20260803-P2-05,P2,2026-08-03,10:02,44.5,5827,463.7,archivo_blanco
L-20260803-P2-06,P2,2026-08-03,10:55,46.7,5812,488.8,recorte_mixto
L-20260803-P2-07,P2,2026-08-03,11:51,48.5,5887,498.3,recorte_mixto
L-20260803-P2-08,P2,2026-08-03,12:49,53.0,5490,475.4,periodico
L-20260803-P2-09,P2,2026-08-03,13:49,58.1,5649,495.6,periodico
L-20260803-P2-10,P2,2026-08-03,14:57,50.7,6022,506.9,recorte_mixto
L-20260803-P2-11,P2,2026-08-03,15:58,49.9,5751,453.2,archivo_blanco
L-20260803-P2-12,P2,2026-08-03,16:58,51.8,5714,482.1,recorte_mixto
L-20260803-P2-13,P2,2026-08-03,18:01,47.9,5816,470.9,archivo_blanco
L-20260803-P2-14,P2,2026-08-03,18:56,51.6,5792,480.1,recorte_mixto
L-20260803-P2-15,P2,2026-08-03,19:57,49.3,5666,482.2,recorte_mixto
L-20260803-P2-16,P2,2026-08-03,20:53,52.6,5752,493.8,recorte_mixto
L-20260803-P2-17,P2,2026-08-03,21:52,53.2,6180,527.6,recorte_mixto
L-20260803-P2-18,P2,2026-08-03,22:51,46.4,5600,433.3,archivo_blanco
L-20260803-P2-19,P2,2026-08-03,23:44,53.9,5853,531.4,periodico
L-20260803-P2-20,P2,2026-08-03,00:50,46.9,5815,507.0,recorte_mixto
