lote,pulper,fecha,inicio,duracion_min,kg_cargados,kwh,material
L-20260628-P1-01,P1,2026-06-28,06:00,47.5,5616,465.9,recorte_mixto
L-20260628-P1-02,P1,2026-06-28,06:56,47.0,5458,430.1,archivo_blanco
L-20260628-P1-03,P1,2026-06-28,07:50,45.7,5775,458.6,recorte_mixto
L-20260628-P1-04,P1,2026-06-28,08:43,45.4,5724,462.1,recorte_mixto
L-20260628-P1-05,P1,2026-06-28,09:35,43.0,5944,464.0,archivo_blanco
L-20260628-P1-06,P1,2026-06-28,10:26,46.3,6006,524.2,periodico
L-20260628-P1-07,P1,2026-06-28,11:21,46.4,5564,481.7,periodico
L-20260628-P1-08,P1,2026-06-28,12:14,43.8,5660,449.4,archivo_blanco
L-20260628-P1-09,P1,2026-06-28,13:04,51.6,5865,480.3,recorte_mixto
L-20260628-P1-10,P1,2026-06-28,14:01,45.8,5655,449.4,recorte_mixto
L-20260628-P1-11,P1,2026-06-28,14:54,44.1,5877,450.7,archivo_blanco
L-20260628-P1-12,P1,2026-06-28,15:44,47.3,6046,493.6,recorte_mixto
L-20260628-P1-13,P1,2026-06-28,16:37,51.4,5702,472.6,periodico
L-20260628-P1-14,P1,2026-06-28,17:38,45.3,6027,488.7,recorte_mixto
L-20260628-P1-15,P1,2026-06-28,18:32,44.1,5918,454.1,archivo_blanco
L-20260628-P1-16,P1,2026-06-28,19:25,44.5,5858,440.0,archivo_blanco
L-20260628-P1-17,P1,2026-06-28,20:20,45.0,5803,464.9,recorte_mixto
L-20260628-P1-18,P1,2026-06-28,21:13,42.5,6030,461.0,archivo_blanco
L-20260628-P2-01,P2,2026-06-28,06:00,46.7,5847,484.0,recorte_mixto
L-20260628-P2-02,P2,2026-06-28,06:53,47.7,5522,450.3,recorte_mixto
L-20260628-P2-03,P2,2026-06-28,07:49,44.8,5758,474.6,recorte_mixto
L-20260628-P2-04,P2,2026-06-28,08:46,50.0,5856,476.5,recorte_mixto
L-20260628-P2-05,P2,2026-06-28,09:45,42.9,5476,427.3,archivo_blanco
L-20260628-P2-06,P2,2026-06-28,10:36,45.2,5678,488.4,recorte_mixto
L-20260628-P2-07,P2,2026-06-28,11:31,52.6,5804,504.6,periodico
L-20260628-P2-08,P2,2026-06-28,12:32,46.4,5790,490.5,periodico
L-20260628-P2-09,P2,2026-06-28,13:25,46.5,5756,467.0,recorte_mixto
L-20260628-P2-10,P2,2026-06-28,14:23,49.3,5842,515.3,periodico
L-20260628-P2-11,P2,2026-06-28,15:20,48.2,5715,470.5,recorte_mixto
L-20260628-P2-12,P2,2026-06-28,16:19,45.4,5719,420.3,archivo_blanco
L-20260628-P2-13,P2,2026-06-28,17:11,45.7,5675,458.3,recorte_mixto
L-20260628-P2-14,P2,2026-06-28,18:06,51.4,5764,485.1,periodico
L-20260628-P2-15,P2,2026-06-28,19:08,44.5,5844,449.3,archivo_blanco
L-20260628-P2-16,P2,2026-06-28,20:01,45.0,5716,431.3,archivo_blanco
L-20260628-P2-17,P2,2026-06-28,20:55,42.8,6005,458.5,archivo_blanco
