lote,pulper,fecha,inicio,duracion_min,kg_cargados,kwh,material
L-20260611-P1-01,P1,2026-06-11,06:00,43.8,5563,432.3,recorte_mixto
L-20260611-P1-02,P1,2026-06-11,06:49,41.7,5947,454.3,archivo_blanco
L-20260611-P1-03,P1,2026-06-11,07:40,44.4,5874,494.2,periodico
L-20260611-P1-04,P1,2026-06-11,08:33,43.7,5563,451.1,recorte_mixto
L-20260611-P1-05,P1,2026-06-11,09:24,47.7,5625,453.8,recorte_mixto
L-20260611-P1-06,P1,2026-06-11,10:20,45.7,6072,491.9,recorte_mixto
L-20260611-P1-07,P1,2026-06-11,11:15,42.3,5878,445.2,archivo_blanco
L-20260611-P1-08,P1,2026-06-11,12:08,42.4,5776,441.2,archivo_blanco
L-20260611-P1-09,P1,2026-06-11,12:58,41.4,5923,460.6,archivo_blanco
L-20260611-P1-10,P1,2026-06-11,13:49,41.1,5836,442.4,archivo_blanco
L-20260611-P1-11,P1,2026-06-11,14:42,41.8,5662,446.0,recorte_mixto
L-20260611-P1-12,P1,2026-06-11,15:35,49.4,6223,516.8,periodico
L-20260611-P1-13,P1,2026-06-11,16:33,47.2,5938,464.8,recorte_mixto
L-20260611-P1-14,P1,2026-06-11,17:27,42.9,6000,452.6,archivo_blanco
L-20260611-P1-15,P1,2026-06-11,18:21,42.2,5671,426.8,archivo_blanco
L-20260611-P1-16,P1,2026-06-11,19:13,47.2,5873,498.9,periodico
L-20260611-P1-17,P1,2026-06-11,20:09,47.5,5859,490.1,periodico
L-20260611-P2-01,P2,2026-06-11,06:00,46.5,5607,442.9,recorte_mixto
L-20260611-P2-02,P2,2026-06-11,06:54,45.7,5772,468.8,recorte_mixto
L-20260611-P2-03,P2,2026-06-11,07:48,49.5,5731,476.4,periodico
L-20260611-P2-04,P2,2026-06-11,08:48,46.0,5937,454.0,archivo_blanco
L-20260611-P2-05,P2,2026-06-11,09:46,43.8,5647,451.2,recorte_mixto
L-20260611-P2-06,P2,2026-06-11,10:36,45.1,5927,498.9,periodico
L-20260611-P2-07,P2,2026-06-11,11:28,45.5,5869,476.3,recorte_mixto
L-20260611-P2-08,P2,2026-06-11,12:22,42.6,5800,479.0,recorte_mixto
L-20260611-P2-09,P2,2026-06-11,13:15,43.1,5528,429.5,archivo_blanco
L-20260611-P2-10,P2,2026-06-11,14:05,42.8,6190,453.7,archivo_blanco
L-20260611-P2-11,P2,2026-06-11,14:54,43.8,5677,431.0,archivo_blanco
L-20260611-P2-12,P2,2026-06-11,15:46,42.7,5879,433.3,archivo_blanco
L-20260611-P2-13,P2,2026-06-11,16:36,44.4,5777,457.9,recorte_mixto
L-20260611-P2-14,P2,2026-06-11,17:31,42.9,5587,424.5,archivo_blanco
L-20260611-P2-15,P2,2026-06-11,18:24,42.9,5693,422.8,archivo_blanco
L-20260611-P2-16,P2,2026-06-11,19:17,42.1,5642,413.7,archivo_blanco
