lote,pulper,fecha,inicio,duracion_min,kg_cargados,kwh,material
L-20260609-P1-01,P1,2026-06-09,06:00,47.2,5912,503.4,periodico
L-20260609-P1-02,P1,2026-06-09,06:59,48.1,5804,501.0,periodico
L-20260609-P1-03,P1,2026-06-09,07:56,47.9,5954,504.6,periodico
L-20260609-P1-04,P1,2026-06-09,08:55,39.3,6096,461.9,archivo_blanco
L-20260609-P1-05,P1,2026-06-09,09:43,44.6,6242,475.4,archivo_blanco
L-20260609-P1-06,P1,2026-06-09,10:36,44.9,6071,511.4,periodico
L-20260609-P1-07,P1,2026-06-09,11:32,46.6,5982,469.3,recorte_mixto
L-20260609-P1-08,P1,2026-06-09,12:27,43.4,5933,465.1,recorte_mixto
L-20260609-P1-09,P1,2026-06-09,13:19,40.6,5870,446.5,archivo_blanco
L-20260609-P1-10,P1,2026-06-09,14:06,41.7,5497,409.1,archivo_blanco
L-20260609-P1-11,P1,2026-06-09,14:56,44.8,5695,448.3,recorte_mixto
L-20260609-P1-12,P1,2026-06-09,15:51,45.5,5793,483.9,periodico
L-20260609-P1-13,P1,2026-06-09,16:45,48.2,6051,489.0,recorte_mixto
L-20260609-P1-14,P1,2026-06-09,17:44,44.3,6031,486.4,recorte_mixto
L-20260609-P1-15,P1,2026-06-09,18:41,40.3,5744,445.6,archivo_blanco
L-20260609-P1-16,P1,2026-06-09,19:32,45.8,5860,466.6,recorte_mixto
L-20260609-P1-17,P1,2026-06-09,20:25,39.9,5939,437.4,archivo_blanco
L-20260609-P2-01,P2,2026-06-09,06:00,41.8,5891,448.0,archivo_blanco
L-20260609-P2-02,P2,2026-06-09,06:51,44.3,5811,469.3,recorte_mixto
L-20260609-P2-03,P2,2026-06-09,07:44,45.6,5627,450.3,recorte_mixto
L-20260609-P2-04,P2,2026-06-09,08:37,44.6,5639,473.1,periodico
L-20260609-P2-05,P2,2026-06-09,09:33,45.4,6036,457.6,archivo_blanco
L-20260609-P2-06,P2,2026-06-09,10:28,42.4,5760,444.6,archivo_blanco
L-20260609-P2-07,P2,2026-06-09,11:20,39.9,5490,420.3,archivo_blanco
L-20260609-P2-08,P2,2026-06-09,12:06,46.4,5679,456.7,recorte_mixto
L-20260609-P2-09,P2,2026-06-09,13:02,45.1,5760,476.7,periodico
L-20260609-P2-10,P2,2026-06-09,13:59,39.9,5727,422.9,archivo_blanco
L-20260609-P2-11,P2,2026-06-09,14:47,45.7,5733,430.5,archivo_blanco
L-20260609-P2-12,P2,2026-06-09,15:42,47.2,5909,508.5,periodico
L-20260609-P2-13,P2,2026-06-09,16:37,45.6,5545,448.3,recorte_mixto
L-20260609-P2-14,P2,2026-06-09,17:31,43.0,5791,445.1,archivo_blanco
L-20260609-P2-15,P2,2026-06-09,18:22,41.0,5877,436.6,archivo_blanco
L-20260609-P2-16,P2,2026-06-09,19:10,47.2,5903,480.3,periodico
