lote,pulper,fecha,inicio,duracion_min,kg_cargados,kwh,material
L-20260804-P1-01,P1,2026-08-04,06:00,35.7,5817,432.4,periodico
L-20260804-P1-02,P1,2026-08-04,06:42,35.6,5375,355.4,archivo_blanco
L-20260804-P1-03,P1,2026-08-04,07:26,36.4,5619,418.8,periodico
L-20260804-P1-04,P1,2026-08-04,08:14,37.3,5914,447.4,periodico
L-20260804-P1-05,P1,2026-08-04,09:01,32.2,5575,364.6,archivo_blanco
L-20260804-P1-06,P1,2026-08-04,09:45,34.0,5766,407.0,recorte_mixto
L-20260804-P1-07,P1,2026-08-04,10:25,34.1,5778,420.3,recorte_mixto
L-20260804-P1-08,P1,2026-08-04,11:06,32.1,5843,402.5,archivo_blanco
L-20260804-P1-09,P1,2026-08-04,11:46,36.4,5518,417.6,periodico
L-20260804-P1-10,P1,2026-08-04,12:33,32.5,5953,403.3,archivo_blanco
L-20260804-P1-11,P1,2026-08-04,13:13,37.9,6132,460.8,periodico
L-20260804-P1-12,P1,2026-08-04,14:00,31.6,5730,393.3,archivo_blanco
L-20260804-P1-13,P1,2026-08-04,14:37,37.4,5678,436.1,periodico
L-20260804-P1-14,P1,2026-08-04,15:21,36.7,5817,431.2,periodico
L-20260804-P1-15,P1,2026-08-04,16:07,33.5,5780,434.0,periodico
L-20260804-P1-16,P1,2026-08-04,16:53,37.8,5782,439.5,periodico
L-20260804-P2-01,P2,2026-08-04,06:00,46.8,5874,467.8,archivo_blanco
L-20260804-P2-02,P2,2026-08-04,06:54,45.6,5671,443.8,archivo_blanco
L-20260804-P2-03,P2,2026-08-04,07:49,51.1,5605,504.9,periodico
L-20260804-P2-04,P2,2026-08-04,08:47,48.6,5287,431.8,archivo_blanco
L-20260804-P2-05,P2,2026-08-04,09:42,56.5,5514,469.7,periodico
L-20260804-P2-06,P2,2026-08-04,10:47,50.8,5877,465.6,archivo_blanco
L-20260804-P2-07,P2,2026-08-04,11:44,51.1,5775,448.0,archivo_blanco
L-20260804-P2-08,P2,2026-08-04,12:43,52.3,5774,479.7,recorte_mixto
L-20260804-P2-09,P2,2026-08-04,13:41,50.0,5603,474.3,recorte_mixto
L-20260804-P2-10,P2,2026-08-04,14:43,50.8,6093,551.7,periodico
L-20260804-P2-11,P2,2026-08-04,15:44,50.2,5582,443.7,archivo_blanco
L-20260804-P2-12,P2,2026-08-04,16:41,47.0,5886,480.0,archivo_blanco
L-20260804-P2-13,P2,2026-08-04,17:34,50.5,5411,466.9,recorte_mixto
L-20260804-P2-14,P2,2026-08-04,18:35,49.5,5754,458.1,archivo_blanco
L-20260804-P2-15,P2,2026-08-04,19:36,52.6,5544,488.5,periodico
L-20260804-P2-16,P2,2026-08-04,20:35,56.9,5882,530.1,periodico
L-20260804-P2-17,P2,2026-08-04,21:40,51.9,5531,488.5,periodico
L-20260804-P2-18,P2,2026-08-04,22:43,50.1,5967,470.9,archivo_blanco
L-20260804-P2-19,P2,2026-08-04,23:39,49.7,5907,472.5,archivo_blanco
